Date ,Report Type ,Street ,Zip ,Area ,ED ,N#
12/13/2015,"LARCENY, ALL OTHERS ",EAST ROCHAMBEAU DRIVE ,23188,300,1,14
12/13/2015,"LARCENY, ALL OTHERS ",EAST ROCHAMBEAU DRIVE ,23188,300,1,14
12/13/2015,"LARCENY, ALL OTHERS ",EAST ROCHAMBEAU DRIVE ,23188,300,1,14
12/13/2015,"LARCENY, ALL OTHERS ",EAST ROCHAMBEAU DRIVE ,23188,300,1,14
12/13/2015,"LARCENY, ALL OTHERS ",EAST ROCHAMBEAU DRIVE ,23188,300,1,14
12/13/2015,"LARCENY, ALL OTHERS ",EAST ROCHAMBEAU DRIVE ,23188,300,1,14
12/14/2015,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",EAST ROCHAMBEAU DRIVE ,23188,300,1,14
12/15/2015,GRAND LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,300,1,14
12/19/2015,POSSESSION OF MARIJUANA ,EAST ROCHAMBEAU DRIVE ,23188,300,1,14
12/31/2015,CITIZEN REQUESTED ASSISTANCE ,EAST ROCHAMBEAU DRIVE ,23188,300,1,14
12/31/2015,TRESPASSING ,EAST ROCHAMBEAU DRIVE ,23188,300,1,14
6/12/2004,PETIT LARCENY ,EWELL & MOORETOWN ROAD ,23188,300,1,59
6/12/2004,PETIT LARCENY ,EWELL & MOORETOWN ROAD ,23188,300,1,59
6/12/2004,PETIT LARCENY ,EWELL & MOORETOWN ROAD ,23188,300,1,59
1/5/2004,GRAND LARCENY ,EWELL ROAD ,23188,300,1,59
2/8/2004,CITIZEN REQUESTED ASSISTANCE ,EWELL ROAD ,23188,300,1,59
3/8/2004,CITIZEN REQUESTED ASSISTANCE ,EWELL ROAD ,23188,300,1,59
3/8/2004,GRAND LARCENY ,EWELL ROAD ,23188,300,1,59
6/22/2004,"BURGLARY, BUSINESS ",EWELL ROAD ,23188,300,1,59
6/22/2004,GRAND LARCENY ,EWELL ROAD ,23188,300,1,59
7/23/2004,EMBEZZLEMENT >=$200 ,EWELL ROAD ,23188,300,1,59
2/1/2004,"ASSAULT, SIMPLE, DOMESTIC ",FENTON MILL ROAD ,23188,300,1,14
4/4/2004,"GRAFFITI ,PRIVATE PROPERTY ",FENTON MILL ROAD ,23188,300,1,14
6/23/2004,CITIZEN REQUESTED ASSISTANCE ,FENTON MILL ROAD ,23188,300,1,14
7/20/2004,"DAMAGE PROPERTY, PRIVATE ",FENTON MILL ROAD ,23188,300,1,14
7/25/2004,DRUNK IN PUBLIC ,FENTON MILL ROAD ,23188,300,1,14
7/25/2004,DRUNK IN PUBLIC ,FENTON MILL ROAD ,23188,300,1,14
8/17/2004,PETIT LARCENY ,FENTON MILL ROAD ,23188,300,1,14
8/22/2004,"ASSAULT, SIMPLE ",FENTON MILL ROAD ,23188,300,1,14
8/22/2004,"DAMAGE PROPERTY, PRIVATE ",FENTON MILL ROAD ,23188,300,1,14
2/4/2004,GRAND LARCENY ,FOREST LANE ,23188,300,1,177
2/4/2004,TRESPASSING ,FOREST LANE ,23188,300,1,177
1/3/2004,MARITAL SEXUAL ASSAULT ,FORREST LANE ,23188,300,1,177
7/20/2004,DEAD ON ARRIVAL ,FORREST LANE ,23188,300,1,177
1/6/2004,CITIZEN REQUESTED ASSISTANCE ,INDIANA LANE ,23188,300,1,190
4/18/2004,"DAMAGE PROPERTY, PRIVATE ",INDIANA LANE ,23188,300,1,190
8/7/2004,"DAMAGE PROPERTY, PRIVATE ",J FARM/FENTON MILL ROAD ,23188,300,1,117
8/7/2004,GRAND LARCENY ,J FARM/FENTON MILL ROAD ,23188,300,1,117
1/19/2004,GAS THEFT ,LIGHTFOOT ROAD ,23188,300,1,14
1/19/2004,GRAND LARCENY ,LIGHTFOOT ROAD ,23188,300,1,14
1/24/2004,CITIZEN REQUESTED ASSISTANCE ,LIGHTFOOT ROAD ,23188,300,1,14
1/25/2004,GAS THEFT ,LIGHTFOOT ROAD ,23188,300,1,14
2/3/2004,"ASSAULT, SIMPLE ",LIGHTFOOT ROAD ,23188,300,1,14
2/3/2004,"DAMAGE PROPERTY, PRIVATE ",LIGHTFOOT ROAD ,23188,300,1,14
2/22/2004,CITIZEN REQUESTED ASSISTANCE ,LIGHTFOOT ROAD ,23188,300,1,14
3/7/2004,GAS THEFT ,LIGHTFOOT ROAD ,23188,300,1,14
3/20/2004,CITIZEN REQUESTED ASSISTANCE ,LIGHTFOOT ROAD ,23188,300,1,14
3/30/2004,GAS THEFT ,LIGHTFOOT ROAD ,23188,300,1,14
3/30/2004,GAS THEFT ,LIGHTFOOT ROAD ,23188,300,1,14
4/10/2004,POSSESSION OF MARIJUANA ,LIGHTFOOT ROAD ,23188,300,1,14
4/18/2004,"DAMAGE PROPERTY, PRIVATE ",LIGHTFOOT ROAD ,23188,300,1,14
4/18/2004,TRESPASSING ,LIGHTFOOT ROAD ,23188,300,1,14
4/19/2004,DRUNK IN PUBLIC ,LIGHTFOOT ROAD ,23188,300,1,14
4/20/2004,"DAMAGE PROPERTY, PRIVATE ",LIGHTFOOT ROAD ,23188,300,1,14
4/21/2004,CITIZEN REQUESTED ASSISTANCE ,LIGHTFOOT ROAD ,23188,300,1,14
5/14/2004,GRAND LARCENY ,LIGHTFOOT ROAD ,23188,300,1,14
6/1/2004,POSSESSION OF MARIJUANA ,LIGHTFOOT ROAD ,23188,300,1,14
6/26/2004,GAS THEFT ,LIGHTFOOT ROAD ,23188,300,1,14
6/27/2004,PETIT LARCENY ,LIGHTFOOT ROAD ,23188,300,1,14
7/7/2004,"DAMAGE PROPERTY, PRIVATE ",LIGHTFOOT ROAD ,23188,300,1,14
7/9/2004,GAS THEFT ,LIGHTFOOT ROAD ,23188,300,1,14
7/11/2004,"DAMAGE PROPERTY, PRIVATE ",LIGHTFOOT ROAD ,23188,300,1,14
7/11/2004,"LARCENY,FROM MOTOR VEHICLE ",LIGHTFOOT ROAD ,23188,300,1,14
7/11/2004,"LARCENY,FROM MOTOR VEHICLE ",LIGHTFOOT ROAD ,23188,300,1,14
7/15/2004,PETIT LARCENY ,LIGHTFOOT ROAD ,23188,300,1,14
7/23/2004,GAS THEFT ,LIGHTFOOT ROAD ,23188,300,1,14
7/30/2004,GAS THEFT ,LIGHTFOOT ROAD ,23188,300,1,14
8/2/2004,PETIT LARCENY ,LIGHTFOOT ROAD ,23188,300,1,14
8/6/2004,GAS THEFT ,LIGHTFOOT ROAD ,23188,300,1,14
8/17/2004,DRUNK IN PUBLIC ,LIGHTFOOT ROAD ,23188,300,1,14
8/18/2004,LOST PROPERTY ,LIGHTFOOT ROAD ,23188,300,1,14
8/20/2004,"DAMAGE PROPERTY, PRIVATE ",LIGHTFOOT ROAD ,23188,300,1,14
8/26/2004,GAS THEFT ,LIGHTFOOT ROAD ,23188,300,1,14
8/27/2004,"DAMAGE PROPERTY, PRIVATE ",LIGHTFOOT ROAD ,23188,300,1,14
8/27/2004,"DAMAGE PROPERTY, PRIVATE ",LIGHTFOOT ROAD ,23188,300,1,14
8/27/2004,"LARCENY,FROM MOTOR VEHICLE ",LIGHTFOOT ROAD ,23188,300,1,14
8/29/2004,PETIT LARCENY ,LIGHTFOOT ROAD ,23188,300,1,14
10/3/2015,"ASSAULT, SIMPLE, DOMESTIC ",LIGHTFOOT ROAD ,23188,300,1,14
10/24/2015,"ASSAULT, SIMPLE ",LIGHTFOOT ROAD ,23188,300,1,14
10/24/2015,GAS THEFT ,LIGHTFOOT ROAD ,23188,300,1,14
11/4/2015,GAS THEFT ,LIGHTFOOT ROAD ,23188,300,1,14
11/10/2015,POSSESSION OF MARIJUANA ,LIGHTFOOT ROAD ,23188,300,1,14
11/16/2015,POSSESSION OF MARIJUANA ,LIGHTFOOT ROAD ,23188,300,1,14
11/21/2015,WEARING MASK IN PUBLIC PLACE ,LIGHTFOOT ROAD ,23188,300,1,14
12/11/2015,GAS THEFT ,LIGHTFOOT ROAD ,23188,300,1,14
12/25/2015,GAS THEFT ,LIGHTFOOT ROAD ,23188,300,1,14
5/2/2004,CITIZEN REQUESTED ASSISTANCE ,LONDONDERRY LANE ,23188,300,1,5
7/25/2004,"ASSAULT, SIMPLE ",LONDONDERRY WAY ,23188,300,1,5
1/2/2004,GRAND LARCENY ,MOORETOWN ROAD ,23188,300,1,14
1/12/2004,"ASSAULT, SIMPLE, DOMESTIC ",MOORETOWN ROAD ,23188,300,1,14
1/23/2004,PETIT LARCENY ,MOORETOWN ROAD ,23188,300,1,14
2/2/2004,"DAMAGE PROPERTY, BUSINESS ",MOORETOWN ROAD ,23188,300,1,14
2/2/2004,"DAMAGE PROPERTY, PRIVATE ",MOORETOWN ROAD ,23188,300,1,14
2/25/2004,GRAND LARCENY ,MOORETOWN ROAD ,23188,300,1,14
2/26/2004,CITIZEN REQUESTED ASSISTANCE ,MOORETOWN ROAD ,23188,300,1,14
2/27/2004,NO DRIVERS LICENSE ,MOORETOWN ROAD ,23188,300,1,14
3/22/2004,GRAND LARCENY ,MOORETOWN ROAD ,23188,300,1,14
3/24/2004,"DAMAGE PROPERTY, PRIVATE ",MOORETOWN ROAD ,23188,300,1,14
3/30/2004,"DAMAGE PROPERTY, PRIVATE ",MOORETOWN ROAD ,23188,300,1,14
4/3/2004,CITIZEN REQUESTED ASSISTANCE ,MOORETOWN ROAD ,23188,300,1,14
4/26/2004,"DAMAGE PROPERTY, PRIVATE ",MOORETOWN ROAD ,23188,300,1,14
5/28/2004,"DAMAGE PROPERTY, PRIVATE ",MOORETOWN ROAD ,23188,300,1,14
5/28/2004,GRAND LARCENY ,MOORETOWN ROAD ,23188,300,1,14
5/28/2004,POSSESSION OF BURGLARY TOOLS ,MOORETOWN ROAD ,23188,300,1,14
5/28/2004,TRESPASSING ,MOORETOWN ROAD ,23188,300,1,14
6/1/2004,"DAMAGE PROPERTY, PRIVATE ",MOORETOWN ROAD ,23188,300,1,14
6/2/2004,"DAMAGE PROPERTY, BUSINESS ",MOORETOWN ROAD ,23188,300,1,14
6/2/2004,PETIT LARCENY ,MOORETOWN ROAD ,23188,300,1,14
6/2/2004,TRESPASSING ,MOORETOWN ROAD ,23188,300,1,14
6/5/2004,"ASSAULT, SIMPLE ",MOORETOWN ROAD ,23188,300,1,14
6/7/2004,CITIZEN REQUESTED ASSISTANCE ,MOORETOWN ROAD ,23188,300,1,14
7/19/2004,UNAUTHORIZED USE OF VEHICLE ,MOORETOWN ROAD ,23188,300,1,14
7/22/2004,"DEATH, SUICIDE ",MOORETOWN ROAD ,23188,300,1,14
8/5/2004,PETIT LARCENY ,MOORETOWN ROAD ,23188,300,1,14
8/15/2004,"ASSAULT, SIMPLE, DOMESTIC ",MOORETOWN ROAD ,23188,300,1,14
8/15/2004,"BURGLARY, RESIDENTIAL ",MOORETOWN ROAD ,23188,300,1,14
8/15/2004,MAIMING ,MOORETOWN ROAD ,23188,300,1,14
