COUNTY SHERIFFS & STATE POLICE,POPULATION ,"INCIDENT RATE PER 100,000",TOTAL INCIDENTS ,Murder and Non-negligent Manslaughter ,Kidnaping/Abduction ,Forcible Rape ,Other Forcible Sex Offenses,Robbbery,Aggravated Assault,Simple Assault/Intimidation,Arson,Extortion/Blackmail,Burglary,Larceny,Motor Vehicle Theft,Counterfeiting/Forgery,Fraud,Embezzlement,Stolen Property,Destruction/Damage/Vandalism,Drug/Narcotic Offenses,Non-forcible Sex Offenses,Pornography,Gambling,Prostitution,Bribery,Weapon Law Violation
State Police,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0
Fauquier County SO,56161,3475.72,1952,2,7,5,35,10,27,484,6,0,100,442,18,15,164,5,7,355,522,2,1,0,0,1,49
State Police,,,91,0,0,0,0,0,0,2,0,0,0,8,1,1,11,3,0,1,62,0,0,0,0,0,4
Floyd County SO,15726,1672.38,263,0,1,3,0,0,7,37,1,0,32,99,10,1,12,1,0,51,25,0,0,0,0,0,7
State Police,,,60,0,0,0,0,0,1,3,0,0,0,1,0,0,1,1,0,1,51,0,0,0,0,0,2
Fluvanna County SO,26019,1994.69,519,1,1,4,8,2,15,155,3,0,43,152,11,3,40,2,3,94,53,0,0,0,0,0,5
State Police,,,17,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,13,0,0,0,0,0,0
Franklin County SO,51753,2525.45,1307,4,2,4,31,1,47,290,3,0,107,372,46,15,68,2,0,206,293,1,9,0,1,0,43
State Police,,,28,0,0,0,0,0,1,0,1,1,0,1,3,2,9,0,0,0,11,0,0,0,0,0,0
Frederick County SO,78036,4081.44,3185,1,7,26,49,12,28,1008,4,2,210,1062,76,53,185,18,9,513,377,4,23,0,1,0,51
State Police,,,172,0,0,1,0,0,1,4,0,0,1,5,4,0,3,1,0,2,160,0,0,0,0,0,5
Giles County SO,10758,2993.12,322,0,0,1,1,1,4,60,1,0,18,78,4,0,13,1,0,26,127,0,2,0,0,0,17
State Police,,,8,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0
Gloucester County SO,37232,4498.81,1675,0,6,9,8,7,22,489,4,0,93,583,21,13,133,12,1,220,229,2,7,0,1,0,25
State Police,,,33,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,28,0,0,0,0,0,1
Goochland County SO,21400,1728.97,370,0,0,0,3,1,4,81,1,0,35,136,6,2,43,3,6,64,34,0,0,0,0,0,12
State Police,,,34,0,0,0,1,0,0,4,0,0,0,2,0,2,1,0,0,0,23,0,0,0,0,0,2
Grayson County SO,14483,2464.95,357,2,0,3,4,1,6,69,1,0,48,109,9,4,23,2,3,44,40,0,2,0,0,0,12
State Police,,,6,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0
Greene County SO,19320,3488.61,674,0,1,3,7,1,10,206,2,0,45,220,5,3,44,5,0,176,66,0,3,0,0,0,8
State Police,,,38,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,32,0,0,0,0,0,1
Greensville County SO,11581,1986.01,230,1,0,1,1,1,9,52,1,0,26,61,7,0,3,2,0,36,65,0,0,0,0,0,5
State Police,,,33,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0
Halifax County SO,26710,2781.72,743,0,4,5,24,3,22,152,3,0,95,256,24,7,41,2,1,134,48,0,0,0,0,0,18
State Police,,,189,0,0,0,0,0,1,0,0,0,0,1,3,0,9,0,0,1,172,0,0,0,0,0,7
Hanover County SO,94413,2743.26,2590,1,10,7,38,10,68,696,5,2,86,899,37,50,231,26,14,338,457,4,10,0,14,0,55
State Police,,,140,0,0,0,0,0,6,3,0,0,0,2,2,0,45,0,0,1,79,0,0,0,0,0,37
Henry County SO,53560,5069.08,2715,4,14,10,17,23,141,430,3,1,436,931,90,124,269,20,1,254,269,5,3,0,2,0,48
State Police,,,40,0,2,0,0,0,3,3,1,0,0,2,1,5,10,0,0,5,17,0,0,0,0,0,4
Highland County SO,2311,475.98,11,0,0,0,0,0,1,2,0,0,0,7,0,1,1,0,0,1,0,0,0,0,0,0,0
State Police,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
Isle of Wight County SO,25702,2746.86,706,1,9,3,7,3,22,180,1,0,84,201,15,5,52,0,0,111,87,0,5,0,0,0,15
State Police,,,10,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,5,0,0,0,0,0,0
King & Queen County SO,7410,2064.77,153,0,0,2,4,0,10,50,0,0,14,44,4,2,5,0,0,21,16,0,0,0,0,0,3
State Police,,,9,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,9,0,0,0,0,0,0
King George County SO,24460,3892.06,952,0,2,6,8,5,15,213,0,0,58,301,22,20,94,8,6,140,133,0,1,0,0,0,19
State Police,,,9,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,8,0,0,0,0,0,1
King William County SO,12836,1456.84,187,0,2,1,4,2,3,76,0,0,18,63,7,1,8,0,0,10,13,1,1,0,0,0,7
State Police,,,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1
Lancaster County SO,9554,1768.89,169,0,0,0,2,0,9,80,1,0,0,3,0,3,0,0,0,64,20,0,0,0,0,0,3
State Police,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
Lee County SO,22770,3495.82,796,3,2,3,3,1,26,137,1,0,88,407,0,3,25,0,0,111,3,0,0,0,1,0,5
State Police,,,14,0,0,0,1,0,1,0,1,0,0,2,0,0,2,0,0,1,6,0,0,0,0,0,0
Loudoun County SO,293009,2520.05,7384,4,25,44,77,36,114,1838,31,5,225,2375,96,60,1044,67,7,1213,1055,4,38,0,21,1,75
State Police,,,61,0,0,0,0,0,0,0,0,2,0,2,1,7,13,0,0,1,38,0,0,0,0,0,4
Louisa County SO,32643,3179.85,1038,0,4,9,24,3,25,195,7,0,81,421,26,13,50,6,1,236,63,2,5,0,0,0,26
State Police,,,87,0,0,0,0,0,0,6,1,0,4,5,1,0,2,0,0,1,80,0,0,0,0,0,3
Lunenburg County SO,9832,2217.24,218,1,0,1,2,0,6,46,0,0,29,44,0,0,9,1,0,40,54,0,0,0,0,0,8
State Police,,,60,0,0,1,0,0,0,0,0,0,0,2,1,2,5,0,0,0,50,0,0,0,0,0,0
Madison County SO,13333,2655.06,354,1,3,4,5,3,4,133,1,0,18,96,4,3,9,1,0,55,34,1,2,0,0,0,8
State Police,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0
Mathews County SO,8850,2338.98,207,1,0,0,1,1,0,17,1,0,31,68,3,0,13,0,0,25,49,0,0,0,0,0,4
State Police,,,33,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0
Mecklenburg County SO,23310,2389.53,557,2,3,11,13,3,23,60,1,1,116,170,11,14,54,1,0,70,38,0,2,0,0,0,10
State Police,,,205,0,0,1,0,0,4,0,0,0,0,5,1,0,5,0,0,1,191,0,0,0,0,0,3
Middlesex County SO,11089,2011,223,2,0,1,1,1,6,41,0,1,20,84,3,3,11,1,2,35,19,0,1,0,0,0,3
State Police,,,8,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,4,0,0,0,1,0,0
Montgomery County SO,31782,3470.51,1103,0,2,6,18,1,24,342,3,1,86,268,22,11,79,2,6,178,227,1,10,0,4,0,32
State Police,,,347,0,0,1,0,0,2,2,0,0,0,2,0,2,9,0,0,1,327,0,0,0,0,0,3
Nelson County SO,15031,2860.75,430,0,3,3,6,2,10,67,1,0,41,137,15,4,45,0,1,65,60,0,0,0,0,0,9
State Police,,,31,0,0,0,0,0,1,1,1,0,0,4,1,0,1,2,0,1,18,0,0,0,0,0,1
New Kent County SO,19791,2976.1,589,0,4,1,15,1,13,167,1,0,48,141,6,5,74,2,7,137,75,1,2,0,0,0,15
State Police,,,40,0,0,0,0,0,11,2,0,0,0,3,0,0,3,0,0,0,37,0,0,0,0,0,4
Northampton County SO,9641,2748.67,265,2,3,0,5,2,2,75,0,0,46,87,10,5,9,2,4,27,3,0,0,0,0,0,6
State Police,,,24,0,0,0,2,0,6,0,0,0,0,0,1,1,1,1,0,2,21,0,0,0,0,0,1
Northumberland County SO,12387,2284.65,283,0,4,1,1,3,16,61,2,0,32,75,6,8,28,0,0,55,16,0,0,0,0,0,6
State Police,,,5,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Nottoway County SO,9663,1531.61,148,0,0,0,5,1,2,23,0,0,11,52,5,3,4,0,0,26,17,0,0,0,0,0,8
State Police,,,41,0,0,0,1,0,5,2,0,0,1,3,2,2,4,0,0,1,24,0,0,0,0,0,0
Orange County SO,27801,1758.92,489,0,0,3,8,3,2,73,2,0,33,230,13,3,16,1,1,87,69,0,8,0,0,0,5
State Police,,,61,0,0,0,0,0,2,2,0,0,0,1,0,0,4,0,0,0,57,0,0,0,0,0,3
Page County SO,15179,3478.49,528,0,6,5,6,1,4,58,1,0,56,150,13,2,17,3,0,66,211,1,6,0,1,0,6
State Police,,,138,0,0,0,0,0,3,6,0,0,0,22,0,1,3,0,0,2,113,0,0,0,0,0,3
Patrick County SO,18737,3084.8,578,0,0,2,9,3,14,124,2,0,92,190,20,8,53,3,3,65,48,0,0,0,0,0,16
State Police,,,13,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,2
Pittsylvania County SO,59140,2340.2,1384,0,3,11,53,4,26,382,13,0,197,306,21,15,97,6,1,159,190,0,14,0,0,0,43
State Police,,,82,1,0,0,0,0,6,4,1,0,0,16,14,1,11,0,1,4,31,0,0,0,0,0,1
Powhatan County SO,28451,1912.05,544,0,2,2,10,1,13,114,0,0,47,176,10,4,30,5,0,100,76,0,1,0,0,0,16
State Police,,,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5,0,0,0,0,0,3
Prince Edward County SO,15113,1958.57,296,2,1,6,5,2,11,89,2,0,40,86,9,3,11,1,1,40,10,2,1,0,0,0,11
State Police,,,152,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,150,0,0,0,0,0,0
Pulaski County SO,23142,6550.85,1516,0,10,9,28,1,50,447,1,0,64,481,10,53,193,17,4,161,200,0,3,0,0,0,17
State Police,,,49,0,0,0,0,0,0,2,0,0,0,6,1,0,0,0,0,2,39,0,0,0,0,0,2
Rappahannock County SO,7470,1070.95,80,0,0,0,2,0,1,33,0,0,0,0,0,0,0,0,0,15,34,1,0,0,0,0,6
State Police,,,24,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0
Richmond County SO,7684,1652.78,127,1,3,0,0,1,4,29,1,0,17,36,7,0,5,1,3,23,5,1,0,0,0,0,1
State Police,,,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0
Rockbridge County SO,21202,3046.88,646,0,1,0,11,2,10,122,1,0,59,196,9,12,55,5,2,76,191,0,4,0,0,0,13
State Police,,,77,0,0,0,0,0,0,0,2,0,0,3,0,0,5,0,0,0,71,0,0,0,0,0,1
Rockingham County SO,58997,1362.78,804,0,11,11,35,1,38,87,4,2,123,255,8,25,44,4,2,189,90,0,10,1,0,0,20
State Police,,,206,0,0,0,0,0,0,1,0,0,1,13,10,1,6,0,1,4,174,0,0,0,0,0,8
Russell County SO,23490,3188.59,749,3,2,8,17,2,15,177,3,1,94,195,6,18,42,2,1,80,130,2,8,0,0,0,16
State Police,,,18,0,0,0,1,0,1,0,0,0,0,3,0,0,11,0,0,0,1,0,0,0,0,0,0
Scott County SO,19922,3152.29,628,0,10,7,9,6,13,137,2,0,73,202,16,12,33,1,3,118,88,0,1,0,0,0,17
State Police,,,24,0,0,1,4,0,0,2,1,0,0,1,0,0,7,1,0,2,5,0,0,0,0,0,0
Shenandoah Couty SO ,25982,3202.21,832,1,2,6,27,4,17,255,1,0,76,175,5,6,69,2,1,208,116,0,9,0,0,0,17
State Police ,,,236,0,0,0,0,0,1,2,0,0,0,2,2,0,4,0,0,2,221,0,0,0,0,0,2
Smyth County SO ,22307,2837.67,633,0,1,3,8,0,14,147,3,1,50,243,5,2,16,1,3,88,57,0,7,0,0,0,17
State Police ,,,44,0,0,0,0,0,2,2,0,0,2,9,1,1,12,0,0,1,14,0,0,0,0,1,4
Southampton County SO ,18316,4602.53,843,0,8,3,10,2,15,279,1,1,115,180,16,11,30,2,2,173,88,3,0,0,0,0,14
State Police ,,,16,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,11,0,0,0,0,0,0
Spotsylvania County SO ,125555,4105.77,5155,5,24,30,82,49,155,925,2,1,267,1899,75,105,679,36,32,673,777,4,7,0,4,0,107
State Police ,,,33,0,0,0,0,0,0,1,0,0,0,1,0,0,5,1,0,0,26,0,0,0,0,0,0
Stafford County SO ,135141,3986.2,5387,4,19,24,80,28,106,1071,9,1,179,1844,75,114,692,47,54,1101,765,1,32,0,57,0,107
State Police ,,,39,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,37,0,0,0,0,0,2
Surry County SO ,6977,2063.92,144,2,1,1,5,2,3,39,0,0,37,35,1,2,8,1,0,14,6,0,0,0,0,0,6
State Police ,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sussex County SO ,10038,2570.23,258,0,0,3,6,4,2,52,0,0,25,69,12,7,6,0,3,39,51,0,0,0,0,0,9
State Police ,,,21,0,0,0,1,0,1,0,0,0,0,4,0,1,1,0,1,1,14,0,0,0,0,0,0
Tazewell County SO ,27562,4622.3,1274,0,4,6,10,0,18,264,4,0,103,412,19,24,36,5,8,127,341,0,34,0,1,1,21
State Police ,,,33,0,0,0,0,0,0,2,2,0,0,11,1,6,11,0,0,1,2,0,0,0,0,0,0
Warren County SO ,23721,2714.89,644,0,3,6,8,5,4,66,2,0,62,236,24,2,38,4,0,118,110,1,3,0,0,0,18
State Police ,,,337,0,0,0,0,0,0,3,0,0,0,2,0,0,4,0,0,1,333,0,0,0,0,0,6
Washington County SO ,44748,3906.31,1748,2,12,12,29,3,24,278,4,0,143,693,17,55,239,13,5,199,151,0,11,0,0,0,30
State Police ,,,24,0,0,0,3,0,0,0,0,0,2,2,0,0,7,0,0,0,12,0,0,0,0,0,1
Westmoreland County SO ,14106,3041.25,429,0,3,3,1,3,17,100,2,2,36,120,12,8,22,1,1,81,81,1,0,0,0,0,19
State Police ,,,13,0,0,0,0,0,,0,1,0,1,3,2,0,0,0,0,0,7,0,0,0,0,0,0
Wise County SO ,25567,4349.35,1112,0,10,5,20,6,19,359,4,0,110,388,36,14,37,1,5,216,62,0,4,0,0,0,33
State Police ,,,34,0,0,0,0,0,2,0,0,1,1,4,4,0,4,0,1,1,21,1,0,0,0,0,1
Wythe County SO ,19709,2318.73,457,0,1,3,4,4,17,68,1,0,14,116,7,6,17,1,4,29,209,0,0,0,2,0,22
State Police ,,,78,0,1,0,0,0,1,1,0,0,0,10,1,2,5,0,0,1,58,0,0,0,0,0,3
York County SO ,66955,3954.89,2648,1,7,3,22,11,44,501,9,1,152,1081,33,63,235,55,14,421,225,2,17,0,0,0,26
State Police ,,,32,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,28,0,0,0,0,0,1
"0-11 For those agencies without full year submission, footnote represents number of months of data submitted.",,,,,,,,,,,,,,,,,,,,,,,,,,,
