Date ,Charge ,Street ,Zipcode ,SubDivsion
8/19/2006,"DAMAGE PROPERTY, PRIVATE ",ARCADIA LOOP ,23692,CLAIRMONT
8/15/2006,PETIT LARCENY ,ARCADIA LOOP ,23692,CLAIRMONT
8/8/2006,"DAMAGE PROPERTY, PRIVATE ",ARCADIA LOOP ,23692,CLAIRMONT
8/15/2006,PETIT LARCENY ,ARCADIA LOOP ,23692,CLAIRMONT
8/27/2006,"ASSAULT, SIMPLE, DOMESTIC ",ARCADIA LOOP ,23692,CLAIRMONT
8/22/2006,CITIZEN REQUESTED ASSISTANCE ,ARCADIA LOOP ,23692,CLAIRMONT
8/19/2006,RUNAWAY JUVENILE ,ARCADIA LOOP ,23692,CLAIRMONT
7/20/2006,CITIZEN REQUESTED ASSISTANCE ,ARCADIA LOOP ,23692,CLAIRMONT
7/15/2006,TAMPERING WITH VEHICLE ,ARCADIA LOOP ,23692,CLAIRMONT
7/3/2006,CITIZEN REQUESTED ASSISTANCE ,ARCADIA LOOP ,23692,CLAIRMONT
6/26/2006,"LARCENY,FROM MOTOR VEHICLE ",ARCADIA LOOP ,23692,CLAIRMONT
6/9/2006,RUNAWAY JUVENILE ,ARCADIA LOOP ,23692,CLAIRMONT
6/11/2006,"DAMAGE PROPERTY, PRIVATE ",ARCADIA LOOP ,23692,CLAIRMONT
6/10/2006,POSSESSION OF MARIJUANA ,ARCADIA LOOP ,23692,CLAIRMONT
6/6/2006,RUNAWAY JUVENILE ,ARCADIA LOOP ,23692,CLAIRMONT
6/5/2006,CITIZEN REQUESTED ASSISTANCE ,ARCADIA LOOP ,23692,CLAIRMONT
5/1/2006,CITIZEN REQUESTED ASSISTANCE ,ARCADIA LOOP ,23692,CLAIRMONT
3/19/2006,"ASSAULT, SIMPLE, DOMESTIC ",ARCADIA LOOP ,23692,CLAIRMONT
3/4/2006,CITIZEN REQUESTED ASSISTANCE ,ARCADIA LOOP ,23692,CLAIRMONT
1/26/2006,CITIZEN REQUESTED ASSISTANCE ,ARCADIA LOOP ,23692,CLAIRMONT
1/19/2006,"ASSAULT, SIMPLE, DOMESTIC ",ARCADIA LOOP ,23692,CLAIRMONT
1/5/2006,PORNOGRAPHY/OBSCENE MATERIAL ,ARCADIA LOOP ,23692,CLAIRMONT
6/22/2006,"LARCENY,FROM MOTOR VEHICLE ",ARTILLERY ROAD ,23692,MARLBANK FARMS
5/21/2006,"ASSAULT, SIMPLE, DOMESTIC ",ARTILLERY ROAD ,23692,MARLBANK FARMS
12/9/2006,CITIZEN REQUESTED ASSISTANCE ,ASPEN BLVD ,23692,EDGEHILL
10/24/2006,AGGRAVATED SEXUAL BATTERY ,ASPEN BLVD ,23692,EDGEHILL
8/14/2006,"LARCENY,FROM MOTOR VEHICLE ",ASPEN BLVD ,23692,EDGEHILL
6/11/2006,GRAND LARCENY ,ASPEN BLVD ,23692,EDGEHILL
9/15/2006,"BURGLARY, RESIDENTIAL ",BAILEY DRIVE ,23692,LAKESIDE FOREST
6/3/2006,PETIT LARCENY ,BAILEY DRIVE ,23692,LAKESIDE FOREST
6/15/2006,DISORDERLY CONDUCT ,BAILEY DRIVE ,23692,LAKESIDE FOREST
5/2/2006,"ASSAULT, SIMPLE, DOMESTIC ",BAILEY DRIVE ,23692,LAKESIDE FOREST
1/10/2006,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,BAILEY DRIVE ,23692,LAKESIDE FOREST
1/10/2006,"ASSAULT, SIMPLE, DOMESTIC ",BAILEY DRIVE ,23692,LAKESIDE FOREST
1/10/2006,ABDUCTION & KIDNAPPING ,BAILEY DRIVE ,23692,LAKESIDE FOREST
7/10/2006,OBSCENE/THREATENING PHONE CALL ,BARCROFT DRIVE ,23692,BARCROFT
1/15/2006,"ASSAULT, SIMPLE, DOMESTIC ",BARCROFT DRIVE ,23692,BARCROFT
2/26/2006,DRUNK IN PUBLIC ,BARCROFT DRIVE ,23692,BARCROFT
12/21/2006,"DAMAGE PROPERTY, PRIVATE ",BARFLEUR PLACE ,23692,YORK CROSSING
5/16/2006,MOTOR VEHICLE THEFT ,BARFLEUR PLACE ,23692,YORK CROSSING
2/24/2006,"POSSESS, TRANSPORT FIREARMS BY CONVICTED FELONS ",BARFLEUR PLACE ,23692,YORK CROSSING
2/24/2006,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",BARFLEUR PLACE ,23692,YORK CROSSING
10/19/2006,ABUSE AND NEGLECT OF CHILDREN ,BARN SWALLOW RIDGE ,23692,GRAFTON WOODS
2/28/2006,CITIZEN REQUESTED ASSISTANCE ,BARN SWALLOW RIDGE ,23692,GRAFTON WOODS
1/12/2006,"DRUGS, PWID MARIJUANA ",BASTA DRIVE ,23692,WATERVIEW TERRACE
5/11/2006,DEAD ON ARRIVAL ,BATTLE ROAD ,23692,BATTLE PARK
3/12/2006,PETIT LARCENY ,BATTLE ROAD ,23692,BATTLE PARK
1/27/2006,STALKING ,BATTLE ROAD ,23692,BATTLE PARK
1/2/2006,ANNOYING PHONE CALLS ,BATTLE ROAD ,23692,BATTLE PARK
4/22/2006,RECKLESS - GENERAL ,BATTLE ROAD ,23692,BATTLE PARK
4/22/2006,"DRIVING UNDER THE INFLUENCE,DRUGS ",BATTLE ROAD ,23692,BATTLE PARK
11/20/2006,ANNOYING PHONE CALLS ,BAYVIEW DRIVE ,23692,PINEY POINT ESTATES
5/12/2006,"LARCENY,FROM MOTOR VEHICLE ",BAYVIEW DRIVE ,23692,PINEY POINT ESTATES
8/8/2006,CITIZEN REQUESTED ASSISTANCE ,BEECHWOOD DRIVE ,23692,HARWOOD MILL
6/11/2006,CITIZEN REQUESTED ASSISTANCE ,BEECHWOOD DRIVE ,23692,HARWOOD MILL
4/15/2006,"LARCENY,FROM MOTOR VEHICLE ",BELL HILL DRIVE ,23692,ACREE ACRES
11/14/2006,POSSESSION OF MARIJUANA ,BELL HILL DRIVIE ,23692,ACREE ACRES
12/1/2006,GRAND LARCENY ,BELVIN LANE ,23692,
12/30/2006,CITIZEN REQUESTED ASSISTANCE ,BERRYS LANDING ,23692,PATRICKS LANDING
12/30/2006,CITIZEN REQUESTED ASSISTANCE ,BLAIR DRIVE ,23692,SETTLERS CROSSING
4/19/2006,CITIZEN REQUESTED ASSISTANCE ,BLAIR DRIVE ,23692,SETTLERS CROSSING
5/19/2006,"LARCENY,FROM MOTOR VEHICLE ",BLUE HERON DRIVE ,23692,THE LAKES AT DARE
2/13/2006,"DAMAGE PROPERTY, PRIVATE ",BOLIVAR DR ,23692,HARRIS GROVE
12/25/2006,DEAD ON ARRIVAL ,BOLIVAR DRIVE ,23692,HARRIS GROVE
5/2/2006,OBSTRUCTING JUSTICE ,BOLIVAR DRIVE ,23692,HARRIS GROVE
5/2/2006,FALSELY SUMMONS OR FALSE REPORT TO POLICE ,BOLIVAR DRIVE ,23692,HARRIS GROVE
11/4/2006,GRAND LARCENY ,BONITO DRIVE ,23692,MILL COVE ESTATES
9/17/2006,FALSE INFORMATION TO POLICE ,BRANDYWINE DRIVE ,23692,BRANDYWINE
8/22/2006,"ASSAULT, AGGRAVATED, DOMESTIC ",BREEZY POINT DRIVE ,23692,BREEZY POINT
3/8/2006,CITIZEN REQUESTED ASSISTANCE ,BREEZY POINT DRIVE ,23692,BREEZY POINT
11/29/2006,DISORDERLY CONDUCT ,BRIARWOOD PLACE ,23692,WOOD TOWNE QUARTERS
10/28/2006,"DAMAGE PROPERTY, PRIVATE ",BRIDGE CROSSING ,23692,BURNT BRIDGE RUN
7/22/2006,"DAMAGE PROPERTY, PRIVATE ",BRIDGE CROSSING ,23692,BURNT BRIDGE RUN
7/15/2006,"LARCENY,FROM MOTOR VEHICLE ",BRIDGE CROSSING ,23692,BURNT BRIDGE RUN
6/15/2006,ANNOYING PHONE CALLS ,BRIDGE CROSSING ,23692,BURNT BRIDGE RUN
5/18/2006,"DAMAGE PROPERTY, PRIVATE ",BRIDGE CROSSING ,23692,BURNT BRIDGE RUN
4/20/2006,"LARCENY,FROM MOTOR VEHICLE ",BRIDGE CROSSING ,23692,BURNT BRIDGE RUN
3/30/2006,"DAMAGE PROPERTY, PRIVATE ",BRIDGE CROSSING ,23692,BURNT BRIDGE RUN
7/12/2006,RUNAWAY JUVENILE ,BRIDGE LANE ,23692,BURNT BRIDGE RUN
7/15/2006,TAMPERING WITH VEHICLE ,BRIDGE LANE ,23692,BURNT BRIDGE RUN
6/27/2006,UNAUTHORIZED USE OF VEHICLE ,BRIDGE LANE ,23692,BURNT BRIDGE RUN
4/18/2006,CITIZEN REQUESTED ASSISTANCE ,BRIDGE LANE ,23692,BURNT BRIDGE RUN
3/7/2006,GRAND LARCENY ,BRIDGE LANE ,23692,BURNT BRIDGE RUN
11/17/2006,"LARCENY, ALL OTHERS ",BRIGADE DRIVE ,23692,BRANDYWINE
2/7/2006,CITIZEN REQUESTED ASSISTANCE ,BRIGADE DRIVE ,23692,BRANDYWINE
9/24/2006,ANNOYING PHONE CALLS ,BROKEN BRIDGE ROAD ,23692,EDGEHILL
7/14/2006,"LARCENY,FROM MOTOR VEHICLE ",BROKENBRIDGE ROAD ,23692,EDGEHILL
6/16/2006,OFFICERS REPORT ,BROKENBRIDGE ROAD ,23692,EDGEHILL
12/20/2005,IDENTITY FRAUD ,BROKENBRIDGE ROAD ,23692,EDGEHILL
12/16/2006,TRESPASSING ,BROOK LANE ,23692,MEADOWBROOK PARK
12/16/2006,TAMPERING WITH VEHICLE ,BROOK LANE ,23692,MEADOWBROOK PARK
11/18/2006,MAIMING ,BROOK LANE ,23692,MEADOWBROOK PARK
4/6/2006,CITIZEN REQUESTED ASSISTANCE ,BROOK LANE ,23692,MEADOWBROOK PARK
4/3/2006,CITIZEN REQUESTED ASSISTANCE ,BROOK LANE ,23692,MEADOWBROOK PARK
6/5/2006,OVERDOSE ,BROOKE ROAD ,23692,EDGEHILL
12/10/2006,"DAMAGE PROPERTY, PRIVATE ",BRYON ROAD ,23692,EDGEHILL
2/14/2006,CITIZEN REQUESTED ASSISTANCE ,BUCKINGHAM DRIVE ,23692,GOODWIN NECK ESTATES
8/22/2006,"DAMAGE PROPERTY, PRIVATE ",BUCKINGHAM DRIVE ,23692,GOODWIN NECK ESTATES
3/12/2006,CITIZEN REQUESTED ASSISTANCE ,BURNT BRIDGE WAY ,23692,BURNT BRIDGE RUN
10/10/2006,"DAMAGE PROPERTY, PRIVATE ",BURNT BRIDGE WAY ,23692,BURNT BRIDGE RUN
11/12/2006,"DAMAGE PROPERTY, PRIVATE ",BURNT RUN ,23692,BURNT BRIDGE RUN
7/15/2006,TAMPERING WITH VEHICLE ,BURNT RUN ,23692,BURNT BRIDGE RUN
2/16/2006,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",BURNT RUN ,23692,BURNT BRIDGE RUN
11/28/2006,FUGITIVE FROM JUSTICE ,BURTS ROAD ,23692,
11/28/2006,POSSESSION OF MARIJUANA ,BURTS ROAD ,23692,
11/28/2006,CITIZEN REQUESTED ASSISTANCE ,BURTS ROAD ,23692,
8/3/2006,CITIZEN REQUESTED ASSISTANCE ,BURTS ROAD ,23692,
8/2/2006,CITIZEN REQUESTED ASSISTANCE ,BURTS ROAD ,23692,
4/7/2006,CITIZEN REQUESTED ASSISTANCE ,BURTS ROAD ,23692,
2/7/2006,"DAMAGE PROPERTY, PRIVATE ",BURTS ROAD ,23692,
1/13/2006,"DAMAGE PROPERTY, PRIVATE ",BURTS ROAD ,23692,
1/13/2006,"BURGLARY, RESIDENTIAL ",BURTS ROAD ,23692,
7/5/2006,POSSESSION OF CONTROLLED SUBSTANCES ,BURTS ROAD ,23692,
8/17/2006,"LARCENY,FROM MOTOR VEHICLE ",CARLTON DRIVE ,23692,BREEZY POINT
8/8/2006,FAILURE TO PERFORM CONSTRUCTION AFTER ADVANCE ,CARLTON DRIVE ,23692,BREEZY POINT
8/22/2006,THREATEN BODILY HARM ,CARLTON DRIVE ,23692,BREEZY POINT
3/30/2006,GRAND LARCENY ,CARLTON DRIVE ,23692,BREEZY POINT
8/2/2006,AGGRAVATED SEXUAL BATTERY ,CAROL DRIVE ,23692,ACREE ACRES
8/3/2006,AGGRAVATED SEXUAL BATTERY ,CAROL DRIVE ,23692,ACREE ACRES
8/4/2006,AGGRAVATED SEXUAL BATTERY ,CAROL DRIVE ,23692,ACREE ACRES
7/31/2006,AGGRAVATED SEXUAL BATTERY ,CAROL DRIVE ,23692,ACREE ACRES
8/1/2006,AGGRAVATED SEXUAL BATTERY ,CAROL DRIVE ,23692,ACREE ACRES
3/30/2006,"DAMAGE PROPERTY, PRIVATE ",CARRAWAY TERRACE ,23692,CARRAWAY TERRACE
6/9/2006,LOST PROPERTY ,CARRAWAY TERRACE ,23692,CARRAWAY TERRACE
9/1/2006,"ASSAULT, SIMPLE, DOMESTIC ",CARRAWAY TERRACE ,23692,CARRAWAY TERRACE
4/20/2006,"ASSAULT, SIMPLE, DOMESTIC ",CARRAWAY TERRACE ,23692,CARRAWAY TERRACE
10/15/2005,GRAND LARCENY ,CARRAWAY TERRACE ,23692,CARRAWAY TERRACE
11/29/2006,CITIZEN REQUESTED ASSISTANCE ,CARVER PLACE ,23692,CARVER PLACE
7/6/2006,CITIZEN REQUESTED ASSISTANCE ,CARVER PLACE ,23692,CARVER PLACE
8/22/2006,"DAMAGE PROPERTY, PRIVATE ",CASTELLOW COURT ,23692,QUARTERMARSH ESTATES
8/22/2006,"BURGLARY, RESIDENTIAL ",CASTELLOW COURT ,23692,QUARTERMARSH ESTATES
4/26/2006,PETIT LARCENY ,CASTELLOW COURT ,23692,QUARTERMARSH ESTATES
12/20/2006,THREATEN BODILY HARM ,CAVALIER DRIVE ,23692,QUAIL HOLLOW
6/26/2006,TRESPASSING ,CAVALIER DRIVE ,23692,QUAIL HOLLOW
4/17/2006,"BURGLARY, RESIDENTIAL ",CAVALIER DRIVE ,23692,QUAIL HOLLOW
1/26/2006,RUNAWAY JUVENILE ,CAVALIER DRIVE ,23692,QUAIL HOLLOW
1/13/2006,RUNAWAY JUVENILE ,CAVALIER DRIVE ,23692,QUAIL HOLLOW
8/8/2006,TAMPERING WITH VEHICLE ,CEDAR POINT CRESCENT ,23692,PINEY POINT ESTATES
4/13/2006,"DAMAGE PROPERTY, BUSINESS ",CHARLENE COURT ,23692,
4/13/2006,"BURGLARY, BUSINESS ",CHARLENE COURT ,23692,
1/25/2006,"BURGLARY, BUSINESS ",CHARLENE COURT ,23692,
9/1/2006,MISSING PERSON ,CHOISY CRESCENT ,23692,YORK CROSSING
10/7/2006,OBSCENE/THREATENING PHONE CALL ,CHOISY CRESCENT ,23692,YORK CROSSING
6/15/2006,CITIZEN REQUESTED ASSISTANCE ,CHOISY CRESCENT ,23692,YORK CROSSING
6/13/2006,"DAMAGE PROPERTY, PRIVATE ",CHOISY CRESCENT ,23692,YORK CROSSING
2/20/2006,ANNOYING PHONE CALLS ,CHOISY CRESCENT ,23692,YORK CROSSING
12/29/2006,MAIMING ,CHOISY CRESCENT ,23692,YORK CROSSING
12/9/2006,CITIZEN REQUESTED ASSISTANCE ,CHOISY CRESCENT ,23692,YORK CROSSING
12/31/2005,DEATH INVESTIGATION ,CHOISY CRESCENT ,23692,YORK CROSSING
9/22/2006,CITIZEN REQUESTED ASSISTANCE ,CHOISY CRESCENT ,23692,YORK CROSSING
8/17/2006,"LARCENY,FROM MOTOR VEHICLE ",CLAIRMONT WAY ,23692,CLAIRMONT
5/9/2006,"DAMAGE PROPERTY, PRIVATE ",CLAIRMONT WAY ,23692,CLAIRMONT
9/24/2006,"GRAFFITI ,PRIVATE PROPERTY ",COCKLETOWN ROAD ,23692,EDGEHILL
9/19/2006,"ASSAULT, SIMPLE ",COCKLETOWN ROAD ,23692,EDGEHILL
8/19/2006,CITIZEN REQUESTED ASSISTANCE ,COCKLETOWN ROAD ,23692,EDGEHILL
7/14/2006,"LARCENY,FROM MOTOR VEHICLE ",COCKLETOWN ROAD ,23692,EDGEHILL
7/14/2006,"LARCENY,FROM MOTOR VEHICLE ",COCKLETOWN ROAD ,23692,EDGEHILL
6/21/2006,CITIZEN REQUESTED ASSISTANCE ,COCKLETOWN ROAD ,23692,EDGEHILL
1/29/2006,"DAMAGE PROPERTY, PRIVATE ",COCKLETOWN ROAD ,23692,EDGEHILL
12/16/2006,"DAMAGE PROPERTY, PRIVATE ",COLBERTS TRACE ,23692,COLBERTS TRACE
10/20/2006,CITIZEN REQUESTED ASSISTANCE ,COLBERTS TRACE ,23692,COLBERTS TRACE
12/16/2006,"DAMAGE PROPERTY, PRIVATE ",COPELAND LANE ,23692,GOFFIGAN GARDENS
3/25/2006,"DAMAGE PROPERTY, PRIVATE ",COPELAND LANE ,23692,GOFFIGAN GARDENS
3/2/2006,ANNOYING PHONE CALLS ,COPELAND LANE ,23692,GOFFIGAN GARDENS
1/15/2006,"DAMAGE PROPERTY, PRIVATE ",COPELAND LANE ,23692,GOFFIGAN GARDENS
12/23/2006,MOTOR VEHICLE THEFT ,CRESTWOOD COURT ,23692,WOOD TOWNE QUARTERS
6/12/2006,TRESPASSING ,CRESTWOOD COURT ,23692,WOOD TOWNE QUARTERS
4/9/2006,PETIT LARCENY ,CRESTWOOD COURT ,23692,WOOD TOWNE QUARTERS
3/9/2006,"ASSAULT, SIMPLE, DOMESTIC ",CRESTWOOD COURT ,23692,WOOD TOWNE QUARTERS
3/9/2006,"ASSAULT, SIMPLE, DOMESTIC ",CRESTWOOD COURT ,23692,WOOD TOWNE QUARTERS
3/8/2006,"ASSAULT, SIMPLE, DOMESTIC ",CRESTWOOD COURT ,23692,WOOD TOWNE QUARTERS
3/4/2006,CITIZEN REQUESTED ASSISTANCE ,CRESTWOOD COURT ,23692,WOOD TOWNE QUARTERS
2/17/2006,"BURGLARY, RESIDENTIAL ",CRESTWOOD COURT ,23692,WOOD TOWNE QUARTERS
2/4/2006,CITIZEN REQUESTED ASSISTANCE ,CRESTWOOD COURT ,23692,WOOD TOWNE QUARTERS
2/4/2006,RUNAWAY JUVENILE ,CRESTWOOD COURT ,23692,WOOD TOWNE QUARTERS
2/1/2006,RUNAWAY JUVENILE ,CRESTWOOD COURT ,23692,WOOD TOWNE QUARTERS
1/22/2006,"LARCENY,FROM MOTOR VEHICLE ",CRESTWOOD COURT ,23692,WOOD TOWNE QUARTERS
2/25/2006,DISCHARGE FIREARM IN PUBLIC PLACE ,DANDY LOOP ROAD ,23692,DANDY LOOP ESTATES
12/29/2006,DUMPING TRASH ON HIGHWAY OR PRIVATE PROPERTY ,DANDY LOOP ROAD ,23692,
12/29/2006,TRESPASSING ,DANDY LOOP ROAD ,23692,
12/21/2006,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,DANDY LOOP ROAD ,23692,
12/21/2006,AGGRAVATED SEXUAL BATTERY -VICTIM UNDER 13 YRS ,DANDY LOOP ROAD ,23692,
9/28/2006,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,DANDY LOOP ROAD ,23692,
9/28/2006,TAKING INDECENT LIBERTIES WITH CHILD ,DANDY LOOP ROAD ,23692,
9/28/2006,ABDUCTION & KIDNAPPING ,DANDY LOOP ROAD ,23692,
6/12/2006,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,DANDY LOOP ROAD ,23692,
6/12/2006,TAKING INDECENT LIBERTIES WITH CHILD ,DANDY LOOP ROAD ,23692,
10/17/2006,CITIZEN REQUESTED ASSISTANCE ,DANDY LOOP ROAD ,23692,
9/19/2006,GRAND LARCENY ,DANDY LOOP ROAD ,23692,
9/18/2006,GRAND LARCENY ,DANDY LOOP ROAD ,23692,
8/7/2006,"ASSAULT, SIMPLE ",DANDY LOOP ROAD ,23692,
5/30/2006,"LARCENY,FROM MOTOR VEHICLE ",DANDY LOOP ROAD ,23692,
5/28/2006,RUNAWAY JUVENILE ,DANDY LOOP ROAD ,23692,
5/2/2006,POSSESSION OF MARIJUANA ,DANDY LOOP ROAD ,23692,
4/7/2006,"ASSAULT, SIMPLE ",DANDY LOOP ROAD ,23692,
1/29/2006,CITIZEN REQUESTED ASSISTANCE ,DANDY LOOP ROAD ,23692,
11/20/2006,"ASSAULT, SIMPLE ",DANDY LOOP ROAD ,23692,
12/4/2006,CITIZEN REQUESTED ASSISTANCE ,DAPHNE DRIVE ,23692,HARWOOD HEIGHTS
7/4/2006,CITIZEN REQUESTED ASSISTANCE ,DAPHNE DRIVE ,23692,HARWOOD HEIGHTS
7/4/2006,"ASSAULT, SIMPLE, DOMESTIC ",DAPHNE DRIVE ,23692,HARWOOD HEIGHTS
8/11/2006,"ASSAULT, SIMPLE, DOMESTIC ",DAPHNE DRIVE ,23692,HARWOOD HEIGHTS
4/28/2006,CITIZEN REQUESTED ASSISTANCE ,DAPHNE DRIVE ,23692,HARWOOD HEIGHTS
4/29/2006,CITIZEN REQUESTED ASSISTANCE ,DAPHNE DRIVE ,23692,HARWOOD HEIGHTS
11/19/2005,CITIZEN REQUESTED ASSISTANCE ,DAPHNE DRIVE ,23692,HARWOOD HEIGHTS
12/18/2006,"BURGLARY, RESIDENTIAL ",DARE ROAD ,23692,
12/15/2006,CITIZEN REQUESTED ASSISTANCE ,DARE ROAD ,23692,
10/26/2006,CREDIT CARD FRAUD ,DARE ROAD ,23692,
10/26/2006,CREDIT CARD THEFT ,DARE ROAD ,23692,
8/14/2006,PETIT LARCENY ,DARE ROAD ,23692,
9/3/2006,CITIZEN REQUESTED ASSISTANCE ,DARE ROAD ,23692,
7/29/2006,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,DARE ROAD ,23692,
7/24/2006,CITIZEN REQUESTED ASSISTANCE ,DARE ROAD ,23692,
6/26/2006,ANNOYING PHONE CALLS ,DARE ROAD ,23692,
6/10/2006,GRAND LARCENY ,DARE ROAD ,23692,
5/9/2006,GRAND LARCENY ,DARE ROAD ,23692,
5/9/2006,"DAMAGE PROPERTY, PRIVATE ",DARE ROAD ,23692,
4/22/2006,CURFEW VIOLATION ,DARE ROAD ,23692,
4/10/2006,EMBEZZLEMENT >=$200 ,DARE ROAD ,23692,
3/9/2006,CITIZEN REQUESTED ASSISTANCE ,DARE ROAD ,23692,
3/6/2006,CITIZEN REQUESTED ASSISTANCE ,DARE ROAD ,23692,
2/10/2006,RECKLESS HANDLING OF FIREARM ,DARE ROAD ,23692,
8/30/2005,AGGRAVATED SEXUAL BATTERY -VICTIM UNDER 13 YRS ,DARE ROAD ,23692,
2/17/2006,ANNOYING PHONE CALLS ,DARE ROAD ,23692,ILEX ACRES
10/26/2006,DEAD ON ARRIVAL ,DARE ROAD ,23692,HOLLY POINT
4/28/2006,"DAMAGE PROPERTY, PRIVATE ",DARE ROAD ,23692,WORNMOM
4/28/2006,"LARCENY,FROM MOTOR VEHICLE ",DARE ROAD ,23692,WORNMOM
4/7/2006,DRIVING W/SUSPENDED OR REVOKED LICENSE ,DARE ROAD ,23692,
4/7/2006,POSSESSION OF CONTROLLED SUBSTANCES ,DARE ROAD ,23692,
2/21/2006,"DAMAGE PROPERTY, PRIVATE ",DECLARATION DRIVE ,23692,GRAFTON STATION
2/21/2006,"ASSAULT, SIMPLE ",DECLARATION DRIVE ,23692,GRAFTON STATION
12/19/2006,CITIZEN REQUESTED ASSISTANCE ,DECLARATION DRIVE ,23692,GRAFTON STATION
12/11/2006,"DAMAGE PROPERTY, PRIVATE ",DECLARATION DRIVE ,23692,GRAFTON STATION
12/11/2006,"LARCENY,FROM MOTOR VEHICLE ",DECLARATION DRIVE ,23692,GRAFTON STATION
6/8/2006,"DAMAGE PROPERTY, PRIVATE ",DECLARATION DRIVE ,23692,GRAFTON STATION
6/7/2006,GRAND LARCENY ,DECLARATION DRIVE ,23692,GRAFTON STATION
5/25/2006,CITIZEN REQUESTED ASSISTANCE ,DECLARATION DRIVE ,23692,GRAFTON STATION
4/22/2006,"ASSAULT, SIMPLE ",DECLARATION DRIVE ,23692,GRAFTON STATION
12/28/2006,"ASSAULT, SIMPLE, DOMESTIC ",DELRAY DRIVE ,23692,
12/15/2006,RUNAWAY JUVENILE ,DELRAY DRIVE ,23692,
10/8/2006,RUNAWAY JUVENILE ,DELRAY DRIVE ,23692,
9/28/2006,CITIZEN REQUESTED ASSISTANCE ,DELRAY DRIVE ,23692,
5/6/2006,EXCESSIVE NOISE ,DELRAY DRIVE ,23692,
4/3/2006,THEFT OR RECEIPT OF STOLEN FIREARM ,DELRAY DRIVE ,23692,
11/16/2006,ABUSE AND NEGLECT OF CHILDREN ,DENBIGH BLVD ,23692,
11/21/2006,"DAMAGE PROPERTY, BUSINESS ",DENBIGH BLVD ,23692,
11/21/2006,"BURGLARY, BUSINESS ",DENBIGH BLVD ,23692,
11/10/2006,"DAMAGE PROPERTY, BUSINESS ",DENBIGH BLVD ,23692,
