Address,DateTime,Number,Type,Category
RADFORD RD  / VERNON ST,2017-10-29,2017-00024714,Traffic Stop,Traffic
RADFORD RD  / VERNON ST,2017-10-29,2017-00018433,Traffic Stop,Traffic
,2017-10-29,2017-00000774,Motor Vehicle Crash- W/Injuries,Traffic
,2017-10-29,2017-00003525,Motor Vehicle Crash- W/Injuries,Traffic
,2017-10-29,2017-00000078,Motor Vehicle Crash- W/Injuries,Traffic
VALLEY VIEW CHURCH RD  / RINER RD,2017-10-29,2017-00000146,Motor Vehicle Crash- W/Injuries,Traffic
VALLEY VIEW CHURCH RD  / RINER RD,2017-10-29,2017-00000515,Motor Vehicle Crash- W/Injuries,Traffic
VALLEY VIEW CHURCH RD  / RINER RD,2017-10-29,2017-00018437,Motor Vehicle Crash- W/Injuries,Traffic
VALLEY VIEW CHURCH RD  / RINER RD,2017-10-29,2017-00016786,Motor Vehicle Crash- W/Injuries,Traffic
RADFORD RD  / FIRE TOWER RD,2017-10-29,2017-00018442,Reckless Driving,Traffic
,2017-10-29,2017-00018446,Traffic Stop,Traffic
LAUREL RIDGE MILL RD / DOBBINS HOLLOW RD,2017-10-29,2017-00018460,Traffic Hazard,Traffic
ELLETT RD  / PIKE LN,2017-10-29,2017-00018462,Traffic Hazard,Traffic
RINER RD  / CLOVERLEA DR,2017-10-29,2017-00018465,Traffic Stop,Traffic
2100 BLOCK MEADOW CREEK RD,2017-10-29,2017-00018466,Traffic Stop,Traffic
3600 BLOCK PEPPERS FERRY RD,2017-10-29,2017-00018468,Traffic Stop,Traffic
ROANOKE RD / CROZIER RD,2017-10-29,2017-00018469,Traffic Stop,Traffic
HARDING RD  / HAPPY HOLLOW RD,2017-10-30,2017-00018472,Traffic Hazard,Traffic
MCCOY RD / RIVERSIDE DR,2017-10-30,2017-00018474,Traffic Hazard,Traffic
CENTENNIAL RD  / BIG FALLS RD,2017-10-30,2017-00018475,Traffic Hazard,Traffic
5200 BLOCK NORRIS RUN RD,2017-10-30,2017-00018477,Traffic Hazard,Traffic
6500 BLOCK STONES KEEP LN,2017-10-30,2017-00018478,Reckless Driving,Traffic
,2017-10-30,2017-00000776,Motor Vehicle Crash- W/Injuries,Traffic
,2017-10-30,2017-00003536,Motor Vehicle Crash- W/Injuries,Traffic
4500 BLOCK EASTERN MONTGOMERY LN,2017-10-30,2017-00018486,Radar,Traffic
3100 BLOCK PEPPERS FERRY RD,2017-10-30,2017-00018487,Radar,Traffic
7100 BLOCK ROANOKE RD,2017-10-30,2017-00018490,Traffic Stop,Traffic
6700 BLOCK ROANOKE RD,2017-10-30,2017-00018504,Traffic Stop,Traffic
RINER RD  / TURNBERRY LN,2017-10-30,2017-00018505,Traffic Stop,Traffic
CHILDRESS RD  / TYLER RD,2017-10-30,2017-00000148,Motor Vehicle Crash- W/Injuries,Traffic
CHILDRESS RD  / TYLER RD,2017-10-30,2017-00000520,Motor Vehicle Crash- W/Injuries,Traffic
CHILDRESS RD  / TYLER RD,2017-10-30,2017-00018511,Motor Vehicle Crash- W/Injuries,Traffic
NOLEN RD  / PEPPERS FERRY RD,2017-10-30,2017-00024829,Traffic Stop,Traffic
,2017-10-30,2017-00018515,Traffic Stop,Traffic
3100 BLOCK PEPPERS FERRY RD,2017-10-30,2017-00018517,Reckless Driving,Traffic
3100 BLOCK PEPPERS FERRY RD,2017-10-30,2017-00024830,Reckless Driving,Traffic
,2017-10-30,2017-00024839,Reckless Driving,Traffic
,2017-10-30,2017-00024852,Reckless Driving,Traffic
BRAKE RD  / DUKE LN,2017-10-30,2017-00018534,Traffic Stop,Traffic
RINER RD  / CAMP CARYSBROOK RD,2017-10-31,2017-00018541,Traffic Stop,Traffic
RINER RD  / CAMP CARYSBROOK RD,2017-10-31,2017-00018542,Traffic Stop,Traffic
9400 BLOCK ROANOKE RD,2017-10-31,2017-00018544,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-10-31,2017-00018549,Motor Vehicle Crash,Traffic
6500 BLOCK STONES KEEP LN,2017-10-31,2017-00018550,Reckless Driving,Traffic
6500 BLOCK STONES KEEP LN,2017-10-31,2017-00018551,Traffic Stop,Traffic
ROANOKE RD  / DEN HILL RD,2017-10-31,2017-00000200,Motor Vehicle Crash- W/Injuries,Traffic
ROANOKE RD  / DEN HILL RD,2017-10-31,2017-00000723,Motor Vehicle Crash- W/Injuries,Traffic
ROANOKE RD  / DEN HILL RD,2017-10-31,2017-00003550,Motor Vehicle Crash- W/Injuries,Traffic
ROANOKE RD  / DEN HILL RD,2017-10-31,2017-00000779,Motor Vehicle Crash- W/Injuries,Traffic
ROANOKE RD  / DEN HILL RD,2017-10-31,2017-00018556,Motor Vehicle Crash- W/Injuries,Traffic
ROANOKE RD  / DEN HILL RD,2017-10-31,2017-00000079,Motor Vehicle Crash- W/Injuries,Traffic
4000 BLOCK ROANOKE ST,2017-10-31,2017-00024909,Traffic Stop,Traffic
TESTERMAN DR  / RADFORD RD,2017-10-31,2017-00018580,Reckless Driving,Traffic
2500 BLOCK LAUREL RIDGE MILL RD,2017-10-31,2017-00018583,Motor Vehicle Crash,Traffic
RINER RD  / FIVE POINTS RD,2017-10-31,2017-00018588,Traffic Stop,Traffic
OLDTOWN RD / ROANOKE RD,2017-10-31,2017-00018591,Traffic Stop,Traffic
OLDTOWN RD / ROANOKE RD,2017-10-31,2017-00016880,Traffic Stop,Traffic
1200 BLOCK GIMMEL CIR,2017-10-31,2017-00018601,Motor Vehicle Crash,Traffic
1200 BLOCK GIMMEL CIR,2017-10-31,2017-00024931,Motor Vehicle Crash,Traffic
1200 BLOCK GIMMEL CIR,2017-10-31,2017-00016889,Motor Vehicle Crash,Traffic
ROANOKE RD / FRIENDSHIP RD,2017-10-31,2017-00018610,Traffic Hazard,Traffic
1700 BLOCK GALLIMORE ST,2017-10-31,2017-00018617,Traffic Stop,Traffic
3800 BLOCK SOUTH MAIN ST,2017-10-31,2017-00024944,Traffic Stop,Traffic
5100 BLOCK NORTH FORK RD,2017-10-31,2017-00018621,Motor Vehicle Crash,Traffic
1200 BLOCK ROCK RD,2017-10-31,2017-00018622,Traffic Stop,Traffic
PRICES FORK RD  / TUCKER RD,2017-10-31,2017-00018630,Traffic Stop,Traffic
ROANOKE RD  / EASTERN MONTGOMERY LN,2017-10-31,2017-00018631,Traffic Stop,Traffic
,2017-10-31,2017-00018633,Motor Vehicle Crash,Traffic
,2017-10-31,2017-00024953,Motor Vehicle Crash,Traffic
DOMINION DR / PEPPERS FERRY RD,2017-10-31,2017-00018632,Traffic Stop,Traffic
PEPPERS FERRY RD  / WORRELL DR,2017-10-31,2017-00018634,Reckless Driving,Traffic
DOMINION DR / PEPPERS FERRY RD,2017-10-31,2017-00018635,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-10-31,2017-00018636,Traffic Stop,Traffic
DOMINION DR / PEPPERS FERRY RD,2017-11-01,2017-00018637,Traffic Stop,Traffic
MUD PIKE / VIEWLAND CIR,2017-11-01,2017-00018638,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-11-01,2017-00018643,DUI,Traffic
3400 BLOCK PEPPERS FERRY RD,2017-11-01,2017-00018646,Traffic Stop,Traffic
3200 BLOCK PEPPERS FERRY RD,2017-11-01,2017-00018647,Traffic Hazard,Traffic
4300 BLOCK PRICES FORK RD,2017-11-01,2017-00018648,Traffic Stop,Traffic
CHILDRESS RD  / MEADOW CREEK RD,2017-11-01,2017-00018649,Traffic Stop,Traffic
RINER RD  / MEADOW CREEK RD,2017-11-01,2017-00018652,Traffic Stop,Traffic
2900 BLOCK LAMB CIR,2017-11-01,2017-00018654,Traffic Stop,Traffic
2100 BLOCK GARDNER ST,2017-11-01,2017-00018661,Motor Vehicle Crash,Traffic
4500 BLOCK PILOT RD,2017-11-01,2017-00018666,Traffic Stop,Traffic
,2017-11-01,2017-00025010,Reckless Driving,Traffic
3400 BLOCK PEPPERS FERRY RD,2017-11-01,2017-00018685,Traffic Stop,Traffic
CABOOSE RD / WALTON RD,2017-11-01,2017-00018688,Traffic Hazard,Traffic
MERRIMAC RD  / HUFF LN,2017-11-01,2017-00018700,Reckless Driving,Traffic
ROLLING HILLS DR  / PEPPERS FERRY RD,2017-11-01,2017-00018703,Traffic Stop,Traffic
2700 BLOCK SEVEN MILE TREE RD,2017-11-01,2017-00018709,Motor Vehicle Crash,Traffic
RINER RD  / SMITH CREEK RD,2017-11-01,2017-00018710,Reckless Driving,Traffic
RINER RD  / CAMP CARYSBROOK RD,2017-11-01,2017-00018714,Reckless Driving,Traffic
,2017-11-01,2017-00018715,Traffic Stop,Traffic
SMITH CREEK RD  / RINER RD,2017-11-01,2017-00025070,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2017-11-01,2017-00025071,Traffic Stop,Traffic
800 BLOCK HIGHTOP RD,2017-11-01,2017-00016964,Traffic Stop,Traffic
4100 BLOCK PANDAPAS POND RD,2017-11-02,2017-00018732,Motor Vehicle Crash,Traffic
CROZIER RD / ROANOKE RD,2017-11-02,2017-00000201,Motor Vehicle Crash- W/Injuries,Traffic
CROZIER RD / ROANOKE RD,2017-11-02,2017-00000729,Motor Vehicle Crash- W/Injuries,Traffic
CROZIER RD / ROANOKE RD,2017-11-02,2017-00018739,Motor Vehicle Crash- W/Injuries,Traffic
3200 BLOCK PEPPERS FERRY RD,2017-11-02,2017-00018740,Traffic Stop,Traffic
4000 BLOCK RINER RD,2017-11-02,2017-00018745,Traffic Stop,Traffic
PEPPERS FERRY RD / DOMINION DR,2017-11-02,2017-00025115,Traffic Stop,Traffic
PANDAPAS POND RD / CRAIG CREEK RD,2017-11-02,2017-00018754,Motor Vehicle Crash,Traffic
3900 BLOCK FOX HOLLOW RD,2017-11-02,2017-00018764,Hit and Run,Traffic
3900 BLOCK FOX HOLLOW RD,2017-11-02,2017-00016996,Hit and Run,Traffic
JENNELLE RD / SOUTH MAIN ST,2017-11-02,2017-00025144,Traffic Stop,Traffic
1600 BLOCK AUBURN SCHOOL DR,2017-11-02,2017-00018771,Reckless Driving,Traffic
3900 BLOCK SOUTH MAIN ST,2017-11-02,2017-00018772,Traffic Stop,Traffic
HIGHTOP RD  / MADDY DR,2017-11-02,2017-00017013,Traffic Stop,Traffic
RADFORD RD / ROCK RD,2017-11-02,2017-00018781,Traffic Stop,Traffic
1400 BLOCK RADFORD RD,2017-11-02,2017-00018784,Motor Vehicle Crash,Traffic
,2017-11-03,2017-00018788,Traffic Stop,Traffic
5300 BLOCK ROANOKE RD,2017-11-03,2017-00018791,Motor Vehicle Crash,Traffic
PANDAPAS POND RD  / FORTRESS DR,2017-11-03,2017-00018793,Motor Vehicle Crash,Traffic
000 BLOCK RD INTERSTATE 81 N RAMP,2017-11-03,2017-00018794,Reckless Driving,Traffic
PRICES FORK RD  / BROOKSFIELD RD,2017-11-03,2017-00018804,Reckless Driving,Traffic
CATAWBA RD / NATURES WAYE RD,2017-11-03,2017-00018806,Motor Vehicle Crash,Traffic
DOMINION DR / PEPPERS FERRY RD,2017-11-03,2017-00025237,Traffic Stop,Traffic
6600 BLOCK ROANOKE RD,2017-11-03,2017-00018813,Traffic Stop,Traffic
JENNELLE RD / SOUTH MAIN ST,2017-11-03,2017-00018815,Traffic Stop,Traffic
1600 BLOCK AUBURN SCHOOL DR,2017-11-03,2017-00018820,Traffic Stop,Traffic
PANDAPAS POND RD / BRUSH MTN RD,2017-11-03,2017-00018821,Motor Vehicle Crash,Traffic
ROANOKE RD  / CAROLINA RD,2017-11-03,2017-00018824,Traffic Stop,Traffic
3700 BLOCK PRICES FORK RD,2017-11-03,2017-00017046,Traffic Stop,Traffic
IRONTO RD / NORTH FORK RD,2017-11-03,2017-00018828,Reckless Driving,Traffic
1700 BLOCK TYLER RD,2017-11-03,2017-00018829,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-11-03,2017-00018831,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-11-03,2017-00018834,Traffic Stop,Traffic
RADFORD RD  / FIRE TOWER RD,2017-11-03,2017-00018835,Traffic Stop,Traffic
COAL BANK HOLLOW RD  / PEARMAN RD,2017-11-03,2017-00020812,Motor Vehicle Crash- W/Injuries,Traffic
COAL BANK HOLLOW RD  / PEARMAN RD,2017-11-03,2017-00000907,Motor Vehicle Crash- W/Injuries,Traffic
COAL BANK HOLLOW RD  / PEARMAN RD,2017-11-03,2017-00002715,Motor Vehicle Crash- W/Injuries,Traffic
COAL BANK HOLLOW RD  / PEARMAN RD,2017-11-03,2017-00018838,Motor Vehicle Crash- W/Injuries,Traffic
5700 BLOCK MCCOY RD,2017-11-03,2017-00018840,Traffic Stop,Traffic
9300 BLOCK ROANOKE RD,2017-11-03,2017-00018842,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-11-03,2017-00018843,Motor Vehicle Crash,Traffic
ELLETT RD  / WOODROW RD,2017-11-03,2017-00018847,DUI,Traffic
SOUTH MAIN ST / DAVIS ST,2017-11-03,2017-00017059,Traffic Stop,Traffic
MUD PIKE / VIEWLAND CIR,2017-11-03,2017-00018861,Motor Vehicle Crash,Traffic
PRICES FORK RD  / DOUBLETREE LN,2017-11-03,2017-00018862,Traffic Stop,Traffic
ROANOKE RD / CROZIER RD,2017-11-03,2017-00018863,Reckless Driving,Traffic
PEPPERS FERRY RD / BRADFORD LN,2017-11-03,2017-00018864,Traffic Stop,Traffic
5100 BLOCK NORTH FORK RD,2017-11-03,2017-00018866,Reckless Driving,Traffic
5100 BLOCK NORTH FORK RD,2017-11-03,2017-00018867,Motor Vehicle Crash,Traffic
3800 BLOCK RINER RD,2017-11-04,2017-00018871,Traffic Stop,Traffic
MCCOY RD  / KEISTERS BRANCH RD,2017-11-04,2017-00018880,Traffic Stop,Traffic
ALLEGHANY SPRING RD  / JEWELL DR,2017-11-04,2017-00018888,Traffic Hazard,Traffic
3000 BLOCK RADFORD RD,2017-11-04,2017-00018890,Traffic Stop,Traffic
200 BLOCK MERRIMAC RD,2017-11-04,2017-00025319,Motor Vehicle Crash,Traffic
200 BLOCK MERRIMAC RD,2017-11-04,2017-00018899,Motor Vehicle Crash,Traffic
5000 BLOCK ROANOKE RD,2017-11-04,2017-00018900,Hit and Run,Traffic
3900 BLOCK PRICES FORK RD,2017-11-04,2017-00018907,Traffic Stop,Traffic
PRICES FORK RD  / MCCOY RD,2017-11-04,2017-00018908,Traffic Stop,Traffic
INDIAN VALLEY RD  / VIA MORA,2017-11-04,2017-00018909,Motor Vehicle Crash- W/Injuries,Traffic
INDIAN VALLEY RD  / VIA MORA,2017-11-04,2017-00000528,Motor Vehicle Crash- W/Injuries,Traffic
4300 BLOCK PRICES FORK RD,2017-11-04,2017-00018910,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-11-04,2017-00018912,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-11-04,2017-00018913,Traffic Stop,Traffic
400 BLOCK LOVELY MOUNT DR,2017-11-04,2017-00018918,Traffic Hazard,Traffic
400 BLOCK JOI ST,2017-11-04,2017-00018919,DUI,Traffic
400 BLOCK JOI ST,2017-11-04,2017-00025335,DUI,Traffic
1400 BLOCK UNION VALLEY RD,2017-11-04,2017-00018921,Motor Vehicle Crash- W/Injuries,Traffic
1400 BLOCK UNION VALLEY RD,2017-11-04,2017-00000149,Motor Vehicle Crash- W/Injuries,Traffic
1400 BLOCK UNION VALLEY RD,2017-11-04,2017-00000529,Motor Vehicle Crash- W/Injuries,Traffic
400 BLOCK FERRY RD 460 BYPASS,2017-11-04,2017-00025346,Traffic Stop,Traffic
1500 BLOCK PEPPERS FERRY RD,2017-11-04,2017-00025349,Traffic Stop,Traffic
3300 BLOCK HAPPY HOLLOW RD,2017-11-04,2017-00018925,Reckless Driving,Traffic
9500 BLOCK OLD ROANOKE RD,2017-11-05,2017-00018938,Motor Vehicle Crash- W/Injuries,Traffic
9500 BLOCK OLD ROANOKE RD,2017-11-05,2017-00000203,Motor Vehicle Crash- W/Injuries,Traffic
9500 BLOCK OLD ROANOKE RD,2017-11-05,2017-00000733,Motor Vehicle Crash- W/Injuries,Traffic
8500 BLOCK ROANOKE RD,2017-11-05,2017-00000204,Motor Vehicle Crash- W/Injuries,Traffic
8500 BLOCK ROANOKE RD,2017-11-05,2017-00000734,Motor Vehicle Crash- W/Injuries,Traffic
8500 BLOCK ROANOKE RD,2017-11-05,2017-00018940,Motor Vehicle Crash- W/Injuries,Traffic
SPRING HOUSE RD  / SWITCHBACK RD,2017-11-05,2017-00018947,Traffic Stop,Traffic
7800 BLOCK ROANOKE RD,2017-11-05,2017-00018950,Reckless Driving,Traffic
3100 BLOCK HAPPY HOLLOW RD,2017-11-05,2017-00000913,Motor Vehicle Crash- W/Injuries,Traffic
3100 BLOCK HAPPY HOLLOW RD,2017-11-05,2017-00002730,Motor Vehicle Crash- W/Injuries,Traffic
3100 BLOCK HAPPY HOLLOW RD,2017-11-05,2017-00018952,Motor Vehicle Crash- W/Injuries,Traffic
RINER RD  / LIFE DR,2017-11-05,2017-00018971,Motor Vehicle Crash,Traffic
WATERWORKS RD  / PEPPERS FERRY RD,2017-11-05,2017-00018970,Motor Vehicle Crash,Traffic
PLUM CREEK RD / RADFORD RD,2017-11-06,2017-00018982,Reckless Driving,Traffic
5900 BLOCK RINER RD,2017-11-06,2017-00018988,Motor Vehicle Crash,Traffic
,2017-11-06,2017-00019006,Motor Vehicle Crash,Traffic
SIDNEY CHURCH RD / FAIRVIEW CHURCH RD,2017-11-06,2017-00019017,Traffic Stop,Traffic
3800 BLOCK RINER RD,2017-11-06,2017-00019020,Traffic Stop,Traffic
,2017-11-06,2017-00025516,Traffic Stop,Traffic
000 BLOCK RD INTERSTATE 81 N RAMP,2017-11-06,2017-00000794,Motor Vehicle Crash- W/Injuries,Traffic
000 BLOCK RD INTERSTATE 81 N RAMP,2017-11-06,2017-00003628,Motor Vehicle Crash- W/Injuries,Traffic
000 BLOCK RD INTERSTATE 81 N RAMP,2017-11-06,2017-00019029,Motor Vehicle Crash- W/Injuries,Traffic
000 BLOCK RD INTERSTATE 81 N RAMP,2017-11-06,2017-00000081,Motor Vehicle Crash- W/Injuries,Traffic
3400 BLOCK TYLER RD,2017-11-06,2017-00019030,Motor Vehicle Crash,Traffic
RINER RD  / VALLEY VIEW CHURCH RD,2017-11-06,2017-00019033,Motor Vehicle Crash,Traffic
2600 BLOCK CRAB CREEK RD,2017-11-06,2017-00019034,Motor Vehicle Crash,Traffic
,2017-11-06,2017-00019041,Traffic Stop,Traffic
RINER RD  / CAMP CARYSBROOK RD,2017-11-06,2017-00019048,Traffic Stop,Traffic
,2017-11-07,2017-00019051,Motor Vehicle Crash,Traffic
NEW LONDON CT / STRATFORD VIEW DR,2017-11-07,2017-00019052,Traffic Stop,Traffic
PRICES FORK RD  / MAGNOLIA LN,2017-11-07,2017-00019057,Traffic Stop,Traffic
MUD PIKE  / TYLER RD,2017-11-07,2017-00019068,Reckless Driving,Traffic
,2017-11-07,2017-00019077,Motor Vehicle Crash- W/Injuries,Traffic
,2017-11-07,2017-00000797,Motor Vehicle Crash- W/Injuries,Traffic
,2017-11-07,2017-00003638,Motor Vehicle Crash- W/Injuries,Traffic
5300 BLOCK ROANOKE RD,2017-11-07,2017-00019089,Traffic Stop,Traffic
46000 BLOCK 460 BYPASS WBL INTERSTATE 81 RAMP,2017-11-07,2017-00025605,Traffic Stop,Traffic
,2017-11-07,2017-00019091,Reckless Driving,Traffic
,2017-11-07,2017-00025608,Reckless Driving,Traffic
WALTON RD  / PEPPERS FERRY RD,2017-11-07,2017-00019093,Reckless Driving,Traffic
8500 BLOCK ROANOKE RD,2017-11-07,2017-00019094,Reckless Driving,Traffic
PILOT RD  / UNION VALLEY RD,2017-11-07,2017-00019096,Motor Vehicle Crash,Traffic
FAWN LN  / PILOT RD,2017-11-07,2017-00019097,Traffic Hazard,Traffic
,2017-11-07,2017-00000798,Motor Vehicle Crash- W/Injuries,Traffic
,2017-11-07,2017-00003643,Motor Vehicle Crash- W/Injuries,Traffic
,2017-11-07,2017-00000082,Motor Vehicle Crash- W/Injuries,Traffic
2100 BLOCK PEPPERS FERRY RD,2017-11-07,2017-00019099,Reckless Driving,Traffic
RADFORD RD / LYNNWOOD LN,2017-11-07,2017-00019102,Traffic Stop,Traffic
3000 BLOCK RINER RD,2017-11-07,2017-00019105,Traffic Stop,Traffic
CONSTITUTION RD / PEPPERS FERRY RD,2017-11-07,2017-00019108,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-11-08,2017-00019109,Traffic Stop,Traffic
PEPPERS FERRY RD / VICKER SWITCH RD,2017-11-08,2017-00019124,Motor Vehicle Crash,Traffic
1100 BLOCK UNION VALLEY RD,2017-11-08,2017-00019127,Motor Vehicle Crash,Traffic
1300 BLOCK SMITH CREEK RD,2017-11-08,2017-00019132,Motor Vehicle Crash- W/Injuries,Traffic
1300 BLOCK SMITH CREEK RD,2017-11-08,2017-00000151,Motor Vehicle Crash- W/Injuries,Traffic
1300 BLOCK SMITH CREEK RD,2017-11-08,2017-00000536,Motor Vehicle Crash- W/Injuries,Traffic
1300 BLOCK SMITH CREEK RD,2017-11-08,2017-00000083,Motor Vehicle Crash- W/Injuries,Traffic
4000 BLOCK PRICES FORK RD,2017-11-08,2017-00017279,Radar,Traffic
1700 BLOCK TYLER RD,2017-11-08,2017-00019144,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-11-08,2017-00019145,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-11-08,2017-00019147,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-11-08,2017-00019149,Traffic Stop,Traffic
1800 BLOCK BROOKSFIELD RD,2017-11-08,2017-00019151,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-11-08,2017-00019154,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-11-08,2017-00019156,Traffic Stop,Traffic
ROCK RD / BURBANK ST,2017-11-08,2017-00019157,Traffic Stop,Traffic
6600 BLOCK ROANOKE RD,2017-11-08,2017-00019161,Motor Vehicle Crash,Traffic
DAIRY RD  / RINER RD,2017-11-08,2017-00019162,Hit and Run,Traffic
1700 BLOCK TYLER RD,2017-11-08,2017-00019168,Traffic Stop,Traffic
,2017-11-08,2017-00019169,Reckless Driving,Traffic
,2017-11-08,2017-00025689,Reckless Driving,Traffic
PEPPERS FERRY RD  / BELVIEW DR,2017-11-08,2017-00019171,Hit and Run,Traffic
5100 BLOCK NORTH FORK RD,2017-11-08,2017-00019173,Motor Vehicle Crash,Traffic
5100 BLOCK NORTH FORK RD,2017-11-09,2017-00019186,Traffic Hazard,Traffic
TYLER RD  / WHIFFLETREE LN,2017-11-09,2017-00019188,Motor Vehicle Crash,Traffic
3600 BLOCK PEPPERS FERRY RD,2017-11-09,2017-00019197,Traffic Stop,Traffic
,2017-11-09,2017-00000801,Motor Vehicle Crash- W/Injuries,Traffic
,2017-11-09,2017-00003658,Motor Vehicle Crash- W/Injuries,Traffic
1500 BLOCK PEPPERS FERRY RD,2017-11-09,2017-00025754,Reckless Driving,Traffic
4100 BLOCK RINER RD,2017-11-09,2017-00019215,Traffic Stop,Traffic
PRICES FORK RD  / MCCOY RD,2017-11-09,2017-00019218,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2017-11-09,2017-00019222,Motor Vehicle Crash,Traffic
2600 BLOCK RADFORD RD,2017-11-09,2017-00019223,Traffic Stop,Traffic
2700 BLOCK RADFORD RD,2017-11-09,2017-00019224,Traffic Stop,Traffic
000 BLOCK 81 S RAMP TYLER RD,2017-11-09,2017-00019226,Traffic Stop,Traffic
2200 BLOCK RINER RD,2017-11-09,2017-00025805,Traffic Stop,Traffic
ALLEGHANY SPRING RD / SWEET SPRINGS RD,2017-11-09,2017-00019242,Traffic Stop,Traffic
RINER RD  / FLANAGAN DR,2017-11-10,2017-00019244,Traffic Stop,Traffic
3715641146980413558300 BLOCK 156411469 80 413558343,2017-11-10,2017-00019247,Motor Vehicle Crash,Traffic
3715641146980413558300 BLOCK 156411469 80 413558343,2017-11-10,2017-00025813,Motor Vehicle Crash,Traffic
2000 BLOCK LAKE VISTA DR,2017-11-10,2017-00019248,Motor Vehicle Crash,Traffic
ANCHOR RD / HARDING RD,2017-11-10,2017-00019258,Traffic Hazard,Traffic
3600 BLOCK RADFORD RD,2017-11-10,2017-00019263,Reckless Driving,Traffic
1700 BLOCK TYLER RD,2017-11-10,2017-00019268,Traffic Stop,Traffic
JENNELLE RD  / BRUMFIELD RD,2017-11-10,2017-00019271,Radar,Traffic
1700 BLOCK TYLER RD,2017-11-10,2017-00019272,Traffic Stop,Traffic
PANDAPAS POND RD / CRAIG CREEK RD,2017-11-10,2017-00019278,Traffic Stop,Traffic
PRICES FORK RD  / BROOKSFIELD RD,2017-11-10,2017-00019283,Traffic Stop,Traffic
3500 BLOCK PRICES FORK RD,2017-11-10,2017-00019284,Motor Vehicle Crash,Traffic
,2017-11-10,2017-00000208,Motor Vehicle Crash- W/Injuries,Traffic
,2017-11-10,2017-00000743,Motor Vehicle Crash- W/Injuries,Traffic
,2017-11-10,2017-00000209,Motor Vehicle Crash- W/Injuries,Traffic
,2017-11-10,2017-00000744,Motor Vehicle Crash- W/Injuries,Traffic
LIFE DR  / RINER RD,2017-11-10,2017-00025880,Traffic Stop,Traffic
6600 BLOCK ROANOKE RD,2017-11-10,2017-00019292,Motor Vehicle Crash,Traffic
ROANOKE RD  / GINGERBREAD RD,2017-11-10,2017-00019293,Traffic Stop,Traffic
81400 BLOCK 81 RAMP RT 460 BYPASS EBL,2017-11-10,2017-00025886,Traffic Stop,Traffic
4200 BLOCK SHAMROCK CIR,2017-11-10,2017-00019295,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2017-11-10,2017-00025889,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2017-11-10,2017-00019297,Traffic Stop,Traffic
DOMINION DR / PEPPERS FERRY RD,2017-11-10,2017-00025892,Traffic Stop,Traffic
1400 BLOCK WISE LN,2017-11-10,2017-00019302,Traffic Stop,Traffic
PEPPERS FERRY RD  / ARSENAL CIR,2017-11-11,2017-00019306,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-11-11,2017-00019307,Traffic Stop,Traffic
CENTERVILLE CIR / PEPPERS FERRY RD,2017-11-11,2017-00019309,Traffic Stop,Traffic
PEPPERS FERRY RD  / MASS CIR,2017-11-11,2017-00019310,Traffic Stop,Traffic
ROANOKE RD  / BRAKE RD,2017-11-11,2017-00019312,Traffic Stop,Traffic
PRICES FORK RD  / TUCKER RD,2017-11-11,2017-00019314,Traffic Stop,Traffic
ROANOKE RD  / WAYSIDE DR,2017-11-11,2017-00019318,Reckless Driving,Traffic
1600 BLOCK AUBURN SCHOOL DR,2017-11-11,2017-00019321,Motor Vehicle Crash,Traffic
PILOT RD  / NOLLEY RD,2017-11-11,2017-00019343,Motor Vehicle Crash,Traffic
2600 BLOCK PEPPERS FERRY RD,2017-11-11,2017-00019344,Motor Vehicle Crash,Traffic
,2017-11-11,2017-00025939,Reckless Driving,Traffic
,2017-11-11,2017-00021457,Reckless Driving,Traffic
,2017-11-11,2017-00019346,Reckless Driving,Traffic
,2017-11-11,2017-00017472,Reckless Driving,Traffic
MEADOW CREEK RD  / RINER RD,2017-11-11,2017-00019347,Reckless Driving,Traffic
ROANOKE RD / OLDTOWN RD,2017-11-11,2017-00019349,Traffic Stop,Traffic
BRADSHAW RD / MYRTLE LN,2017-11-11,2017-00019351,Traffic Stop,Traffic
8500 BLOCK ROANOKE RD,2017-11-11,2017-00019352,Traffic Stop,Traffic
