tractcode,state,sta,county,countyname,tract,hhuniv,estimated_number_foreclosures,estimated_number_mortgages,estimated_foreclosure_rate,total_90_day_vacant_residential_addresses,total_residential_addresses,estimated_90_day_vacancy_rate,total_hicost_2004_to_2006_HMDA_loans,total_2004_to_2006_HMDA_loans,estimated_hicost_loan_rate,bls_unemployment_rate,ofheo_price_change
51760021000,51,VA,760,Richmond city,021000,603,18,217,8.3%,20,684,2.9%,76,143,53.1%,6.2%,-0.4%
51760021100,51,VA,760,Richmond city,021100,477,29,317,9.1%,5,540,0.9%,124,209,59.3%,6.2%,-0.4%
51760021200,51,VA,760,Richmond city,021200,619,20,223,9.0%,30,686,4.4%,85,147,57.8%,6.2%,-0.4%
51760030100,51,VA,760,Richmond city,030100,"1,138",0,3,0.0%,14,"1,246",1.1%,0,2,0.0%,6.2%,-0.4%
51760030200,51,VA,760,Richmond city,030200,552,9,182,4.9%,67,864,7.8%,37,120,30.8%,6.2%,-0.4%
51760030500,51,VA,760,Richmond city,030500,"1,188",0,73,0.0%,172,"2,120",8.1%,1,48,2.1%,6.2%,-0.4%
51760040200,51,VA,760,Richmond city,040200,568,14,193,7.3%,60,"1,241",4.8%,61,127,48.0%,6.2%,-0.4%
51760040300,51,VA,760,Richmond city,040300,326,1,47,2.1%,21,507,4.1%,4,31,12.9%,6.2%,-0.4%
51760040400,51,VA,760,Richmond city,040400,"2,146",4,308,1.3%,88,"2,209",4.0%,14,203,6.9%,6.2%,-0.4%
51760040500,51,VA,760,Richmond city,040500,"1,873",4,492,0.8%,49,"1,828",2.7%,12,324,3.7%,6.2%,-0.4%
51760040600,51,VA,760,Richmond city,040600,"1,015",2,155,1.3%,27,"1,140",2.4%,8,102,7.8%,6.2%,-0.4%
51760040700,51,VA,760,Richmond city,040700,"1,472",5,413,1.2%,28,"1,474",1.9%,19,272,7.0%,6.2%,-0.4%
51760040800,51,VA,760,Richmond city,040800,809,4,305,1.3%,17,857,2.0%,13,201,6.5%,6.2%,-0.4%
51760040900,51,VA,760,Richmond city,040900,"1,389",7,461,1.5%,21,"1,466",1.4%,26,304,8.6%,6.2%,-0.4%
51760041000,51,VA,760,Richmond city,041000,"1,525",4,446,0.9%,53,"1,449",3.7%,13,294,4.4%,6.2%,-0.4%
51760041100,51,VA,760,Richmond city,041100,"1,693",10,429,2.3%,123,"1,864",6.6%,38,283,13.4%,6.2%,-0.4%
51760041200,51,VA,760,Richmond city,041200,415,3,231,1.3%,55,506,10.9%,9,152,5.9%,6.2%,-0.4%
51760041300,51,VA,760,Richmond city,041300,"1,256",36,483,7.5%,24,"1,476",1.6%,152,318,47.8%,6.2%,-0.4%
51760041400,51,VA,760,Richmond city,041400,990,18,367,4.9%,44,"1,065",4.1%,76,242,31.4%,6.2%,-0.4%
51760041600,51,VA,760,Richmond city,041600,635,14,388,3.6%,11,702,1.6%,57,256,22.3%,6.2%,-0.4%
51760050100,51,VA,760,Richmond city,050100,"1,429",6,557,1.1%,83,"1,495",5.6%,18,367,4.9%,6.2%,-0.4%
51760050200,51,VA,760,Richmond city,050200,"1,594",15,"1,088",1.4%,50,"1,704",2.9%,52,717,7.3%,6.2%,-0.4%
51760050300,51,VA,760,Richmond city,050300,799,2,225,0.9%,33,722,4.6%,5,148,3.4%,6.2%,-0.4%
51760050400,51,VA,760,Richmond city,050400,"1,182",9,694,1.3%,9,"1,248",0.7%,32,457,7.0%,6.2%,-0.4%
51760050500,51,VA,760,Richmond city,050500,"1,325",9,692,1.3%,10,"1,332",0.8%,30,456,6.6%,6.2%,-0.4%
51760050600,51,VA,760,Richmond city,050600,848,3,473,0.6%,3,920,0.3%,9,312,2.9%,6.2%,-0.4%
51760060100,51,VA,760,Richmond city,060100,156,1,102,1.0%,11,500,2.2%,5,67,7.5%,6.2%,-0.4%
51760060200,51,VA,760,Richmond city,060200,757,17,164,10.4%,62,852,7.3%,74,108,68.5%,6.2%,-0.4%
51760060300,51,VA,760,Richmond city,060300,777,10,150,6.7%,44,966,4.6%,41,99,41.4%,6.2%,-0.4%
51760060400,51,VA,760,Richmond city,060400,"2,046",59,645,9.1%,134,"2,159",6.2%,253,425,59.5%,6.2%,-0.4%
51760060500,51,VA,760,Richmond city,060500,"2,951",34,"1,105",3.1%,84,"3,143",2.7%,134,728,18.4%,6.2%,-0.4%
51760060600,51,VA,760,Richmond city,060600,"1,128",18,826,2.2%,12,"1,196",1.0%,70,544,12.9%,6.2%,-0.4%
51760060700,51,VA,760,Richmond city,060700,"1,898",41,376,10.9%,83,"2,098",4.0%,174,248,70.2%,6.2%,-0.4%
51760060800,51,VA,760,Richmond city,060800,"1,304",26,255,10.2%,42,"1,394",3.0%,113,168,67.3%,6.2%,-0.4%
51760060900,51,VA,760,Richmond city,060900,534,10,103,9.7%,38,581,6.5%,43,68,63.2%,6.2%,-0.4%
51760070100,51,VA,760,Richmond city,070100,"2,032",25,"1,090",2.3%,27,"2,411",1.1%,98,718,13.6%,6.2%,-0.4%
51760070300,51,VA,760,Richmond city,070300,"1,480",15,477,3.1%,4,"1,470",0.3%,59,314,18.8%,6.2%,-0.4%
51760070400,51,VA,760,Richmond city,070400,"1,861",22,"1,105",2.0%,2,"1,971",0.1%,83,728,11.4%,6.2%,-0.4%
51760070600,51,VA,760,Richmond city,070600,"3,096",69,789,8.7%,21,"3,408",0.6%,293,520,56.3%,6.2%,-0.4%
51760070700,51,VA,760,Richmond city,070700,"2,003",73,833,8.8%,23,"2,023",1.1%,310,549,56.5%,6.2%,-0.4%
51760070801,51,VA,760,Richmond city,070801,"2,623",111,"1,302",8.5%,18,"3,115",0.6%,473,858,55.1%,6.2%,-0.4%
51760070802,51,VA,760,Richmond city,070802,976,50,584,8.6%,14,"1,078",1.3%,211,385,54.8%,6.2%,-0.4%
51760070900,51,VA,760,Richmond city,070900,"2,630",81,882,9.2%,35,"2,929",1.2%,346,581,59.6%,6.2%,-0.4%
51760071001,51,VA,760,Richmond city,071001,"2,495",29,325,8.9%,5,"2,810",0.2%,123,214,57.5%,6.2%,-0.4%
51760071002,51,VA,760,Richmond city,071002,"1,453",35,504,6.9%,28,"1,590",1.8%,147,332,44.3%,6.2%,-0.4%
51760071100,51,VA,760,Richmond city,071100,"2,553",32,835,3.8%,5,"2,868",0.2%,131,550,23.8%,6.2%,-0.4%
51770000100,51,VA,770,Roanoke city,000100,"1,534",42,505,8.3%,93,"1,651",5.6%,193,333,58.0%,4.7%,0.0%
51770000200,51,VA,770,Roanoke city,000200,"1,838",55,590,9.3%,85,"1,756",4.8%,251,389,64.5%,4.7%,0.0%
51770000300,51,VA,770,Roanoke city,000300,"2,164",40,830,4.8%,95,"2,258",4.2%,190,547,34.7%,4.7%,0.0%
51770000400,51,VA,770,Roanoke city,000400,"2,299",27,727,3.7%,86,"2,356",3.7%,129,479,26.9%,4.7%,0.0%
51770000500,51,VA,770,Roanoke city,000500,"2,195",50,757,6.6%,134,"2,250",6.0%,229,499,45.9%,4.7%,0.0%
51770000600,51,VA,770,Roanoke city,000600,"3,216",69,"1,525",4.5%,103,"3,958",2.6%,326,"1,005",32.4%,4.7%,0.0%
51770000700,51,VA,770,Roanoke city,000700,"1,434",17,196,8.7%,122,"1,718",7.1%,79,129,61.2%,4.7%,0.0%
51770000800,51,VA,770,Roanoke city,000800,"1,008",19,187,10.2%,118,"1,098",10.7%,85,123,69.1%,4.7%,0.0%
51770000900,51,VA,770,Roanoke city,000900,"2,208",38,466,8.2%,125,"2,511",5.0%,176,307,57.3%,4.7%,0.0%
51770001000,51,VA,770,Roanoke city,001000,"1,056",9,102,8.8%,221,994,22.2%,39,67,58.2%,4.7%,0.0%
51770001100,51,VA,770,Roanoke city,001100,127,0,47,0.0%,57,271,21.0%,2,31,6.5%,4.7%,0.0%
51770001200,51,VA,770,Roanoke city,001200,"1,925",10,316,3.2%,250,"2,018",12.4%,48,208,23.1%,4.7%,0.0%
51770001300,51,VA,770,Roanoke city,001300,"1,639",31,390,7.9%,187,"1,759",10.6%,144,257,56.0%,4.7%,0.0%
51770001400,51,VA,770,Roanoke city,001400,"1,562",39,513,7.6%,92,"1,636",5.6%,177,338,52.4%,4.7%,0.0%
51770001500,51,VA,770,Roanoke city,001500,"2,055",38,757,5.0%,74,"2,275",3.3%,180,499,36.1%,4.7%,0.0%
51770001600,51,VA,770,Roanoke city,001600,"2,491",9,912,1.0%,137,"2,893",4.7%,52,601,8.7%,4.7%,0.0%
51770001700,51,VA,770,Roanoke city,001700,"1,566",6,369,1.6%,63,"1,749",3.6%,31,243,12.8%,4.7%,0.0%
51770001800,51,VA,770,Roanoke city,001800,"2,005",15,766,2.0%,106,"1,948",5.4%,77,505,15.2%,4.7%,0.0%
51770001900,51,VA,770,Roanoke city,001900,"2,361",23,854,2.7%,94,"2,511",3.7%,116,563,20.6%,4.7%,0.0%
51770002000,51,VA,770,Roanoke city,002000,"2,116",18,983,1.8%,60,"2,197",2.7%,92,648,14.2%,4.7%,0.0%
51770002100,51,VA,770,Roanoke city,002100,"1,913",5,495,1.0%,100,"2,084",4.8%,29,326,8.9%,4.7%,0.0%
51770002200,51,VA,770,Roanoke city,002200,"1,169",31,534,5.8%,96,"1,326",7.2%,143,352,40.6%,4.7%,0.0%
51770002300,51,VA,770,Roanoke city,002300,"2,145",46,911,5.0%,52,"2,729",1.9%,217,600,36.2%,4.7%,0.0%
51775010100,51,VA,775,Salem city,010100,"2,351",24,804,3.0%,82,"2,501",3.3%,127,530,24.0%,4.1%,0.0%
51775010200,51,VA,775,Salem city,010200,"2,184",16,898,1.8%,49,"2,350",2.1%,92,592,15.5%,4.1%,0.0%
51775010300,51,VA,775,Salem city,010300,"2,001",14,425,3.3%,164,"2,223",7.4%,72,280,25.7%,4.1%,0.0%
51775010400,51,VA,775,Salem city,010400,0,0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",0,#NULL!,0.0%,0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%"
51775010500,51,VA,775,Salem city,010500,"3,397",30,"1,340",2.2%,80,"3,828",2.1%,169,883,19.1%,4.1%,0.0%
51790000100,51,VA,790,Staunton city,000100,661,3,123,2.4%,80,731,10.9%,14,81,17.3%,4.6%,0.0%
51790000200,51,VA,790,Staunton city,000200,"1,623",29,502,5.8%,104,"1,861",5.6%,136,331,41.1%,4.6%,0.0%
51790000300,51,VA,790,Staunton city,000300,"2,157",35,835,4.2%,62,"2,430",2.6%,166,550,30.2%,4.6%,0.0%
51790000400,51,VA,790,Staunton city,000400,"2,994",32,"1,217",2.6%,61,"3,416",1.8%,163,802,20.3%,4.6%,0.0%
51790000500,51,VA,790,Staunton city,000500,"1,050",6,361,1.7%,26,"1,135",2.3%,31,238,13.0%,4.6%,0.0%
51790000600,51,VA,790,Staunton city,000600,"1,196",20,486,4.1%,62,"1,683",3.7%,97,320,30.3%,4.6%,0.0%
51800065100,51,VA,800,Suffolk city,065100,808,25,247,10.1%,36,945,3.8%,112,163,68.7%,4.4%,-0.7%
51800065200,51,VA,800,Suffolk city,065200,924,11,385,2.9%,4,920,0.4%,54,254,21.3%,4.4%,-0.7%
51800065300,51,VA,800,Suffolk city,065300,"1,506",37,609,6.1%,86,"1,546",5.6%,173,401,43.1%,4.4%,-0.7%
51800065400,51,VA,800,Suffolk city,065400,"1,408",36,414,8.7%,75,"1,669",4.5%,163,273,59.7%,4.4%,-0.7%
51800065500,51,VA,800,Suffolk city,065500,"1,005",44,480,9.2%,42,"1,089",3.9%,201,316,63.6%,4.4%,-0.7%
51800075100,51,VA,800,Suffolk city,075100,"2,461",117,"3,920",3.0%,0,"4,129",0.0%,576,"2,583",22.3%,4.4%,-0.7%
51800075200,51,VA,800,Suffolk city,075200,"2,521",99,"3,917",2.5%,2,"4,490",0.0%,498,"2,581",19.3%,4.4%,-0.7%
51800075300,51,VA,800,Suffolk city,075300,"1,620",28,"1,099",2.5%,18,"1,812",1.0%,139,724,19.2%,4.4%,-0.7%
51800075400,51,VA,800,Suffolk city,075400,"2,821",131,"3,537",3.7%,5,"4,573",0.1%,632,"2,331",27.1%,4.4%,-0.7%
51800075500,51,VA,800,Suffolk city,075500,"2,224",75,"2,383",3.1%,26,"3,381",0.8%,366,"1,570",23.3%,4.4%,-0.7%
51800075600,51,VA,800,Suffolk city,075600,"1,607",71,"1,024",6.9%,10,"1,879",0.5%,329,675,48.7%,4.4%,-0.7%
51800075700,51,VA,800,Suffolk city,075700,"2,278",63,"1,659",3.8%,9,"2,690",0.3%,302,"1,093",27.6%,4.4%,-0.7%
51800075800,51,VA,800,Suffolk city,075800,"2,107",48,"1,343",3.6%,11,"2,466",0.4%,231,885,26.1%,4.4%,-0.7%
51810000000,51,VA,810,Virginia Beach city,000000,0,#NULL!,#NULL!,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",#NULL!,#NULL!,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",#NULL!,#NULL!,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%"
51810040000,51,VA,810,Virginia Beach city,040000,514,2,17,11.8%,2,383,0.5%,8,11,72.7%,3.8%,-0.7%
51810040200,51,VA,810,Virginia Beach city,040200,"1,744",44,528,8.3%,8,"1,897",0.4%,207,348,59.5%,3.8%,-0.7%
51810040402,51,VA,810,Virginia Beach city,040402,"2,715",72,"1,055",6.8%,18,"2,948",0.6%,346,695,49.8%,3.8%,-0.7%
51810040403,51,VA,810,Virginia Beach city,040403,"1,699",24,766,3.1%,5,"1,775",0.3%,127,505,25.1%,3.8%,-0.7%
51810040404,51,VA,810,Virginia Beach city,040404,"2,087",29,"1,539",1.9%,3,"2,776",0.1%,169,"1,014",16.7%,3.8%,-0.7%
51810040600,51,VA,810,Virginia Beach city,040600,"2,241",67,"1,261",5.3%,7,"2,558",0.3%,331,831,39.8%,3.8%,-0.7%
51810040801,51,VA,810,Virginia Beach city,040801,"1,642",25,642,3.9%,0,"1,731",0.0%,128,423,30.3%,3.8%,-0.7%
51810040802,51,VA,810,Virginia Beach city,040802,"1,394",57,"1,299",4.4%,11,"1,826",0.6%,287,856,33.5%,3.8%,-0.7%
51810041002,51,VA,810,Virginia Beach city,041002,863,15,428,3.5%,5,886,0.6%,77,282,27.3%,3.8%,-0.7%
51810041003,51,VA,810,Virginia Beach city,041003,"1,371",23,703,3.3%,5,"1,426",0.4%,120,463,25.9%,3.8%,-0.7%
51810041004,51,VA,810,Virginia Beach city,041004,"1,499",33,815,4.0%,4,"1,550",0.3%,169,537,31.5%,3.8%,-0.7%
51810041200,51,VA,810,Virginia Beach city,041200,"2,759",11,"1,542",0.7%,1,"2,835",0.0%,90,"1,016",8.9%,3.8%,-0.7%
51810041400,51,VA,810,Virginia Beach city,041400,"1,870",19,"1,194",1.6%,5,"1,984",0.3%,117,787,14.9%,3.8%,-0.7%
51810041600,51,VA,810,Virginia Beach city,041600,"1,377",6,628,1.0%,11,"1,436",0.8%,42,414,10.1%,3.8%,-0.7%
51810041801,51,VA,810,Virginia Beach city,041801,"1,967",7,572,1.2%,7,"2,091",0.3%,47,377,12.5%,3.8%,-0.7%
51810041802,51,VA,810,Virginia Beach city,041802,"2,633",4,"1,343",0.3%,15,"2,971",0.5%,56,885,6.3%,3.8%,-0.7%
51810042000,51,VA,810,Virginia Beach city,042000,"1,184",0,804,0.0%,10,"1,274",0.8%,22,530,4.2%,3.8%,-0.7%
51810042201,51,VA,810,Virginia Beach city,042201,"1,445",1,678,0.1%,3,"1,463",0.2%,23,447,5.1%,3.8%,-0.7%
51810042202,51,VA,810,Virginia Beach city,042202,"1,634",12,"1,056",1.1%,18,"1,739",1.0%,84,696,12.1%,3.8%,-0.7%
51810042400,51,VA,810,Virginia Beach city,042400,"1,824",28,"1,055",2.7%,11,"1,896",0.6%,152,695,21.9%,3.8%,-0.7%
51810042600,51,VA,810,Virginia Beach city,042600,"1,064",4,299,1.3%,3,"1,123",0.3%,28,197,14.2%,3.8%,-0.7%
51810042801,51,VA,810,Virginia Beach city,042801,"2,011",64,"1,560",4.1%,6,"2,057",0.3%,326,"1,028",31.7%,3.8%,-0.7%
51810042802,51,VA,810,Virginia Beach city,042802,"1,935",28,765,3.7%,4,"2,075",0.2%,142,504,28.2%,3.8%,-0.7%
51810043001,51,VA,810,Virginia Beach city,043001,"3,917",8,"2,037",0.4%,107,"4,793",2.2%,90,"1,342",6.7%,3.8%,-0.7%
51810043002,51,VA,810,Virginia Beach city,043002,"1,383",6,"1,015",0.6%,1,"1,625",0.1%,53,669,7.9%,3.8%,-0.7%
51810043200,51,VA,810,Virginia Beach city,043200,203,0,8,0.0%,1,206,0.5%,0,5,0.0%,3.8%,-0.7%
51810043400,51,VA,810,Virginia Beach city,043400,"1,110",0,402,0.0%,31,"1,515",2.0%,10,265,3.8%,3.8%,-0.7%
51810043600,51,VA,810,Virginia Beach city,043600,798,0,379,0.0%,44,947,4.6%,9,250,3.6%,3.8%,-0.7%
51810043800,51,VA,810,Virginia Beach city,043800,"1,830",0,657,0.0%,29,"2,228",1.3%,19,433,4.4%,3.8%,-0.7%
51810044001,51,VA,810,Virginia Beach city,044001,"2,609",11,637,1.7%,13,"3,082",0.4%,68,420,16.2%,3.8%,-0.7%
51810044002,51,VA,810,Virginia Beach city,044002,"3,878",19,"1,678",1.1%,205,"4,317",4.7%,132,"1,106",11.9%,3.8%,-0.7%
51810044200,51,VA,810,Virginia Beach city,044200,"2,746",30,"1,059",2.8%,45,"3,029",1.5%,161,698,23.1%,3.8%,-0.7%
51810044401,51,VA,810,Virginia Beach city,044401,"1,377",7,926,0.8%,1,"1,410",0.1%,56,610,9.2%,3.8%,-0.7%
51810044402,51,VA,810,Virginia Beach city,044402,"2,552",13,"1,389",0.9%,2,"2,629",0.1%,97,915,10.6%,3.8%,-0.7%
51810044600,51,VA,810,Virginia Beach city,044600,"2,350",1,"1,317",0.1%,16,"2,553",0.6%,43,868,5.0%,3.8%,-0.7%
51810044805,51,VA,810,Virginia Beach city,044805,"1,656",2,53,3.8%,0,"1,712",0.0%,9,35,25.7%,3.8%,-0.7%
51810044806,51,VA,810,Virginia Beach city,044806,"2,075",31,772,4.0%,23,"2,230",1.0%,156,509,30.6%,3.8%,-0.7%
51810044807,51,VA,810,Virginia Beach city,044807,"2,470",19,844,2.3%,8,"2,603",0.3%,105,556,18.9%,3.8%,-0.7%
51810044808,51,VA,810,Virginia Beach city,044808,"1,849",26,"1,194",2.2%,1,"1,937",0.1%,146,787,18.6%,3.8%,-0.7%
51810045000,51,VA,810,Virginia Beach city,045000,104,1,52,1.9%,0,38,0.0%,7,34,20.6%,3.8%,-0.7%
51810045200,51,VA,810,Virginia Beach city,045200,790,1,250,0.4%,2,886,0.2%,13,165,7.9%,3.8%,-0.7%
51810045405,51,VA,810,Virginia Beach city,045405,"1,746",58,"1,231",4.7%,6,"1,812",0.3%,287,811,35.4%,3.8%,-0.7%
51810045406,51,VA,810,Virginia Beach city,045406,"2,726",85,"2,079",4.1%,15,"3,378",0.4%,431,"1,370",31.5%,3.8%,-0.7%
51810045407,51,VA,810,Virginia Beach city,045407,977,47,911,5.2%,1,"1,021",0.1%,231,600,38.5%,3.8%,-0.7%
51810045408,51,VA,810,Virginia Beach city,045408,"2,148",50,"1,261",4.0%,7,"2,367",0.3%,253,831,30.4%,3.8%,-0.7%
51810045410,51,VA,810,Virginia Beach city,045410,"2,602",59,"4,102",1.4%,5,"4,143",0.1%,373,"2,703",13.8%,3.8%,-0.7%
51810045412,51,VA,810,Virginia Beach city,045412,727,3,437,0.7%,0,"1,066",0.0%,25,288,8.7%,3.8%,-0.7%
51810045414,51,VA,810,Virginia Beach city,045414,"2,133",83,"1,513",5.5%,8,"2,209",0.4%,406,997,40.7%,3.8%,-0.7%
51810045415,51,VA,810,Virginia Beach city,045415,656,24,542,4.4%,6,647,0.9%,120,357,33.6%,3.8%,-0.7%
51810045416,51,VA,810,Virginia Beach city,045416,"2,539",57,"2,848",2.0%,5,"2,764",0.2%,329,"1,877",17.5%,3.8%,-0.7%
51810045417,51,VA,810,Virginia Beach city,045417,"2,343",65,"3,311",2.0%,2,"3,049",0.1%,378,"2,182",17.3%,3.8%,-0.7%
51810045418,51,VA,810,Virginia Beach city,045418,"2,782",67,"2,489",2.7%,4,"2,979",0.1%,364,"1,640",22.2%,3.8%,-0.7%
51810045419,51,VA,810,Virginia Beach city,045419,"2,648",69,"3,310",2.1%,2,"3,113",0.1%,394,"2,181",18.1%,3.8%,-0.7%
51810045420,51,VA,810,Virginia Beach city,045420,"1,330",17,"1,575",1.1%,0,"1,794",0.0%,120,"1,038",11.6%,3.8%,-0.7%
51810045601,51,VA,810,Virginia Beach city,045601,"1,121",12,766,1.6%,10,"1,176",0.9%,75,505,14.9%,3.8%,-0.7%
51810045602,51,VA,810,Virginia Beach city,045602,"3,200",30,766,3.9%,17,"3,885",0.4%,152,505,30.1%,3.8%,-0.7%
51810045801,51,VA,810,Virginia Beach city,045801,"1,577",28,976,2.9%,2,"1,647",0.1%,152,643,23.6%,3.8%,-0.7%
51810045803,51,VA,810,Virginia Beach city,045803,"1,410",22,741,3.0%,1,"1,475",0.1%,117,488,24.0%,3.8%,-0.7%
51810045805,51,VA,810,Virginia Beach city,045805,477,15,376,4.0%,0,473,0.0%,75,248,30.2%,3.8%,-0.7%
51810045806,51,VA,810,Virginia Beach city,045806,"1,416",47,"1,206",3.9%,10,"1,483",0.7%,240,795,30.2%,3.8%,-0.7%
51810045807,51,VA,810,Virginia Beach city,045807,753,10,300,3.3%,2,749,0.3%,53,198,26.8%,3.8%,-0.7%
51810045808,51,VA,810,Virginia Beach city,045808,806,35,707,5.0%,2,"1,048",0.2%,175,466,37.6%,3.8%,-0.7%
51810045809,51,VA,810,Virginia Beach city,045809,"1,958",76,"1,742",4.4%,7,"2,578",0.3%,383,"1,148",33.4%,3.8%,-0.7%
51810045810,51,VA,810,Virginia Beach city,045810,726,26,446,5.8%,0,759,0.0%,128,294,43.5%,3.8%,-0.7%
51810046002,51,VA,810,Virginia Beach city,046002,"1,908",25,"1,272",2.0%,5,"1,952",0.3%,147,838,17.5%,3.8%,-0.7%
51810046005,51,VA,810,Virginia Beach city,046005,"2,982",57,"1,824",3.1%,13,"2,939",0.4%,300,"1,202",25.0%,3.8%,-0.7%
51810046006,51,VA,810,Virginia Beach city,046006,"1,604",16,"1,105",1.4%,2,"1,618",0.1%,103,728,14.1%,3.8%,-0.7%
51810046008,51,VA,810,Virginia Beach city,046008,"3,536",143,"4,296",3.3%,4,"4,221",0.1%,745,"2,831",26.3%,3.8%,-0.7%
51810046009,51,VA,810,Virginia Beach city,046009,"1,841",32,"1,152",2.8%,2,"1,900",0.1%,173,759,22.8%,3.8%,-0.7%
51810046010,51,VA,810,Virginia Beach city,046010,"1,129",17,601,2.8%,3,"1,152",0.3%,93,396,23.5%,3.8%,-0.7%
51810046011,51,VA,810,Virginia Beach city,046011,582,11,619,1.8%,0,632,0.0%,66,408,16.2%,3.8%,-0.7%
51810046012,51,VA,810,Virginia Beach city,046012,"1,528",73,"1,712",4.3%,8,"2,585",0.3%,367,"1,128",32.5%,3.8%,-0.7%
51810046013,51,VA,810,Virginia Beach city,046013,"1,742",65,"1,384",4.7%,1,"1,819",0.1%,325,912,35.6%,3.8%,-0.7%
51810046204,51,VA,810,Virginia Beach city,046204,"1,768",31,"1,222",2.5%,2,"2,026",0.1%,169,805,21.0%,3.8%,-0.7%
51810046205,51,VA,810,Virginia Beach city,046205,"3,323",97,"1,695",5.7%,0,"3,648",0.0%,471,"1,117",42.2%,3.8%,-0.7%
51810046206,51,VA,810,Virginia Beach city,046206,"1,744",38,"1,507",2.5%,3,"1,864",0.2%,210,993,21.1%,3.8%,-0.7%
51810046207,51,VA,810,Virginia Beach city,046207,"1,759",59,"1,742",3.4%,3,"2,602",0.1%,307,"1,148",26.7%,3.8%,-0.7%
51810046211,51,VA,810,Virginia Beach city,046211,"1,111",20,753,2.7%,2,"1,114",0.2%,107,496,21.6%,3.8%,-0.7%
51810046212,51,VA,810,Virginia Beach city,046212,"1,448",26,"1,206",2.2%,0,"1,486",0.0%,149,795,18.7%,3.8%,-0.7%
51810046213,51,VA,810,Virginia Beach city,046213,"2,479",75,"1,798",4.2%,0,"2,639",0.0%,377,"1,185",31.8%,3.8%,-0.7%
