Date ,Charge ,Street ,Zipcode ,SubDivsion
12/14/2006,"DAMAGE PROPERTY, PRIVATE ",SEAFORD ROAD ,23696,
12/1/2005,GRAND LARCENY ,SEAFORD ROAD ,23696,
11/7/2006,"FORGING, UTTERING ",SEAFORD ROAD ,23696,
11/3/2006,"FORGING, UTTERING ",SEAFORD ROAD ,23696,
10/23/2006,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,23696,
11/18/2006,"DAMAGE PROPERTY, PRIVATE ",SEAFORD ROAD ,23696,
11/7/2006,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,23696,
10/29/2006,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,23696,
10/17/2006,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,23696,
8/4/2006,"DAMAGE PROPERTY, BUSINESS ",SEAFORD ROAD ,23696,
8/4/2006,"LARCENY,FROM MOTOR VEHICLE ",SEAFORD ROAD ,23696,
9/23/2006,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,23696,
7/19/2006,"DAMAGE PROPERTY, PRIVATE ",SEAFORD ROAD ,23696,
8/26/2006,"ASSAULT, SIMPLE, DOMESTIC ",SEAFORD ROAD ,23696,
8/23/2006,PETIT LARCENY ,SEAFORD ROAD ,23696,
8/10/2006,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,23696,
8/9/2006,DRUNK IN PUBLIC ,SEAFORD ROAD ,23696,
8/2/2006,GRAND LARCENY ,SEAFORD ROAD ,23696,
7/31/2006,"LARCENY,FROM MOTOR VEHICLE ",SEAFORD ROAD ,23696,
7/24/2006,"DAMAGE PROPERTY, BUSINESS ",SEAFORD ROAD ,23696,
7/24/2006,"DAMAGE PROPERTY, PRIVATE ",SEAFORD ROAD ,23696,
7/11/2006,GRAND LARCENY ,SEAFORD ROAD ,23696,
7/22/2006,"DAMAGE PROPERTY, PRIVATE ",SEAFORD ROAD ,23696,
7/23/2006,"DAMAGE PROPERTY, PRIVATE ",SEAFORD ROAD ,23696,
7/18/2006,"DAMAGE PROPERTY, PRIVATE ",SEAFORD ROAD ,23696,
7/14/2006,"DAMAGE PROPERTY, PRIVATE ",SEAFORD ROAD ,23696,
6/19/2006,DRUNK IN PUBLIC ,SEAFORD ROAD ,23696,
6/8/2006,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,SEAFORD ROAD ,23696,
6/14/2006,"DAMAGE PROPERTY, PRIVATE ",SEAFORD ROAD ,23696,
5/28/2006,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,23696,
5/29/2006,"DAMAGE PROPERTY, BUSINESS ",SEAFORD ROAD ,23696,
5/24/2006,"FRAUD, ALL OTHERS ",SEAFORD ROAD ,23696,
5/20/2006,GRAND LARCENY ,SEAFORD ROAD ,23696,
5/20/2006,"BURGLARY, RESIDENTIAL ",SEAFORD ROAD ,23696,
5/16/2006,POSSESSION OF CONTROLLED SUBSTANCES ,SEAFORD ROAD ,23696,
5/16/2006,"ASSAULT, SIMPLE, DOMESTIC ",SEAFORD ROAD ,23696,
5/15/2006,"DAMAGE PROPERTY, BUSINESS ",SEAFORD ROAD ,23696,
5/15/2006,PETIT LARCENY ,SEAFORD ROAD ,23696,
5/5/2006,"BURGLARY, RESIDENTIAL ",SEAFORD ROAD ,23696,
5/6/2006,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,23696,
4/22/2006,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,23696,
3/19/2006,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,23696,
3/18/2006,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,23696,
2/21/2006,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,23696,
4/1/2005,IDENTITY FRAUD ,SEAFORD ROAD ,23696,CHERRY COVE
12/22/2006,"DAMAGE PROPERTY, PRIVATE ",SEAFORD ROAD ,23696,ROBANNA SHORES
38922,"DAMAGE PROPERTY, PRIVATE ",SEAFORD ROAD ,23696,HERITAGE HAMLET
6/26/2006,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,SEAFORD ROAD ,23696,
5/12/2006,THROWING OBJECT AT MOVING VEHICLE ,SEAFORD ROAD ,23696,
7/25/2006,CITIZEN REQUESTED ASSISTANCE ,SHARON DRIVE ,23696,CHEADLE HEIGHTS
12/12/2006,"DAMAGE PROPERTY, PRIVATE ",SHIRLEY ROAD ,23696,
9/12/2006,"BURGLARY, RESIDENTIAL ",SHIRLEY ROAD ,23696,
8/15/2006,CITIZEN REQUESTED ASSISTANCE ,SHIRLEY ROAD ,23696,
7/28/2006,SEXUAL BATTERY ,SHIRLEY ROAD ,23696,
6/5/2006,CITIZEN REQUESTED ASSISTANCE ,SHIRLEY ROAD ,23696,
5/24/2006,"ASSAULT, SIMPLE ",SHIRLEY ROAD ,23696,
5/28/2006,"LARCENY,FROM MOTOR VEHICLE ",SIR JOHN WAY ,23696,SOMMERVILLE
12/25/2006,"DAMAGE PROPERTY, PRIVATE ",SOMMERVILLE WAY ,23696,SOMMERVILLE
5/28/2006,"LARCENY,FROM MOTOR VEHICLE ",SOMMERVILLE WAY ,23696,SOMMERVILLE
5/28/2006,"LARCENY,FROM MOTOR VEHICLE ",SOMMERVILLE WAY ,23696,SOMMERVILLE
5/28/2006,"LARCENY,FROM MOTOR VEHICLE ",SOMMERVILLE WAY ,23696,SOMMERVILLE
4/7/2006,POSSESSION OF MARIJUANA ,SOMMERVILLE WAY ,23696,SOMMERVILLE
10/11/2006,ANNOYING PHONE CALLS ,SPARRER ROAD ,23696,CHISMANS POINT
11/8/2006,IDENTITY FRAUD ,SPARRER ROAD ,23696,CHISMANS POINT
7/15/2006,ANNOYING PHONE CALLS ,TRAVIS CIRCLE ,23696,ROBANNA SHORES
8/13/2006,MOTOR VEHICLE THEFT ,WHITES LANE ,23696,
8/17/2006,OBSCENE/THREATENING PHONE CALL ,WILDEY ROAD ,23696,
10/30/2006,CITIZEN REQUESTED ASSISTANCE ,WILLIS CIRCLE ,23696,ROBANNA SHORES
10/26/2006,CITIZEN REQUESTED ASSISTANCE ,WILLIS CIRCLE ,23696,ROBANNA SHORES
4/29/2006,LOST PROPERTY ,WILLIS CIRCLE ,23696,ROBANNA SHORES
12/22/2006,DISORDERLY CONDUCT ,WILLS CIRCLE ,23696,ROBANNA SHORES
11/5/2006,VIOLATE PROTECTIVE ORDERS ,WILLS CIRCLE ,23696,ROBANNA SHORES
11/5/2006,STALKING ,WILLS CIRCLE ,23696,ROBANNA SHORES
12/2/2006,CITIZEN REQUESTED ASSISTANCE ,WINSOME HAVEN ,23696,HERITAGE HAMLET
11/9/2006,RUNAWAY JUVENILE ,WOODS ROAD ,23696,
1/17/2006,CITIZEN REQUESTED ASSISTANCE ,WORNOM DRIVE ,23696,ESTHERBROOK
10/10/2006,IDENTITY FRAUD ,YORK POINT DRIVE ,23696,YORK POINT
8/15/2006,CITIZEN REQUESTED ASSISTANCE ,YORK POINT DRIVE ,23696,YORK POINT
4/8/2006,"ASSAULT, SIMPLE ",YORK POINT DRIVE ,23696,YORK POINT
4/8/2006,"DAMAGE PROPERTY, PRIVATE ",YORK POINT DRIVE ,23696,YORK POINT
1/3/2006,"ASSAULT, SIMPLE ",YORK POINT DRIVE ,23696,YORK POINT
