Address,DateTime,Number,Type,Category
1500 BLOCK RADFORD RD,2018-06-29,2018-00014175,Reckless Driving,Traffic,-80.444753812,37.1288517845
1500 BLOCK RADFORD RD,2018-06-29,2018-00012169,Reckless Driving,Traffic,-80.444753812,37.1288517845
,2018-06-29,2018-00009970,Reckless Driving,Traffic,-80.2407728134,37.2300807228
,2018-06-29,2018-00012001,Reckless Driving,Traffic,-80.2407728134,37.2300807228
,2018-06-29,2018-00014184,Reckless Driving,Traffic,-80.2407728134,37.2300807228
,2018-06-29,2018-00012173,Reckless Driving,Traffic,-80.2407728134,37.2300807228
,2018-06-29,2018-00014186,Reckless Driving,Traffic,-80.4283653394,37.1154620909
1800 BLOCK TUCKAHOE DR,2018-06-29,2018-00012184,Traffic Hazard,Traffic,-80.435630636,37.056137424
2900 BLOCK RADFORD RD,2018-06-29,2018-00012186,Traffic Stop,Traffic,-80.4933622136,37.1298528797
3200 BLOCK SPRINGVIEW DR,2018-06-29,2018-00012188,Traffic Stop,Traffic,-80.4945996025,37.1258988134
1700 BLOCK GATE RD,2018-06-29,2018-00012189,Motor Vehicle Crash,Traffic,-80.4747362136,37.123540992
3000 BLOCK RINER RD,2018-06-29,2018-00012191,Motor Vehicle Crash,Traffic,-80.4496737824,37.0916168019
RINER RD  / WETHERBURN RD,2018-06-29,2018-00012192,Motor Vehicle Crash,Traffic,-80.4475308683,37.094170261
TYLER RD  / LOVELY MOUNT DR,2018-06-29,2018-00012194,Traffic Stop,Traffic,-80.5160658594,37.1013071653
3600 BLOCK RADFORD RD,2018-06-29,2018-00012195,Traffic Stop,Traffic,-80.5098881097,37.1290681326
RADFORD RD  / LADYBUG RD,2018-06-29,2018-00012196,Traffic Stop,Traffic,-80.4855306833,37.130816127
,2018-06-29,2018-00014211,Traffic Stop,Traffic,-80.4148551659,37.1656829369
,2018-06-29,2018-00014212,Traffic Stop,Traffic,-80.4148551659,37.1656829369
2800 BLOCK PEPPERS FERRY RD,2018-06-29,2018-00012198,Traffic Stop,Traffic,-80.4979422939,37.1706187762
371589838041300 BLOCK 158983 80 41328,2018-06-29,2018-00014214,Traffic Stop,Traffic,-80.4132602712,37.1588992819
TYLER RD  / CHILDRESS RD,2018-06-30,2018-00012200,Traffic Stop,Traffic,-80.5035173316,37.0582501863
2400 BLOCK PEPPERS FERRY RD,2018-06-30,2018-00012201,Traffic Stop,Traffic,-80.4820899756,37.1713551188
PEPPERS FERRY RD / CONSTITUTION RD,2018-06-30,2018-00012205,Traffic Stop,Traffic,-80.5395164579,37.1686862566
PEPPERS FERRY RD / CONSTITUTION RD,2018-06-30,2018-00012206,Traffic Stop,Traffic,-80.5395164579,37.1686862566
200 BLOCK BELVIEW DR,2018-06-30,2018-00012207,Traffic Stop,Traffic,-80.512498207,37.1732219062
900 BLOCK UNION VALLEY RD,2018-06-30,2018-00012215,Traffic Hazard,Traffic,-80.404242453,37.067314493
10400 BLOCK ROANOKE RD,2018-06-30,2018-00012216,Traffic Hazard,Traffic,-80.1964732586,37.2324228047
2100 BLOCK WHISPERING PINE CIR,2018-06-30,2018-00012229,Reckless Driving,Traffic,-80.4565582932,37.1634656487
1700 BLOCK TYLER RD,2018-06-30,2018-00012232,Traffic Stop,Traffic,-80.523484602,37.11349904
1400 BLOCK RADFORD RD,2018-06-30,2018-00012233,Reckless Driving,Traffic,-80.4394633704,37.1277070772
BRAKE RD  / ROANOKE RD,2018-06-30,2018-00012238,Traffic Stop,Traffic,-80.2318596719,37.2161867419
ROANOKE RD / DARK RUN RD,2018-06-30,2018-00012250,Traffic Stop,Traffic,-80.2371630803,37.1779586177
1700 BLOCK NORTH FORK RD,2018-06-30,2018-00012255,Motor Vehicle Crash,Traffic,-80.3318212236,37.1948300629
,2018-06-30,2018-00000377,Motor Vehicle Crash- W/Injuries,Traffic,-80.2688588758,37.1971160901
,2018-06-30,2018-00000120,Motor Vehicle Crash- W/Injuries,Traffic,-80.2688588758,37.1971160901
6400 BLOCK ROANOKE RD,2018-08-01,2018-00014460,Traffic Stop,Traffic,-80.2704071823,37.1714505556
PRICES FORK RD  / BROOKSFIELD RD,2018-08-01,2018-00014463,Traffic Stop,Traffic,-80.4902192005,37.2096785902
SOUTH MAIN ST / TRIANGLE ST,2018-08-01,2018-00016877,Traffic Stop,Traffic,-80.4097872348,37.1838549198
PEPPERS FERRY RD / VICKER SWITCH RD,2018-08-01,2018-00014465,Traffic Stop,Traffic,-80.471893459,37.1705669359
PEPPERS FERRY RD  / AMBER RD,2018-08-01,2018-00014467,Traffic Stop,Traffic,-80.5321509601,37.1708520413
2400 BLOCK PEPPERS FERRY RD,2018-08-01,2018-00014468,Traffic Stop,Traffic,-80.4833551987,37.1714497065
CRAIG CREEK RD / PANDAPAS POND RD,2018-08-01,2018-00011652,Traffic Hazard,Traffic,-80.4614125446,37.2857962096
CRAIG CREEK RD / PANDAPAS POND RD,2018-08-01,2018-00014469,Traffic Hazard,Traffic,-80.4614125446,37.2857962096
OLD PIKE RD  / PILOT RD,2018-08-01,2018-00014477,Radar,Traffic,-80.358594832,37.0532947684
PEPPERS FERRY RD  / ARSENAL CIR,2018-08-01,2018-00014484,Motor Vehicle Crash- W/Injuries,Traffic,-80.5401476694,37.1675645362
EASTERN MONTGOMERY LN  / ROANOKE RD,2018-08-01,2018-00014485,Motor Vehicle Crash,Traffic,-80.2359186293,37.1983163041
2500 BLOCK BIG FALLS RD,2018-08-01,2018-00014491,Motor Vehicle Crash,Traffic,-80.610608842,37.2326118322
SMITH CREEK RD  / DEGAS LN,2018-08-01,2018-00014495,Reckless Driving,Traffic,-80.4231434447,37.0899606128
5100 BLOCK PINEY WOODS RD,2018-08-01,2018-00000103,Motor Vehicle Crash- W/Injuries,Traffic,-80.4968243906,37.0319881459
5100 BLOCK PINEY WOODS RD,2018-08-01,2018-00014503,Motor Vehicle Crash- W/Injuries,Traffic,-80.4968243906,37.0319881459
CINNABAR RD  / JENNELLE RD,2018-08-01,2018-00011693,Traffic Stop,Traffic,-80.4024143816,37.1838842019
HIGHTOP RD  / MARTIN DR,2018-08-01,2018-00014509,Traffic Hazard,Traffic,-80.419568997,37.1894851316
3900 BLOCK SOUTH MAIN ST,2018-08-01,2018-00011696,Traffic Stop,Traffic,-80.4159811052,37.177890206
2400 BLOCK PEPPERS FERRY RD,2018-08-02,2018-00014519,Traffic Stop,Traffic,-80.4820899756,37.1713551188
1500 BLOCK GALLIMORE ST,2018-08-02,2018-00014521,Traffic Stop,Traffic,-80.4918708946,37.1298304255
,2018-08-02,2018-00014523,Motor Vehicle Crash- W/Injuries,Traffic,-80.3931267449,37.1461842148
,2018-08-02,2018-00002568,Motor Vehicle Crash- W/Injuries,Traffic,-80.3931267449,37.1461842148
,2018-08-02,2018-00000634,Motor Vehicle Crash- W/Injuries,Traffic,-80.3931267449,37.1461842148
COAL BANK HOLLOW RD  / MOUNT TABOR RD,2018-08-02,2018-00014524,Traffic Hazard,Traffic,-80.3942661803,37.2771926172
UNION VALLEY RD  / CORRELL RD,2018-08-02,2018-00014529,Motor Vehicle Crash- W/Injuries,Traffic,-80.4280953919,37.0649730696
4000 BLOCK RINER RD,2018-08-02,2018-00014549,Reckless Driving,Traffic,-80.4411907586,37.0654038701
4000 BLOCK RINER RD,2018-08-02,2018-00016998,Reckless Driving,Traffic,-80.4411907586,37.0654038701
1300 BLOCK SMITH CREEK RD,2018-08-02,2018-00014560,Motor Vehicle Crash,Traffic,-80.42797898,37.093314991
FRIENDSHIP RD / ROANOKE RD,2018-08-02,2018-00014570,Traffic Hazard,Traffic,-80.2914730678,37.1653003003
4100 BLOCK PEARMAN RD,2018-08-02,2018-00014576,Motor Vehicle Crash,Traffic,-80.412771042,37.2791198964
6400 BLOCK INDIAN VALLEY RD,2018-08-02,2018-00014579,Motor Vehicle Crash,Traffic,-80.53219423,36.991817436
MCCOY RD  / PRICES FORK RD,2018-08-03,2018-00014583,Traffic Stop,Traffic,-80.4966845721,37.206844665
PRICES FORK RD  / THOMAS LN,2018-08-03,2018-00014584,Traffic Stop,Traffic,-80.4930452454,37.2085340524
MCCOY RD  / KEISTERS BRANCH RD,2018-08-03,2018-00014585,Traffic Stop,Traffic,-80.5044706036,37.2090901146
4300 BLOCK PRICES FORK RD,2018-08-03,2018-00014587,Traffic Stop,Traffic,-80.4945195172,37.208176407
3000 BLOCK RINER RD,2018-08-03,2018-00014588,Traffic Stop,Traffic,-80.4496737824,37.0916168019
MASS CIR / LAGOON DR,2018-08-03,2018-00014590,Traffic Stop,Traffic,-80.4989673592,37.1738526097
PEPPERS FERRY RD / DOMINION DR,2018-08-03,2018-00017058,Traffic Stop,Traffic,-80.4574755876,37.1660997215
3800 BLOCK SOUTH MAIN ST,2018-08-03,2018-00014604,Traffic Stop,Traffic,-80.4099083673,37.1832345556
NOLEN RD  / PEPPERS FERRY RD,2018-08-03,2018-00017059,Traffic Stop,Traffic,-80.4552163054,37.1653099355
RADFORD RD  / FIRE TOWER RD,2018-08-03,2018-00014606,Traffic Stop,Traffic,-80.5006071554,37.1298514679
4300 BLOCK PRICES FORK RD,2018-08-03,2018-00014609,Traffic Stop,Traffic,-80.4926443003,37.2076615923
4500 BLOCK OLD PIKE RD,2018-08-03,2018-00014614,Radar,Traffic,-80.3549821107,37.0482307586
PEPPERS FERRY RD / VICKER SWITCH RD,2018-08-03,2018-00017069,Reckless Driving,Traffic,-80.471893459,37.1705669359
PEPPERS FERRY RD / VICKER SWITCH RD,2018-08-03,2018-00014615,Reckless Driving,Traffic,-80.471893459,37.1705669359
4400 BLOCK OLD PIKE RD,2018-08-03,2018-00014616,Traffic Stop,Traffic,-80.3557939936,37.0497239648
CHRISMAN MILL RD  / DOMINION DR,2018-08-03,2018-00014624,Traffic Stop,Traffic,-80.4549368765,37.1633398532
DOMINION DR / PEPPERS FERRY RD,2018-08-03,2018-00014626,Traffic Stop,Traffic,-80.4503652517,37.1636495368
DOMINION DR / PEPPERS FERRY RD,2018-08-03,2018-00017072,Traffic Stop,Traffic,-80.4503652517,37.1636495368
NOLEN RD  / PEPPERS FERRY RD,2018-08-03,2018-00017085,Traffic Stop,Traffic,-80.4552163054,37.1653099355
DOMINION DR / PEPPERS FERRY RD,2018-08-03,2018-00017087,Traffic Stop,Traffic,-80.4503652517,37.1636495368
,2018-08-03,2018-00014633,Reckless Driving,Traffic,-80.4148551659,37.1656829369
,2018-08-03,2018-00017089,Reckless Driving,Traffic,-80.4148551659,37.1656829369
,2018-08-03,2018-00017091,Traffic Stop,Traffic,-80.4159902198,37.1677621504
1500 BLOCK MOUNT TABOR RD,2018-08-03,2018-00014636,Radar,Traffic,-80.3941995337,37.2698000725
CHRISMAN MILL RD  / DOMINION DR,2018-08-03,2018-00014644,Traffic Stop,Traffic,-80.4549368765,37.1633398532
1200 BLOCK HIGH ROCK HILL RD,2018-08-03,2018-00014654,Motor Vehicle Crash,Traffic,-80.3442932697,37.0573995875
PRICES FORK RD  / THOMAS LN,2018-08-03,2018-00014662,Traffic Stop,Traffic,-80.4930452454,37.2085340524
5100 BLOCK NORTH FORK RD,2018-08-03,2018-00014664,Motor Vehicle Crash,Traffic,-80.2405724514,37.2341048633
LIFE DR  / RINER RD,2018-08-04,2018-00014667,Motor Vehicle Crash,Traffic,-80.4238510791,37.1118741307
PANDAPAS POND RD / BRUSH MTN RD,2018-08-04,2018-00011825,Traffic Hazard,Traffic,-80.4417272041,37.2803189236
5300 BLOCK NORTH FORK RD,2018-08-04,2018-00014681,Traffic Stop,Traffic,-80.230135873,37.23404555
NORTH FORK RD / NEW RIDGE RD,2018-08-04,2018-00014682,Traffic Stop,Traffic,-80.2622808931,37.2388863075
5500 BLOCK NORTH FORK RD,2018-08-04,2018-00014686,Traffic Stop,Traffic,-80.2253767538,37.2365916764
ROANOKE RD / CROZIER RD,2018-08-04,2018-00014687,Traffic Stop,Traffic,-80.2357613964,37.206767336
6600 BLOCK ROANOKE RD,2018-08-04,2018-00014691,Traffic Stop,Traffic,-80.2611695211,37.1689306732
4500 BLOCK EASTERN MONTGOMERY LN,2018-08-04,2018-00014692,Traffic Stop,Traffic,-80.2335001599,37.1984740076
HIGHTOP RD  / HUCKLEBERRY LN,2018-08-04,2018-00014694,Motor Vehicle Crash,Traffic,-80.4172626941,37.18912939
ALLEGHANY SPRING RD / ROANOKE RD,2018-08-04,2018-00014697,Traffic Stop,Traffic,-80.2559284335,37.1678681621
ALLEGHANY SPRING RD / ROANOKE RD,2018-08-04,2018-00014703,Traffic Stop,Traffic,-80.2559284335,37.1678681621
WEEPING WILLOW LN / DARK RUN RD,2018-08-04,2018-00014708,Reckless Driving,Traffic,-80.2314593514,37.1787879682
OLD ROANOKE RD  / CLOWERS DR,2018-08-04,2018-00014707,Traffic Stop,Traffic,-80.2139936394,37.221727701
1400 BLOCK RADFORD RD,2018-08-04,2018-00017214,Traffic Stop,Traffic,-80.4394633704,37.1277070772
PEPPERS FERRY RD  / ARSENAL CIR,2018-08-04,2018-00014722,Reckless Driving,Traffic,-80.5401476694,37.1675645362
37192178027400 BLOCK 19217 80 27432,2018-08-04,2018-00014723,Reckless Driving,Traffic,-80.2744320359,37.1925211468
6600 BLOCK ROANOKE RD,2018-08-04,2018-00014727,Traffic Stop,Traffic,-80.2607403574,37.1689079617
1600 BLOCK THOMAS LN,2018-08-04,2018-00014728,Traffic Stop,Traffic,-80.4926443003,37.2076615923
,2018-08-04,2018-00014730,Traffic Stop,Traffic,-80.3487735369,37.1434889097
4300 BLOCK PRICES FORK RD,2018-08-04,2018-00013807,Traffic Stop,Traffic,-80.4945195172,37.208176407
4300 BLOCK PRICES FORK RD,2018-08-04,2018-00014731,Traffic Stop,Traffic,-80.4945195172,37.208176407
1500 BLOCK MUD PIKE,2018-08-05,2018-00014734,Traffic Stop,Traffic,-80.4293043504,37.1168265759
1500 BLOCK MUD PIKE,2018-08-05,2018-00017240,Traffic Stop,Traffic,-80.4293043504,37.1168265759
RADFORD RD  / BLAIR ST,2018-08-05,2018-00014735,Traffic Stop,Traffic,-80.4944815823,37.1296863165
RADFORD RD  / TESTERMAN DR,2018-08-05,2018-00014736,Traffic Stop,Traffic,-80.5054964946,37.1290528155
COVE HOLLOW RD  / ROANOKE RD,2018-08-05,2018-00014738,Traffic Stop,Traffic,-80.1998247653,37.2309771737
RINER RD  / TURNBERRY LN,2018-08-05,2018-00014741,Traffic Stop,Traffic,-80.4490581568,37.0742851124
3700 BLOCK PRICES FORK RD,2018-08-05,2018-00014743,Traffic Stop,Traffic,-80.4751705916,37.2133454162
RADFORD RD  / SILVER LAKE RD,2018-08-05,2018-00017259,Traffic Stop,Traffic,-80.4484923739,37.1297048838
1300 BLOCK ROCK RD,2018-08-05,2018-00014752,Traffic Stop,Traffic,-80.5128035193,37.1268036871
1800 BLOCK FIRE TOWER RD,2018-08-05,2018-00014753,Traffic Stop,Traffic,-80.4976205099,37.1212894764
000 BLOCK RD INTERSTATE 81 N RAMP,2018-08-05,2018-00014755,Traffic Stop,Traffic,-80.5072942929,37.0949983582
BRUSH MTN RD / PANDAPAS POND RD,2018-08-05,2018-00014760,Traffic Stop,Traffic,-80.4417272041,37.2803189236
RINER RD  / UNION VALLEY RD,2018-08-05,2018-00014764,Traffic Stop,Traffic,-80.4411614191,37.066580577
OLD ROUGH RD  / RINER RD,2018-08-05,2018-00014766,Traffic Stop,Traffic,-80.4400731691,37.0545118253
5200 BLOCK NORTH FORK RD,2018-08-05,2018-00014772,Reckless Driving,Traffic,-80.2359689483,37.2332576135
3000 BLOCK RINER RD,2018-08-05,2018-00014773,Traffic Stop,Traffic,-80.4496737824,37.0916168019
RINER RD  / TURNBERRY LN,2018-08-05,2018-00014774,Traffic Stop,Traffic,-80.4490581568,37.0742851124
,2018-08-05,2018-00014775,Traffic Hazard,Traffic,-80.3924313293,37.1457615259
,2018-08-05,2018-00014781,Traffic Stop,Traffic,-80.4159902198,37.1677621504
,2018-08-05,2018-00014784,Traffic Stop,Traffic,-80.4148551659,37.1656829369
,2018-08-05,2018-00014787,Traffic Stop,Traffic,-80.51239197,37.0976267648
SPLIT RAIL RD / MOUNT PLEASANT RD,2018-08-05,2018-00000453,Motor Vehicle Crash- W/Injuries,Traffic,-80.2983980176,37.1135825098
SPLIT RAIL RD / MOUNT PLEASANT RD,2018-08-05,2018-00000137,Motor Vehicle Crash- W/Injuries,Traffic,-80.2983980176,37.1135825098
SPLIT RAIL RD / MOUNT PLEASANT RD,2018-08-05,2018-00014791,Motor Vehicle Crash- W/Injuries,Traffic,-80.2983980176,37.1135825098
SPLIT RAIL RD / MOUNT PLEASANT RD,2018-08-05,2018-00002594,Motor Vehicle Crash- W/Injuries,Traffic,-80.2983980176,37.1135825098
SPLIT RAIL RD / MOUNT PLEASANT RD,2018-08-05,2018-00000644,Motor Vehicle Crash- W/Injuries,Traffic,-80.2983980176,37.1135825098
RINER RD  / HARVEST RD,2018-08-05,2018-00014801,Reckless Driving,Traffic,-80.4283069223,37.0262700601
BROOKSIDE DR  / FIRE TOWER RD,2018-08-05,2018-00014802,Traffic Stop,Traffic,-80.5001309538,37.1284078823
2900 BLOCK RADFORD RD,2018-08-05,2018-00014804,Traffic Stop,Traffic,-80.4926698231,37.1299626367
PEPPERS FERRY RD  / ROLLING HILLS DR,2018-08-06,2018-00017383,Traffic Stop,Traffic,-80.4604211483,37.1671252483
,2018-08-06,2018-00014822,Traffic Hazard,Traffic,-80.4537534371,37.1078377843
9300 BLOCK ROANOKE RD,2018-08-06,2018-00014827,Traffic Stop,Traffic,-80.2309743732,37.2175459814
1700 BLOCK JEFFERSON FOREST LN,2018-08-06,2018-00014829,Hit and Run,Traffic,-80.4064264333,37.3007020265
9600 BLOCK ROANOKE RD,2018-08-06,2018-00014843,Reckless Driving,Traffic,-80.223327147,37.225676417
NORTH FORK RD / ROANOKE RD,2018-08-07,2018-00014855,Traffic Stop,Traffic,-80.2125629904,37.2261181587
PEPPERS FERRY RD  / WALTON RD,2018-08-07,2018-00014866,Reckless Driving,Traffic,-80.5159117989,37.1714863415
,2018-08-07,2018-00000139,Motor Vehicle Crash- W/Injuries,Traffic,-80.2664164785,37.2040589917
,2018-08-07,2018-00000458,Motor Vehicle Crash- W/Injuries,Traffic,-80.2664164785,37.2040589917
10400 BLOCK ROANOKE RD,2018-08-07,2018-00014884,Traffic Hazard,Traffic,-80.1953752573,37.2330217064
VICKER SWITCH RD / PEPPERS FERRY RD,2018-08-07,2018-00014888,Reckless Driving,Traffic,-80.4964428001,37.1710037319
1800 BLOCK BIG SPRING DR,2018-08-07,2018-00014892,Traffic Hazard,Traffic,-80.230208797,37.2197802905
2100 BLOCK VIEWLAND CIR,2018-08-07,2018-00014895,Reckless Driving,Traffic,-80.4547107561,37.1113991053
ROANOKE RD / NORTH FORK RD,2018-08-07,2018-00017472,Motor Vehicle Crash,Traffic,-80.2125629904,37.2261181587
ROANOKE RD / NORTH FORK RD,2018-08-07,2018-00000460,Motor Vehicle Crash- W/Injuries,Traffic,-80.2125629904,37.2261181587
DOMINION DR / PEPPERS FERRY RD,2018-08-08,2018-00017503,Traffic Stop,Traffic,-80.4574755876,37.1660997215
,2018-08-08,2018-00014909,Traffic Stop,Traffic,-80.405039099,37.1521942224
MCCOY RD  / LONG SHOP RD,2018-08-08,2018-00014916,Traffic Stop,Traffic,-80.5529581119,37.2102792447
BLOSSOM TRL W  / CHERRY LN,2018-08-08,2018-00014918,Reckless Driving,Traffic,-80.3929259395,37.2377247448
5200 BLOCK PRICES FORK RD,2018-08-08,2018-00014919,Traffic Stop,Traffic,-80.5149834,37.184014685
6600 BLOCK ROANOKE RD,2018-08-08,2018-00014933,Traffic Stop,Traffic,-80.2629959995,37.1699748683
7600 BLOCK ROANOKE RD,2018-08-08,2018-00014939,Traffic Hazard,Traffic,-80.2407225142,37.1732090096
GEORGES RUN RD  / MOUNT PLEASANT RD,2018-08-08,2018-00014938,Traffic Hazard,Traffic,-80.3098179121,37.1365547573
ROANOKE RD / CROZIER RD,2018-08-08,2018-00014942,Traffic Hazard,Traffic,-80.2357613964,37.206767336
JENNELLE RD  / SOUTH MAIN ST,2018-08-08,2018-00014948,Traffic Stop,Traffic,-80.4133068081,37.1796954781
RADFORD RD / PLUM CREEK RD,2018-08-08,2018-00014951,Traffic Hazard,Traffic,-80.4667629484,37.1323078279
1200 BLOCK CHRISMAN MILL RD,2018-08-08,2018-00014950,Motor Vehicle Crash,Traffic,-80.4468074775,37.1480910265
5800 BLOCK RINER RD,2018-08-08,2018-00014953,Traffic Hazard,Traffic,-80.4301353547,37.0257526418
3100 BLOCK PEPPERS FERRY RD,2018-08-08,2018-00014959,Motor Vehicle Crash,Traffic,-80.5115027271,37.1711990984
HARDING RD  / HAPPY HOLLOW RD,2018-08-08,2018-00014960,Motor Vehicle Crash,Traffic,-80.3877722555,37.2465206179
700 BLOCK JENNELLE RD,2018-08-08,2018-00014967,Motor Vehicle Crash,Traffic,-80.3901952992,37.1854826842
1200 BLOCK NORTH FORK RD,2018-08-08,2018-00014973,Traffic Stop,Traffic,-80.3501554999,37.1870845513
RADFORD RD  / TESTERMAN DR,2018-08-08,2018-00014980,Traffic Stop,Traffic,-80.5054964946,37.1290528155
RADFORD RD  / ELK DR NW,2018-08-08,2018-00014985,Traffic Stop,Traffic,-80.4375415786,37.1272845003
RADFORD RD / LYNNWOOD LN,2018-08-08,2018-00014986,Traffic Stop,Traffic,-80.4551176718,37.1314906555
3800 BLOCK MCCOY RD,2018-08-08,2018-00014989,Traffic Stop,Traffic,-80.5181176145,37.2100333907
10400 BLOCK ROANOKE RD,2018-08-09,2018-00014994,Traffic Stop,Traffic,-80.1953752573,37.2330217064
RINER RD  / CLOVERLEA DR,2018-08-09,2018-00017615,Reckless Driving,Traffic,-80.445714635,37.0719752744
RINER RD  / CLOVERLEA DR,2018-08-09,2018-00014997,Reckless Driving,Traffic,-80.445714635,37.0719752744
7600 BLOCK ROANOKE RD,2018-08-09,2018-00015000,Traffic Stop,Traffic,-80.2407225142,37.1732090096
ROANOKE RD / CROZIER RD,2018-08-09,2018-00015002,Traffic Stop,Traffic,-80.2357613964,37.206767336
MOUNT TABOR RD  / COAL BANK HOLLOW RD,2018-08-09,2018-00015008,Radar,Traffic,-80.3942661803,37.2771926172
MARSH RD / BISHOP RD,2018-08-09,2018-00015009,Traffic Stop,Traffic,-80.3926122136,37.2648458456
NOLEN RD  / PEPPERS FERRY RD,2018-08-09,2018-00015012,Traffic Stop,Traffic,-80.4552163054,37.1653099355
NOLEN RD  / PEPPERS FERRY RD,2018-08-09,2018-00017632,Traffic Stop,Traffic,-80.4552163054,37.1653099355
1600 BLOCK BISHOP RD,2018-08-09,2018-00015013,Traffic Stop,Traffic,-80.3943218099,37.2650658684
9400 BLOCK ROANOKE RD,2018-08-09,2018-00015014,Traffic Stop,Traffic,-80.2285369732,37.2209418855
ROANOKE RD / CROZIER RD,2018-08-09,2018-00015015,Traffic Stop,Traffic,-80.2357613964,37.206767336
RIFFE ST / ROANOKE RD,2018-08-09,2018-00015016,Traffic Stop,Traffic,-80.2371065041,37.1790707598
3000 BLOCK CATAWBA RD,2018-08-09,2018-00015018,Motor Vehicle Crash,Traffic,-80.299412156,37.2836857715
,2018-08-09,2018-00015020,Traffic Stop,Traffic,-80.2349410493,37.2359599248
NOLEN RD  / PEPPERS FERRY RD,2018-08-09,2018-00017640,Traffic Stop,Traffic,-80.4552163054,37.1653099355
DOMINION DR / PEPPERS FERRY RD,2018-08-09,2018-00017644,Traffic Stop,Traffic,-80.4503652517,37.1636495368
3400 BLOCK RINER RD,2018-08-09,2018-00000351,Motor Vehicle Crash- W/Injuries,Traffic,-80.4526464951,37.0803201374
3400 BLOCK RINER RD,2018-08-09,2018-00000109,Motor Vehicle Crash- W/Injuries,Traffic,-80.4526464951,37.0803201374
3400 BLOCK RINER RD,2018-08-09,2018-00015027,Motor Vehicle Crash- W/Injuries,Traffic,-80.4526464951,37.0803201374
FLICK DR / ALLEGHANY SPRING RD,2018-08-09,2018-00015034,Traffic Stop,Traffic,-80.2658795134,37.1420503126
BISHOP RD  / INDIAN MEADOW DR,2018-08-09,2018-00015036,Reckless Driving,Traffic,-80.3779879749,37.2655823292
900 BLOCK LUSTERS GATE RD,2018-08-09,2018-00017665,DUI,Traffic,-80.3664217514,37.1917889678
900 BLOCK LUSTERS GATE RD,2018-08-09,2018-00012047,DUI,Traffic,-80.3664217514,37.1917889678
900 BLOCK LUSTERS GATE RD,2018-08-09,2018-00015044,DUI,Traffic,-80.3664217514,37.1917889678
3800 BLOCK MOUNT TABOR RD,2018-08-09,2018-00015045,DUI,Traffic,-80.3298142734,37.3013796359
200 BLOCK TURTLE XING,2018-08-09,2018-00015048,DUI,Traffic,-80.4960807229,37.174731325
1400 BLOCK RADFORD RD,2018-08-09,2018-00015050,Traffic Stop,Traffic,-80.4375415786,37.1272845003
