COUNTY SHERIFFS & STATE POLICE,POPULATION ,"INCIDENT RATE PER 100,000",TOTAL INCIDENTS ,Murder and Non-negligent Manslaughter ,Kidnaping/Abduction ,Forcible Rape ,Other Forcible Sex Offenses,Robbbery,Aggravated Assault,Simple Assault/Intimidation,Arson,Extortion/Blackmail,Burglary,Larceny,Motor Vehicle Theft,Counterfeiting/Forgery,Fraud,Embezzlement,Stolen Property,Destruction/Damage/Vandalism,Drug/Narcotic Offenses,Non-forcible Sex Offenses,Pornography,Gambling,Prostitution,Bribery,Weapon Law Violation
Greene County SO,19042,3397.75,647,3,0,2,11,2,19,215,2,0,24,216,12,9,24,10,0,131,51,0,2,0,0,0,8
State Police,,,42,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,1,34,0,0,0,0,0,0
Greensville County SO,12131,2695.57,327,1,1,5,1,3,8,52,0,0,53,109,7,4,6,0,2,68,44,0,0,0,0,0,6
State Police,,,25,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,26,0,0,0,0,0,1
Halifax County SO,26733,3400.29,909,1,3,7,34,4,23,198,4,0,131,303,34,5,38,0,4,226,52,1,1,0,0,1,13
State Police,,,91,0,0,0,0,0,0,1,0,0,1,5,1,0,5,0,0,0,79,0,0,0,0,0,3
Hanover County SO,93479,2906.53,2717,2,9,2,28,6,43,727,2,0,124,948,51,58,189,20,19,378,436,2,4,0,3,0,59
State Police,,,104,0,0,1,0,0,1,3,0,0,0,2,1,2,44,0,1,0,63,0,0,0,0,0,5
Henry County SO,53867,5437.46,2929,7,5,9,16,21,133,466,7,0,399,1076,75,78,219,14,1,406,232,3,8,0,0,0,67
State Police,,,26,0,0,0,0,0,0,0,0,0,0,2,1,2,11,0,0,0,10,0,0,0,0,0,0
Highland County SO,2295,1350.76,31,0,0,0,0,0,1,4,0,0,2,7,0,0,0,0,0,20,0,0,0,0,0,0,0
State Police,,,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0
Isle of Wight County SO,24742,3431.41,849,0,4,4,7,6,20,204,2,0,97,267,21,8,58,3,0,120,46,2,0,0,1,0,23
State Police,,,15,0,0,0,0,0,1,0,0,0,1,2,0,0,8,0,0,0,4,0,0,0,0,0,1
King & Queen County SO,7049,2567.74,181,0,0,1,6,0,10,53,0,1,27,34,5,0,6,2,1,13,42,0,0,0,0,0,4
State Police,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
King George County SO,23333,3947.19,921,0,2,8,20,4,10,242,2,0,66,251,23,5,43,1,5,203,114,0,0,0,0,0,9
State Police,,,14,0,0,0,0,0,1,4,0,0,0,3,0,0,0,1,0,1,4,0,0,0,0,0,1
King William County SO,12853,1610.51,207,0,3,2,1,3,2,67,0,0,48,53,4,0,4,1,1,6,27,0,0,0,0,0,10
State Police,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lancaster County SO,9624,2784.7,268,1,2,5,3,0,5,41,1,0,34,84,3,1,16,1,0,70,21,0,0,0,0,0,4
State Police,,,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Lee County SO,22861,1561.61,357,1,0,4,0,1,26,88,0,0,37,157,6,13,6,3,0,24,14,0,0,0,0,0,1
State Police,,,11,0,0,0,1,0,0,0,1,0,0,0,2,0,3,0,0,0,5,0,0,0,0,0,0
Loudoun County SO,273321,2701.95,7385,1,27,45,72,36,156,1861,27,3,272,2409,140,82,731,53,15,1455,1061,7,10,0,7,0,91
State Police,,,40,0,0,0,1,0,0,1,0,0,0,1,1,1,7,0,0,0,28,0,0,0,0,0,1
Louisa County SO,31901,2203.69,703,0,1,10,9,0,18,188,0,0,64,261,0,15,36,2,1,100,42,0,4,0,0,0,16
State Police,,,79,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,1,75,0,0,0,0,0,0
Lunenburg County SO,9985,2123.18,212,0,2,3,2,1,5,60,1,0,40,66,13,0,4,1,0,32,13,1,1,0,0,0,4
State Police,,,64,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,61,0,0,0,0,0,0
Madison County SO,13424,2607.27,350,3,1,1,9,2,9,115,1,1,19,95,7,6,14,0,1,56,31,0,9,0,0,0,11
State Police,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
Mathews County SO,8937,2618.32,234,0,2,2,1,0,4,70,0,0,27,82,5,1,7,0,0,47,16,0,0,0,0,0,5
State Police,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,1
Mecklenburg County SO,24192,2752.97,666,1,2,4,1,3,18,64,7,0,101,260,14,68,31,1,0,138,24,1,1,0,0,0,7
State Police,,,137,0,0,0,0,0,0,0,0,0,1,5,1,0,2,0,0,1,130,0,0,0,0,0,0
Middlesex County SO,11065,2476.27,274,1,2,1,4,4,7,41,0,0,35,124,8,1,12,1,1,38,15,0,5,0,1,0,8
State Police,,,25,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,22,0,0,0,0,0,0
Montgomery County SO,31335,4531.67,1420,0,2,11,20,1,20,464,6,0,144,358,17,13,79,6,6,285,264,0,4,0,1,0,29
State Police,,,166,1,0,0,0,0,5,1,0,0,0,2,0,1,5,0,0,0,151,0,0,0,1,0,1
Nelson County SO,15092,2782.93,420,1,4,1,11,0,4,105,0,0,45,135,13,1,36,4,0,83,28,0,1,0,0,0,7
State Police,,,28,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,1,19,0,0,0,0,0,1
New Kent County SO,18827,3850.85,725,0,8,5,10,1,24,172,0,0,54,191,10,27,100,8,6,163,69,0,1,0,0,0,19
State Police,,,17,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,20,0,0,0,0,0,2
Northampton County SO,9964,3352.06,334,0,3,1,2,3,11,71,0,0,59,123,7,7,23,0,1,48,4,0,1,0,0,0,10
State Police,,,56,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,44,0,0,0,0,0,3
Northumberland County SO,12449,2867.7,357,0,2,2,5,2,6,105,2,0,39,101,9,9,25,5,0,37,30,0,2,0,1,0,13
State Police,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nottoway County SO,9528,2172.54,207,0,0,0,1,1,6,39,3,0,20,65,6,2,5,1,1,36,44,0,0,0,0,0,2
State Police,,,8,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Orange County SO,27498,1545.56,425,0,0,3,6,2,10,71,1,0,39,185,10,7,6,1,2,91,36,1,1,0,0,0,8
State Police,,,94,0,0,0,0,1,4,6,1,0,0,3,1,0,6,1,0,3,73,1,0,0,0,0,0
Page County SO,15198,3539.93,538,0,3,5,11,1,6,78,7,0,58,142,3,10,23,5,3,89,160,0,10,0,0,0,5
State Police,,,78,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2,72,0,0,0,0,0,1
Patrick County SO,18635,3294.87,614,0,1,2,7,0,20,118,2,0,85,257,32,7,33,2,1,96,23,0,0,0,0,0,18
State Police,,,10,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,4,0,0,0,0,0,1
Pittsylvania County SO,59146,2698.4,1596,4,6,10,37,9,22,453,4,1,243,401,28,13,32,7,0,266,223,0,2,0,1,0,43
State Police,,,44,0,0,0,0,0,10,0,0,0,2,4,13,0,12,1,0,2,11,0,0,0,0,0,1
Powhatan County SO,28290,1884.05,533,3,0,3,6,1,7,91,2,0,79,151,13,6,20,4,1,113,85,0,1,0,0,0,6
State Police,,,33,0,0,0,0,0,10,8,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,1
Prince Edward County SO,15302,1039.07,159,0,2,2,4,2,8,58,1,0,18,38,7,3,6,0,0,25,8,0,1,0,0,0,4
State Police,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulaski County SO,23015,7217.03,1661,0,2,5,22,2,26,454,2,1,116,597,21,47,223,20,5,255,183,0,4,0,0,0,15
State Police,,,46,0,0,1,0,0,0,3,0,0,0,11,0,0,2,3,0,2,28,0,0,0,0,0,3
Rappahannock County SO,7410,3036.43,225,0,1,0,1,0,4,64,2,0,18,52,5,3,8,1,1,36,50,0,1,0,0,0,6
State Police,,,28,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,25,0,0,0,0,0,1
Richmond County SO,7725,1346.27,104,0,0,2,1,0,8,31,0,0,10,21,5,0,6,1,1,16,7,0,2,0,0,0,0
State Police,,,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
Rockbridge County SO,21022,2806.58,590,0,1,2,4,3,18,92,2,0,49,212,10,5,27,7,1,109,75,4,0,0,0,0,13
State Police,,,32,0,0,0,0,0,0,2,1,0,0,4,0,0,2,0,1,1,20,0,0,0,0,0,3
Rockingham County SO,58516,1027.06,601,1,6,17,28,1,23,68,4,0,75,200,7,13,31,7,16,118,61,0,8,0,0,0,14
State Police,,,180,0,0,0,1,1,2,1,0,0,0,9,18,0,6,0,1,3,141,0,0,0,0,0,11
Russell County SO,24141,3185.45,769,3,1,6,8,2,16,198,7,1,100,208,11,6,30,6,0,99,126,1,1,0,0,0,7
State Police,,,13,0,0,0,0,0,0,2,1,0,0,0,0,1,9,0,0,0,1,1,0,0,0,0,0
Scott County SO,19913,4318.78,860,1,2,6,13,3,12,158,1,1,126,307,22,24,41,1,6,151,112,0,1,0,1,0,17
State Police,,,23,0,0,0,1,0,1,2,1,0,1,2,1,1,4,2,0,2,5,0,0,0,0,0,0
Shenandoah Couty SO,25438,4025.47,1024,0,2,4,33,3,21,249,0,0,94,310,4,10,83,1,4,249,95,2,12,0,0,0,22
State Police,,,260,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,10,244,0,0,0,0,0,2
Smyth County SO,22278,3644.85,812,3,11,6,6,0,32,183,5,0,63,273,16,7,26,1,4,141,78,0,4,0,0,0,18
State Police,,,33,0,0,0,0,0,0,3,0,0,2,3,3,0,6,0,0,0,19,0,0,0,0,0,1
Southampton County SO,18150,3895.31,707,0,1,2,12,1,16,187,4,0,91,192,23,8,19,0,0,123,84,0,2,0,0,0,13
State Police,,,13,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,8,0,0,0,0,0,3
Spotsylvania County SO,123997,4854.14,6019,3,15,42,63,64,161,1403,10,0,272,2265,90,98,503,46,23,795,865,1,10,0,0,0,87
State Police,,,18,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,1
Stafford County SO,131067,3955.99,5185,2,23,34,71,29,107,1016,12,2,207,1688,105,116,503,37,15,1247,720,0,13,0,5,0,73
State Police,,,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
Surry County SO,6968,1865.67,130,0,0,1,2,0,13,39,0,0,23,26,5,2,5,0,0,23,6,0,1,0,0,0,5
State Police,,,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1
Sussex County SO,9907,3452.1,342,0,1,0,5,3,6,68,1,0,40,123,14,3,12,1,4,54,49,2,0,0,0,0,8
State Police,,,26,0,0,0,0,0,2,2,0,0,1,1,1,3,4,0,1,0,13,0,0,0,0,0,0
Tazewell County SO,27856,4175.04,1163,0,5,6,8,1,19,284,5,0,147,374,38,24,37,2,5,157,180,0,9,0,0,0,20
State Police,,,15,0,0,0,1,0,0,0,1,1,0,5,0,6,2,0,1,1,1,0,0,0,0,0,0
Warren County SO,23248,2907.77,676,0,1,8,10,2,9,120,2,0,37,260,18,14,22,4,1,141,70,0,1,0,0,1,13
State Police,,,302,0,0,0,1,0,2,1,0,0,0,1,0,2,2,0,0,1,294,0,0,0,0,0,6
Washington County SO,44718,4139.27,1851,1,9,11,17,3,17,324,7,2,217,761,32,73,187,10,8,219,155,2,1,0,0,1,30
State Police,,,18,0,0,0,0,0,4,1,0,0,0,0,1,0,6,0,1,1,6,0,0,0,0,0,0
Westmoreland County SO,13918,1523.2,212,0,1,1,0,1,8,77,0,4,14,53,7,2,3,1,2,45,35,0,0,0,0,0,5
State Police,,,3,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Wise County SO,26225,3935.17,1032,0,6,8,20,2,28,337,3,0,123,301,34,18,27,11,2,188,106,0,0,0,0,0,23
State Police,,,13,1,0,0,0,0,0,0,0,0,0,3,0,0,6,2,2,0,0,0,0,0,0,0,0
Wythe County SO,19697,2167.84,427,0,2,4,3,2,13,67,2,0,31,137,10,6,16,1,1,39,149,0,2,0,0,0,10
State Police,,,90,0,1,0,0,0,2,7,0,0,1,22,4,0,5,0,0,2,54,0,0,0,0,0,2
York County SO,65973,4142.6,2733,3,25,4,26,24,44,465,16,2,152,1050,33,52,284,51,11,532,229,1,10,0,1,0,30
State Police,,,85,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,82,0,0,0,0,0,3
"0-11 For those agencies without full year submission, footnote represents number of months of data submitted.",,,,,,,,,,,,,,,,,,,,,,,,,,,
