Date,Offense,Street,Sub,Zip,Area
8/27/2003,GAS THEFT,RICHMOND ROAD,229,23185,300
5/12/2003,GAS THEFT,RICHMOND ROAD,229,23185,300
11/10/2003,GAS THEFT,RICHMOND ROAD,229,23185,300
3/31/2003,GAS THEFT,RICHMOND ROAD,229,23185,300
11/30/2003,GAS THEFT,RICHMOND ROAD,229,23185,300
9/1/2003,GAS THEFT,RICHMOND ROAD,229,23185,300
4/22/2003,GRAND LARCENY,RICHMOND ROAD,229,23185,300
8/29/2003,GRAND LARCENY,RICHMOND ROAD,229,23185,300
9/2/2003,GRAND LARCENY,RICHMOND ROAD,229,23185,300
1/22/2003,GRAND LARCENY,RICHMOND ROAD,229,23185,300
6/25/2003,GRAND LARCENY,RICHMOND ROAD,229,23185,300
11/3/2003,GRAND LARCENY,RICHMOND ROAD,229,23185,300
2/19/2003,IDENTITY FRAUD > $200 OR IMPRISONMENT OF VICTIM,RICHMOND ROAD,229,23185,300
8/2/2003,IMPERSONATING LAW ENFORCEMENT OFFICER,RICHMOND ROAD,229,23185,300
5/24/2003,"LARCENY,FROM MOTOR VEHICLE",RICHMOND ROAD,229,23185,300
11/19/2003,"LARCENY,FROM MOTOR VEHICLE",RICHMOND ROAD,229,23185,300
2/17/2003,LOST PROPERTY,RICHMOND ROAD,229,23185,300
4/9/2003,LOST PROPERTY,RICHMOND ROAD,229,23185,300
5/6/2003,MAIMING,RICHMOND ROAD,229,23185,300
6/24/2003,OBSTRUCTING JUSTICE,RICHMOND ROAD,229,23185,300
4/17/2003,PETIT LARCENY,RICHMOND ROAD,229,23185,300
6/9/2003,PETIT LARCENY,RICHMOND ROAD,229,23185,300
5/26/2003,PETIT LARCENY,RICHMOND ROAD,229,23185,300
7/10/2003,PETIT LARCENY,RICHMOND ROAD,229,23185,300
10/15/2003,PETIT LARCENY,RICHMOND ROAD,229,23185,300
10/7/2003,PETIT LARCENY,RICHMOND ROAD,229,23185,300
1/3/2003,PETIT LARCENY,RICHMOND ROAD,229,23185,300
7/15/2003,PETIT LARCENY,RICHMOND ROAD,229,23185,300
3/29/2003,PETIT LARCENY,RICHMOND ROAD,229,23185,300
9/11/2003,PETIT LARCENY,RICHMOND ROAD,229,23185,300
1/7/2003,RECOVERED VEHICLE-STOLEN OTHER,RICHMOND ROAD,229,23185,300
6/7/2003,TRESPASSING,RICHMOND ROAD,229,23185,300
8/12/2003,GAS THEFT,RICHMOND ROAD,229,23185,300
2/3/2003,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE",RICHMOND ROAD @ AIRPORT ROAD,229,23185,300
12/12/2003,"ASSAULT, SIMPLE",RICHWINE DRIVE,244,23185,300
8/18/2003,"BURGLARY, RESIDENTIAL",RIDGECREST CIRCLE,196,23185,300
8/18/2003,GRAND LARCENY,RIDGECREST CIRCLE,196,23185,300
1/19/2003,CITIZEN REQUESTED ASSISTANCE,RIPLEY ROAD,79,23185,300
4/26/2003,DRIVING UNDER THE INFLUENCE OF ALCOHOL,ROCHAMBEAU,229,23185,300
1/11/2003,DRUNK IN PUBLIC,ROCHAMBEAU & BARLOW,229,23185,300
11/2/2003,CITIZEN REQUESTED ASSISTANCE,ROLLING HILLS DRIVE,40,23185,300
11/29/2003,DEAD ON ARRIVAL,ROLLING HILLS DRIVE,40,23185,300
11/9/2003,DRIVING UNDER THE INFLUENCE OF ALCOHOL,RT 132,229,23185,300
5/26/2003,DRIVING UNDER THE INFLUENCE OF ALCOHOL,RT 132/BYPASS ROAD,229,23185,300
5/26/2003,RECKLESS - GENERAL,RT 132/BYPASS ROAD,229,23185,300
5/26/2003,REFUSE BLOOD/BREATH TEST,RT 132/BYPASS ROAD,229,23185,300
10/24/2003,RECKLESS - GENERAL,RT 199 AND I 64 OFF RAMP,229,23185,300
2/9/2003,CITIZEN REQUESTED ASSISTANCE,RT 199 AND RT 143,,23185,300
8/19/2003,"DAMAGE PROPERTY, PRIVATE",RT 199 EAST/PHOENIX CIRCLE,,23185,300
4/19/2003,DRIVING W/SUSPENDED OR REVOKED LICENSE,RT 199 OFF RAMP AT MOORETOWN R,,23185,300
4/19/2003,POSSESSION OF MARIJUANA,RT 199 OFF RAMP AT MOORETOWN R,,23185,300
4/19/2003,RECKLESS - GENERAL,RT 199 OFF RAMP AT MOORETOWN R,,23185,300
11/15/2003,DAMAGE PROPERTY,"RT 199, BLOCK OF",,23185,300
3/16/2003,DRIVING UNDER THE INFLUENCE OF ALCOHOL,RT 60,,23185,300
5/11/2003,DRUNK IN PUBLIC,RT 60,229,23185,300
11/12/2003,DRIVING W/SUSPENDED OR REVOKED LICENSE,RT 60 @ LIGHTFOOT POST OFFICE,229,23185,300
11/5/2003,CITIZEN REQUESTED ASSISTANCE,RT 64 AT BUSCH EXIT,,23185,
7/31/2003,CITIZEN REQUESTED ASSISTANCE,RT F139/PENNIMAN ROAD,,23185,300
8/4/2003,CITIZEN REQUESTED ASSISTANCE,RT F139/PENNIMAN ROAD,,23185,300
5/14/2003,CITIZEN REQUESTED ASSISTANCE,RUSTY COURT,252,23185,300
6/13/2003,CITIZEN REQUESTED ASSISTANCE,RUSTY COURT,252,23185,300
12/8/2003,CITIZEN REQUESTED ASSISTANCE,SAXON ROAD,162,23185,300
12/11/2003,"DAMAGE PROPERTY, PRIVATE",SCHOONER BLVD,345,23185,300
12/11/2003,GRAND LARCENY,SCHOONER BLVD,345,23185,300
10/27/2003,GRAND LARCENY,SCHOONER BLVD,228,23185,300
10/27/2003,PETIT LARCENY,SCHOONER BLVD,229,23185,300
12/23/2003,"ASSAULT, SIMPLE",SECOND STREET,228,23185,300
7/8/2003,BAD CHECKS,SECOND STREET,228,23185,300
7/8/2003,BAD CHECKS,SECOND STREET,228,23185,300
7/8/2003,BAD CHECKS,SECOND STREET,228,23185,300
7/8/2003,BAD CHECKS,SECOND STREET,228,23185,300
5/27/2003,CITIZEN REQUESTED ASSISTANCE,SECOND STREET,228,23185,300
6/1/2003,CITIZEN REQUESTED ASSISTANCE,SECOND STREET,228,23185,300
4/30/2003,CREDIT CARD THEFT,SECOND STREET,228,23185,300
5/26/2003,"DAMAGE PROPERTY, PRIVATE",SECOND STREET,228,23185,300
5/7/2003,GAS THEFT,SECOND STREET,228,23185,300
12/23/2003,GAS THEFT,SECOND STREET,228,23185,300
4/13/2003,GAS THEFT,SECOND STREET,228,23185,300
7/15/2003,GAS THEFT,SECOND STREET,228,23185,300
11/19/2003,GRAND LARCENY,SECOND STREET,228,23185,300
10/17/2003,GRAND LARCENY,SECOND STREET,228,23185,300
1/3/2003,GRAND LARCENY,SECOND STREET,228,23185,300
8/5/2003,"LARCENY,FROM MOTOR VEHICLE",SECOND STREET,228,23185,300
5/26/2003,"LARCENY,FROM MOTOR VEHICLE",SECOND STREET,228,23185,300
7/3/2003,LOST PROPERTY,SECOND STREET,228,23185,300
7/17/2003,PETIT LARCENY,SECOND STREET,228,23185,300
11/22/2003,ROBBERY,SECOND STREET,228,23185,300
11/15/2003,DISCHARGE FIREARM IN PUBLIC PLACE,SEMPLE DRIVE,137,23185,300
12/8/2003,"ASSAULT, SIMPLE",SEMPLE ROAD,137,23185,300
12/30/2003,"BURGLARY, RESIDENTIAL",SHADDY BLUFF ROAD,350,23185,300
12/30/2003,GRAND LARCENY,SHADDY BLUFF ROAD,350,23185,300
1/31/2003,"FRAUD, ALL OTHERS",SHARPS LANE,116,23185,300
7/21/2003,GRAND LARCENY,SHARPS LANE,116,23185,300
5/9/2003,"LARCENY,FROM MOTOR VEHICLE",SHARPS LANE,116,23185,300
6/19/2003,RUNAWAY JUVENILE,SHARPS LANE,116,23185,300
11/23/2003,"DAMAGE PROPERTY, PRIVATE",SHEA LANE,161,23185,300
11/18/2003,CITIZEN REQUESTED ASSISTANCE,SHEPARD DRIVE,24,23185,300
5/1/2003,DEAD ON ARRIVAL,SHEPARD DRIVE,24,23185,300
11/5/2003,MAIMING,SHEPARD DRIVE,24,23185,300
10/6/2003,CITIZEN REQUESTED ASSISTANCE,SHEPPARD,24,23185,300
8/24/2003,"ASSAULT, SIMPLE, DOMESTIC",SHEPPARD DRIVE,24,23185,300
11/30/2003,CITIZEN REQUESTED ASSISTANCE,SHEPPARD DRIVE,24,23185,300
7/15/2003,"LARCENY,FROM MOTOR VEHICLE",SHEPPARD DRIVE,24,23185,300
1/9/2003,CITIZEN REQUESTED ASSISTANCE,SHERWOOD DRIVE,162,23185,300
3/28/2003,PETIT LARCENY,SIX PENCE COURT,162,23185,300
12/29/2003,PETIT LARCENY,SONOMA COURT,217,23185,300
9/3/2003,"ASSAULT, SIMPLE, DOMESTIC",SPRINGFIELD DRIVE,196,23185,300
4/27/2003,"BURGLARY, RESIDENTIAL",SPRINGFIELD DRIVE,196,23185,300
9/3/2003,"DAMAGE PROPERTY, PRIVATE",SPRINGFIELD DRIVE,196,23185,300
12/22/2003,CITIZEN REQUESTED ASSISTANCE,SPRINGFIELD ROAD,196,23185,300
9/19/2003,ABDUCTION & KIDNAPPING,STEWART DRIVE,244,23185,300
6/7/2003,"ASSAULT, SIMPLE",STEWART DRIVE,244,23185,300
9/19/2003,"ASSAULT, SIMPLE, DOMESTIC",STEWART DRIVE,244,23185,300
6/7/2003,"DAMAGE PROPERTY, PRIVATE",STEWART DRIVE,244,23185,300
5/30/2003,"DAMAGE PROPERTY, PRIVATE",STEWART DRIVE,244,23185,300
9/24/2003,"DAMAGE PROPERTY, PRIVATE",STEWART DRIVE,244,23185,300
5/2/2003,DEAD ON ARRIVAL,STEWART DRIVE,244,23185,300
1/15/2003,POSSESSION OF MARIJUANA,STEWART DRIVE,244,23185,300
9/19/2003,THREATEN BODILY HARM,STEWART DRIVE,244,23185,300
9/11/2003,GRAND LARCENY,STRATFORD DRIVE,227,23185,300
1/5/2003,"ASSAULT, SIMPLE, DOMESTIC",TAM O SHANTER BLVD,40,23185,300
2/4/2003,"BURGLARY, RESIDENTIAL",TAM O SHANTER BLVD,40,23185,300
8/7/2003,CITIZEN REQUESTED ASSISTANCE,TAM O SHANTER BLVD,40,23185,300
9/7/2003,"DAMAGE PROPERTY, PRIVATE",TAM O SHANTER BLVD,40,23185,300
11/19/2003,"DAMAGE PROPERTY, PRIVATE",TAM O SHANTER BLVD,40,23185,300
10/5/2003,DRIVING UNDER THE INFLUENCE OF ALCOHOL,TAM O SHANTER BLVD,40,23185,300
8/4/2003,"GRAFFITI ,PRIVATE PROPERTY",TAM O SHANTER BLVD,40,23185,300
2/4/2003,GRAND LARCENY,TAM O SHANTER BLVD,40,23185,300
12/15/2003,GRAND LARCENY,TAM O SHANTER BLVD,40,23185,300
3/19/2003,PETIT LARCENY,TAM O SHANTER BLVD,40,23185,300
5/13/2003,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION,TAM O SHANTER BLVD,40,23185,300
11/25/2003,THREATEN BODILY HARM,TAM O SHANTER BLVD,40,23185,300
7/8/2003,THREATEN BODILY HARM,TAM O SHANTER BLVD,40,23185,300
7/5/2003,"LARCENY,FROM MOTOR VEHICLE",THE COUNCIL,61,23185,300
9/13/2003,CITIZEN REQUESTED ASSISTANCE,THUNDERBIRD LANE,40,23185,300
9/11/2003,"DAMAGE PROPERTY, PRIVATE",THUNDERBIRD LANE,40,23185,300
6/8/2003,CITIZEN REQUESTED ASSISTANCE,TRACY COURT,253,23185,300
9/12/2003,"ASSAULT, SIMPLE, DOMESTIC",VALOR COURT,162,23185,300
9/20/2003,"LARCENY,FROM MOTOR VEHICLE",VINEYARD LANE,150,23185,300
7/7/2003,PETIT LARCENY,VINEYARD LANE,150,23185,300
10/9/2003,CREDIT CARD FRAUD,WALER MILL ROAD,229,23185,300
12/30/2003,"LARCENY,FROM MOTOR VEHICLE",WALER MILL ROAD,229,23185,300
11/5/2003,"ASSAULT, SIMPLE",WALLER MILL ROAD,229,23185,300
6/6/2003,"BURGLARY, BUSINESS",WALLER MILL ROAD,229,23185,300
1/19/2003,CITIZEN REQUESTED ASSISTANCE,WALLER MILL ROAD,229,23185,300
9/12/2003,CITIZEN REQUESTED ASSISTANCE,WALLER MILL ROAD,229,23185,300
6/16/2003,CITIZEN REQUESTED ASSISTANCE,WALLER MILL ROAD,229,23185,300
11/24/2003,CREDIT CARD FRAUD,WALLER MILL ROAD,229,23185,300
6/6/2003,"DAMAGE PROPERTY, BUSINESS",WALLER MILL ROAD,229,23185,300
6/3/2003,"DAMAGE PROPERTY, BUSINESS",WALLER MILL ROAD,229,23185,300
10/10/2003,"DAMAGE PROPERTY, PRIVATE",WALLER MILL ROAD,229,23185,300
11/11/2003,"DAMAGE PROPERTY, PRIVATE",WALLER MILL ROAD,229,23185,300
1/4/2003,DEAD ON ARRIVAL,WALLER MILL ROAD,229,23185,300
1/17/2003,DRUNK IN PUBLIC,WALLER MILL ROAD,229,23185,300
8/12/2003,EMBEZZLEMENT <$200,WALLER MILL ROAD,229,23185,300
11/12/2003,"FORGING, UTTERING",WALLER MILL ROAD,229,23185,300
8/25/2003,GRAND LARCENY,WALLER MILL ROAD,229,23185,300
10/10/2003,GRAND LARCENY,WALLER MILL ROAD,229,23185,300
8/10/2003,GRAND LARCENY,WALLER MILL ROAD,229,23185,300
12/18/2003,GRAND LARCENY,WALLER MILL ROAD,229,23185,300
12/30/2003,GRAND LARCENY,WALLER MILL ROAD,229,23185,300
10/16/2003,HIT AND RUN -PROPERTY DAMAGE,WALLER MILL ROAD,229,23185,300
11/23/2003,LARCENY OR THEFT -3RD OR SUBSQ OFFENSE,WALLER MILL ROAD,229,23185,300
8/18/2003,LOST PROPERTY,WALLER MILL ROAD,229,23185,300
10/27/2003,PETIT LARCENY,WALLER MILL ROAD,229,23185,300
11/12/2003,PETIT LARCENY,WALLER MILL ROAD,229,23185,300
8/12/2003,PETIT LARCENY,WALLER MILL ROAD,229,23185,300
11/11/2003,PETIT LARCENY,WALLER MILL ROAD,229,23185,300
3/15/2003,ROBBERY,WALLER MILL ROAD,229,23185,300
3/15/2003,USE OR DISPLAY FIREARM IN COMMISSION OF FELONY,WALLER MILL ROAD,229,23185,300
1/23/2003,VIOLATE PROTECTIVE ORDERS,WALLER MILL ROAD,229,23185,300
2/12/2003,VIOLATE PROTECTIVE ORDERS,WALLER MILL ROAD,229,23185,300
12/22/2003,"BURGLARY, BUSINESS",WARWICK COURT,16,23185,300
7/21/2003,"DAMAGE PROPERTY, BUSINESS",WARWICK COURT,16,23185,300
12/22/2003,"DAMAGE PROPERTY, BUSINESS",WARWICK COURT,16,23185,300
12/22/2003,PETIT LARCENY,WARWICK COURT,16,23185,300
12/22/2003,TRESPASSING,WARWICK COURT,16,23185,300
7/27/2003,ABUSE AND NEGLECT OF CHILDREN,WATER COUNTRY PARKWAY,220,23185,300
8/6/2003,ABUSE AND NEGLECT OF CHILDREN,WATER COUNTRY PARKWAY,220,23185,300
7/13/2003,"ASSAULT, SIMPLE",WATER COUNTRY PARKWAY,220,23185,300
7/13/2003,"ASSAULT, SIMPLE",WATER COUNTRY PARKWAY,220,23185,300
7/13/2003,"ASSAULT, SIMPLE",WATER COUNTRY PARKWAY,220,23185,300
7/25/2003,"ASSAULT, SIMPLE, DOMESTIC",WATER COUNTRY PARKWAY,220,23185,300
12/10/2003,BAD CHECKS,WATER COUNTRY PARKWAY,220,23185,300
7/6/2003,CITIZEN REQUESTED ASSISTANCE,WATER COUNTRY PARKWAY,220,23185,300
12/2/2003,CITIZEN REQUESTED ASSISTANCE,WATER COUNTRY PARKWAY,220,23185,300
8/10/2003,"DAMAGE PROPERTY, PRIVATE",WATER COUNTRY PARKWAY,220,23185,300
1/21/2003,"DAMAGE PROPERTY, PRIVATE",WATER COUNTRY PARKWAY,220,23185,300
11/25/2003,"DAMAGE PROPERTY, PRIVATE",WATER COUNTRY PARKWAY,220,23185,300
9/16/2003,"DAMAGE PROPERTY, PRIVATE",WATER COUNTRY PARKWAY,220,23185,300
6/20/2003,EMBEZZLEMENT >=$200,WATER COUNTRY PARKWAY,220,23185,300
7/10/2003,"FORGING, UTTERING",WATER COUNTRY PARKWAY,220,23185,300
8/31/2003,GRAND LARCENY,WATER COUNTRY PARKWAY,220,23185,300
7/10/2003,GRAND LARCENY,WATER COUNTRY PARKWAY,220,23185,300
7/26/2003,GRAND LARCENY,WATER COUNTRY PARKWAY,220,23185,300
8/23/2003,GRAND LARCENY,WATER COUNTRY PARKWAY,220,23185,300
10/9/2003,GRAND LARCENY,WATER COUNTRY PARKWAY,220,23185,300
12/3/2003,GRAND LARCENY,WATER COUNTRY PARKWAY,220,23185,300
6/27/2003,GRAND LARCENY,WATER COUNTRY PARKWAY,220,23185,300
6/27/2003,GRAND LARCENY,WATER COUNTRY PARKWAY,220,23185,300
9/16/2003,GRAND LARCENY,WATER COUNTRY PARKWAY,220,23185,300
8/10/2003,"LARCENY,FROM MOTOR VEHICLE",WATER COUNTRY PARKWAY,220,23185,300
1/21/2003,"LARCENY,FROM MOTOR VEHICLE",WATER COUNTRY PARKWAY,220,23185,300
6/7/2003,"LARCENY,FROM MOTOR VEHICLE",WATER COUNTRY PARKWAY,220,23185,300
7/11/2003,LOST PROPERTY,WATER COUNTRY PARKWAY,220,23185,300
6/25/2003,MOTOR VEHICLE THEFT,WATER COUNTRY PARKWAY,220,23185,300
1/24/2003,OBJECT SEXUAL PENETRATION,WATER COUNTRY PARKWAY,220,23185,300
7/12/2003,PETIT LARCENY,WATER COUNTRY PARKWAY,220,23185,300
9/29/2003,PETIT LARCENY,WATER COUNTRY PARKWAY,220,23185,300
7/22/2003,PETIT LARCENY,WATER COUNTRY PARKWAY,220,23185,300
6/24/2003,PETIT LARCENY,WATER COUNTRY PARKWAY,220,23185,300
6/12/2003,SEXUAL BATTERY,WATER COUNTRY PARKWAY,220,23185,300
11/30/2003,TRESPASSING,WATER COUNTRY PARKWAY,220,23185,300
6/13/2003,EMBEZZLEMENT >=$200,WATERCOUNTRY PARKWAY,228,23185,300
12/1/2003,CITIZEN REQUESTED ASSISTANCE,WEAVER ROAD,20,23185,300
3/31/2003,"LARCENY,FROM MOTOR VEHICLE",WEAVER ROAD,20,23185,300
4/25/2003,"DAMAGE PROPERTY, PRIVATE",WELLINGTON DRIVE,161,23185,300
8/23/2003,"DAMAGE PROPERTY, PRIVATE",WELLINGTON DRIVE,161,23185,300
6/23/2003,"DAMAGE PROPERTY, PRIVATE",WELLINGTON DRIVE,161,23185,300
9/12/2003,DEAD ON ARRIVAL,WELLINGTON DRIVE,161,23185,300
7/31/2003,CREDIT CARD FRAUD,WEST MAYNOR DRIVE,244,23185,300
7/31/2003,IDENTITY FRAUD > $200 OR IMPRISONMENT OF VICTIM,WEST MAYNOR DRIVE,244,23185,300
12/11/2003,"BURGLARY, RESIDENTIAL",WEST QUEENS,162,23185,300
12/11/2003,GRAND LARCENY,WEST QUEENS,162,23185,300
11/30/2003,DISCHARGE FIREARM IN PUBLIC PLACE,WEST QUEENS & CREEKSIDE,162,23185,300
4/11/2003,CITIZEN REQUESTED ASSISTANCE,WEST QUEENS DRIVE,162,23185,300
10/23/2003,CITIZEN REQUESTED ASSISTANCE,WEST QUEENS DRIVE,162,23185,300
11/12/2003,DAMAGE PROPERTY,WEST QUEENS DRIVE,162,23185,300
11/5/2003,"DAMAGE PROPERTY, PRIVATE",WEST QUEENS DRIVE,162,23185,300
10/3/2003,DEATH INVESTIGATION,WEST QUEENS DRIVE,162,23185,300
10/15/2003,GRAND LARCENY,WEST QUEENS DRIVE,162,23185,300
5/23/2003,GRAND LARCENY,WEST QUEENS DRIVE AT CREEKSIDE,162,23185,300
2/18/2003,GRAND LARCENY,WEST QUEENS DRIVE LAKE ACCESS,162,23185,300
10/1/2003,"ASSAULT, SIMPLE",WEST SEMPLE ROAD,137,23185,300
9/8/2003,GRAND LARCENY,WEST SEMPLE ROAD,137,23185,300
4/5/2003,CITIZEN REQUESTED ASSISTANCE,WESTOVER DRIVE,244,23185,300
8/23/2003,POSSESSION OF MARIJUANA,WILIAM CARTER ROAD,228,23185,300
11/25/2003,"ASSAULT, SIMPLE",WILKINS DRIVE,244,23185,300
6/29/2003,"ASSAULT, SIMPLE",WILKINS DRIVE,244,23185,300
5/17/2003,"ASSAULT, SIMPLE",WILKINS DRIVE,244,23185,300
5/21/2003,"ASSAULT, SIMPLE",WILKINS DRIVE,244,23185,300
5/26/2003,"ASSAULT, SIMPLE, DOMESTIC",WILKINS DRIVE,244,23185,300
7/20/2003,"ASSAULT, SIMPLE, DOMESTIC",WILKINS DRIVE,244,23185,300
5/4/2003,CITIZEN REQUESTED ASSISTANCE,WILKINS DRIVE,244,23185,300
7/9/2003,CITIZEN REQUESTED ASSISTANCE,WILKINS DRIVE,244,23185,300
2/7/2003,"DAMAGE PROPERTY, PRIVATE",WILKINS DRIVE,244,23185,300
8/13/2003,"DAMAGE PROPERTY, PRIVATE",WILKINS DRIVE,244,23185,300
2/5/2003,"DAMAGE PROPERTY, PRIVATE",WILKINS DRIVE,244,23185,300
7/10/2003,"DAMAGE PROPERTY, PRIVATE",WILKINS DRIVE,244,23185,300
1/28/2003,DRUNK IN PUBLIC,WILKINS DRIVE,244,23185,300
11/29/2003,DUMPING TRASH ON HIGHWAY OR PRIVATE PROPERTY,WILKINS DRIVE,244,23185,300
6/10/2003,"FRAUD-TRICK,FALSE PRETENSES",WILKINS DRIVE,244,23185,300
7/2/2003,GRAND LARCENY,WILKINS DRIVE,244,23185,300
7/29/2003,GRAND LARCENY,WILKINS DRIVE,244,23185,300
6/3/2003,IDENTITY FRAUD > $200 OR IMPRISONMENT OF VICTIM,WILKINS DRIVE,244,23185,300
11/24/2003,"LARCENY,FROM MOTOR VEHICLE",WILKINS DRIVE,244,23185,300
11/25/2003,PETIT LARCENY,WILKINS DRIVE,244,23185,300
10/14/2003,RUNAWAY JUVENILE,WILKINS DRIVE,244,23185,300
4/30/2003,SEXUAL BATTERY,WILKINS DRIVE,244,23185,300
10/31/2003,CITIZEN REQUESTED ASSISTANCE,WILKINS DRIVE & MAYNOR DRIVE,244,23185,300
10/23/2003,MOTOR VEHICLE THEFT,WILL SCARLET LANE,162,23185,300
7/21/2003,DRIVING W/SUSPENDED OR REVOKED LICENSE,WILLIAM CARTER ROAD,228,23185,300
12/3/2003,CITIZEN REQUESTED ASSISTANCE,WINDGATE DRIVE,227,23185,300
4/1/2003,CITIZEN REQUESTED ASSISTANCE,WINGATE DRIVE,227,23185,300
9/9/2003,EMBEZZLEMENT >=$200,WINTHROP ROAD,125,23185,300
