TOWNS,POPULATION ,"INCIDENT RATE PER 100,000",TOTAL INCIDENTS ,Murder and Non-negligent Manslaughter ,Kidnaping/Abduction ,Forcible Rape ,Other Forcible Sex Offenses,Robbbery,Aggravated Assault,Simple Assault/Intimidation,Arson,Extortion/Blackmail,Burglary,Larceny,Motor Vehicle Theft,Counterfeiting/Forgery,Fraud,Embezzlement,Stolen Property,Destruction/Damage/Vandalism,Drug/Narcotic Offenses,Non-forcible Sex Offenses,Pornography,Gambling,Prostitution,Bribery,Weapon Law Violation
Courtland PD,1270,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crewe PD,2378,4163.16,99,0,0,0,0,0,6,4,0,0,0,57,0,1,0,0,0,28,3,0,0,0,0,0,0
Culpeper PD,9664,11030.62,1066,0,9,5,10,7,25,303,0,0,29,288,14,62,35,26,2,173,207,2,0,0,1,0,21
Damascus PD,981,1630.98,16,0,0,1,0,0,0,3,0,0,4,3,0,0,0,0,0,3,3,0,0,0,0,0,0
Dayton PD,1344,1711.3,23,0,0,0,0,0,0,1,0,0,1,9,3,3,1,0,0,5,1,0,0,0,0,0,0
Dublin PD,2288,3933.56,90,0,0,0,1,0,0,21,0,0,3,44,3,6,3,0,0,8,6,0,0,0,0,0,3
Dumfries PD,4937,8061.57,398,0,0,0,0,7,18,54,1,1,58,161,21,5,6,4,3,116,26,0,0,0,0,0,8
Edinburg PD,813,2706.02,22,0,0,0,0,0,3,3,1,0,3,9,1,0,0,0,0,7,0,0,0,0,0,0,0
Elkton PD,2042,48.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Exmore PD2,1136,1320.42,15,0,0,0,0,1,3,2,0,0,4,6,2,0,0,0,0,5,0,0,0,0,0,0,0
Farmville PD,6845,4821.03,330,1,0,0,0,4,16,34,1,0,5,158,3,4,2,2,1,57,40,0,1,2,0,0,3
Fries PD,614,325.73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Front Royal PD,13589,10228.86,1390,0,1,13,5,9,19,356,3,0,75,502,36,27,25,6,2,437,90,7,0,0,0,0,11
Gate City PD,2159,2547.47,55,0,0,0,0,0,1,8,0,0,5,21,4,2,1,0,0,13,5,0,0,0,0,0,3
Glade Springs PD,1374,727.8,10,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0
Glasgow PD0,1046,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glen Lyn PD,151,13907.28,21,0,0,0,1,0,2,4,2,0,0,6,0,0,0,0,0,3,7,0,0,0,0,0,0
Gordonsville PD,1498,4939.91,74,0,0,0,0,1,2,9,0,0,4,24,2,2,1,1,0,24,10,0,0,0,0,0,3
Gretna PD,1257,1591.08,20,0,1,1,3,0,0,4,0,0,0,6,1,3,0,0,0,2,1,0,0,0,0,0,0
Grottoes PD,2114,1182.59,25,0,0,0,0,0,0,2,0,0,2,9,0,0,0,0,1,2,10,0,0,0,0,0,1
Grundy PD,1105,1266.96,14,0,0,0,0,1,1,1,0,0,1,6,0,0,0,1,0,1,2,0,0,0,0,0,0
Halifax PD,1389,2087.83,29,0,0,0,0,0,0,4,0,0,4,13,0,0,1,0,0,9,2,0,0,0,0,0,0
Haymarket PD,879,3299.2,29,0,0,0,0,1,1,4,0,0,3,13,0,0,0,0,0,4,3,0,0,0,0,0,0
Haysi PD,186,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herndon PD,21655,6372.66,1380,0,17,10,11,24,31,360,0,0,38,537,33,17,42,5,6,331,78,2,1,0,0,0,11
Hillsville PD0,2607,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honaker PD,945,3809.52,36,0,0,0,0,0,3,3,0,0,9,12,2,0,0,0,0,9,4,0,0,0,0,0,0
Hurt PD,1276,1097.17,14,0,0,0,0,0,0,4,0,0,1,7,0,1,0,0,0,1,0,0,0,0,0,0,0
Independence PD,971,1750.77,17,0,0,0,0,0,0,6,0,0,2,7,1,0,0,0,0,2,1,0,0,0,0,0,0
Jonesville PD,995,2914.57,29,0,0,0,0,1,2,4,0,0,7,11,1,0,1,0,0,5,0,0,0,0,0,0,1
Kenbridge PD,1253,5027.93,63,0,0,0,1,0,0,39,1,0,3,16,1,2,0,0,0,8,5,1,2,0,0,0,0
Kilmarnock PD0,1244,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaCrosse PD,618,6472.49,40,0,0,0,0,1,1,4,0,0,1,12,0,3,1,0,0,7,10,0,0,0,0,0,1
Lawrenceville PD,1275,4862.74,62,0,0,0,0,1,0,5,1,0,0,30,2,0,2,0,0,7,10,0,0,0,0,0,4
Lebanon PD,3273,5652.3,185,0,1,1,0,0,4,30,2,0,17,82,6,6,3,3,1,28,5,0,0,0,0,0,3
Leesburg PD,28311,7089.11,2007,6,12,12,13,22,48,568,4,1,60,759,52,52,81,27,8,459,166,2,0,0,2,0,46
Louisa PD0,1401,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luray PD,4871,2196.67,107,0,0,1,0,1,1,0,0,0,19,57,4,1,1,2,0,49,0,0,0,0,0,0,0
Marion PD,6349,6851.47,435,0,1,2,2,4,8,69,2,0,23,174,6,26,15,1,2,75,52,3,0,0,0,0,7
McKenney PD0,441,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middleburg PD,632,8069.62,51,0,0,0,0,0,1,4,0,0,4,21,1,1,2,0,0,17,3,0,0,0,0,0,0
Middletown PD,1015,1773.39,18,0,0,1,0,0,0,5,0,0,1,4,0,0,0,0,0,7,1,0,0,0,0,0,1
Mt. Jackson PD,1664,4387.01,73,0,0,0,0,1,1,20,0,0,5,28,2,1,2,0,0,30,1,0,0,0,0,0,0
Narrows PD,2111,1563.24,33,0,0,0,2,0,1,5,1,0,1,14,4,0,1,0,0,5,1,0,0,0,0,0,2
New Market PD,1637,4520.46,74,0,0,0,0,0,4,9,0,0,3,38,2,1,4,1,2,4,6,0,0,0,0,0,1
Occoquan PD,759,1054.01,8,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0
Onancock PD,1525,1901.63,29,0,0,0,0,0,0,6,0,0,2,15,2,0,0,0,0,3,2,0,0,0,0,0,0
Onley PD,496,13306.45,66,1,2,0,0,0,2,6,0,2,3,33,1,5,1,1,0,5,12,0,0,0,0,0,1
Orange PD,4123,5044.87,208,0,0,1,3,3,4,59,0,0,13,90,17,8,4,3,0,27,9,1,0,0,0,0,4
Parksley PD,837,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearisburg PD7,2729,1502.38,41,0,0,1,0,0,0,5,0,0,1,18,0,4,1,1,0,7,3,0,0,0,0,0,0
Pembroke PD11,1134,352.73,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
Pennington Gap PD,1781,2358.22,42,0,0,0,0,1,0,3,1,0,7,21,1,0,0,0,4,3,1,0,0,0,0,0,0
Pocahontas PD5,441,907.02,4,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Pound PD,1089,6519.74,71,0,0,1,1,0,9,10,0,0,6,38,1,2,0,0,0,21,3,0,0,0,0,0,1
Pulaski PD,9473,8592.84,814,2,3,7,11,2,25,139,4,0,82,364,17,45,18,1,7,153,128,3,0,0,0,0,21
Purcellville PD,3584,474.33,17,0,0,0,0,0,1,1,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0
Quantico PD,561,4278.07,24,0,0,0,0,0,3,10,1,0,0,4,1,1,0,0,0,4,2,2,0,0,1,0,1
Rich Creek PD0,665,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richlands PD,4144,10979.72,455,0,0,3,1,2,12,73,2,0,40,174,6,39,46,1,1,77,80,1,0,0,0,0,8
Rocky Mount PD,4066,7255.28,295,0,0,2,3,2,10,35,0,0,20,136,9,8,27,1,1,47,37,1,0,0,0,0,8
Rural Retreat PD,1350,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saltville PD,2204,6760.43,149,0,0,0,0,0,2,18,1,0,17,54,1,2,0,1,0,60,6,0,0,0,0,0,0
Shenandoah PD,1878,5218.31,98,0,0,0,1,0,3,8,1,0,1,19,7,0,0,0,0,28,28,0,0,0,0,0,6
Smithfield PD,6324,11432.63,723,0,0,1,6,2,14,213,4,0,28,278,30,15,22,5,2,192,29,0,0,0,0,0,18
South Boston PD,8491,7125.19,605,2,2,2,4,13,17,119,1,0,58,248,24,29,4,3,2,113,27,0,1,0,0,0,20
South Hill PD,4403,6745.4,297,0,1,4,0,7,17,41,1,0,24,125,6,16,4,4,3,74,9,0,0,0,0,0,2
St. Paul PD6,1000,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanley PD,1326,527.9,7,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0
Stephens City PD,1146,7155.32,82,0,0,0,0,0,0,26,0,0,9,23,1,0,0,2,0,28,0,0,0,0,0,0,3
Strasburg PD,4017,3958.17,159,0,0,2,0,0,2,23,1,0,7,70,1,3,5,0,0,54,4,0,0,0,0,0,2
Tappahannock PD,2068,12137.33,251,0,0,0,1,0,6,46,0,0,17,101,7,22,6,3,2,53,30,1,0,0,0,0,4
Tazewell PD,4206,6966.23,293,0,3,1,1,1,6,21,0,0,51,139,5,14,19,0,2,78,11,0,0,0,0,0,6
Timberville PD,1739,920.06,16,0,0,0,0,0,0,5,0,0,2,3,1,1,1,0,1,6,0,0,0,0,0,0,0
Victoria PD,1821,2690.82,49,0,0,0,0,0,13,10,1,0,0,9,3,1,0,1,0,3,11,0,0,0,0,0,1
Vienna PD4,14453,1293.84,187,0,0,2,1,3,2,23,1,0,10,63,4,3,11,0,0,59,20,1,1,0,0,0,4
Vinton PD,7782,7877.15,613,0,2,5,2,1,23,183,3,0,25,213,12,14,9,8,1,122,95,0,0,0,0,0,13
Warrenton PD,6670,4962.51,331,0,2,2,5,4,11,76,0,0,5,115,15,7,9,6,0,82,25,0,0,0,0,0,7
Warsaw PD,1375,1672.72,23,0,0,0,0,0,2,3,0,0,1,9,0,1,0,0,0,9,1,0,0,0,0,0,0
Waverly PD,2309,3204.85,74,0,0,0,0,1,0,10,0,0,10,36,2,1,0,0,0,16,2,0,0,0,0,0,1
Weber City PD,1333,4726.18,63,0,0,0,1,0,4,6,0,0,3,31,3,3,1,0,1,9,4,0,0,0,0,0,0
West Point PD,2866,7676.2,220,0,0,1,0,5,5,54,1,0,10,69,11,7,8,1,0,70,5,0,0,0,0,0,4
Wise PD,3255,7373.27,240,0,1,0,1,1,0,32,0,0,21,107,6,19,4,3,0,46,29,0,0,0,0,0,3
Woodstock PD,3952,3188.25,126,0,0,0,2,1,2,23,0,0,4,74,4,5,10,0,0,10,7,0,0,0,0,0,2
Wytheville PD,7804,8751.92,683,0,2,5,7,1,19,109,1,0,36,360,14,32,17,2,0,171,10,0,0,0,0,0,12
