COUNTY SHERIFFS & STATE POLICE,POPULATION ,"INCIDENT RATE PER 100,000",TOTAL INCIDENTS ,Murder and Non-negligent Manslaughter ,Kidnaping/Abduction ,Forcible Rape ,Other Forcible Sex Offenses,Robbbery,Aggravated Assault,Simple Assault/Intimidation,Arson,Extortion/Blackmail,Burglary,Larceny,Motor Vehicle Theft,Counterfeiting/Forgery,Fraud,Embezzlement,Stolen Property,Destruction/Damage/Vandalism,Drug/Narcotic Offenses,Non-forcible Sex Offenses,Pornography,Gambling,Prostitution,Bribery,Weapon Law Violation
State Police ,,,25,0,0,0,0,0,1,1,2,0,0,1,0,0,1,0,0,0,17,0,0,0,0,0,2
Bedford County SO ,66274,2960.43,1962,0,6,17,33,4,29,773,2,1,118,603,43,24,31,10,0,399,113,2,3,0,0,0,28
State Police ,,,29,0,0,0,1,0,2,2,0,0,0,7,2,0,6,0,0,2,8,0,0,0,0,0,0
Bland County SO ,7051,1474.96,104,0,1,0,0,0,0,15,1,0,12,38,3,1,2,0,1,18,22,0,0,0,0,0,2
State Police ,,,20,0,0,1,1,0,2,2,0,0,0,6,1,0,1,0,0,5,7,0,0,0,0,0,0
Botetourt County SO ,32956,2909.94,959,0,8,6,19,1,13,131,3,0,47,295,17,18,57,8,4,206,202,1,4,0,0,0,15
State Police ,,,51,0,0,0,0,0,1,2,0,1,0,2,0,1,2,0,0,0,42,0,0,0,0,0,1
Brunswick County SO ,17071,1886.23,322,1,0,1,10,3,12,42,0,1,34,79,22,7,13,1,0,45,70,0,0,0,0,0,29
State Police ,,,25,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,19,0,0,0,0,0,2
Buchanan County SO ,23337,3963.66,925,1,11,6,8,2,35,202,6,0,147,282,42,27,54,2,11,123,70,1,0,0,0,0,35
State Police ,,,40,0,0,0,0,1,1,1,3,0,1,5,0,0,1,1,0,0,35,0,0,0,0,0,0
Buckingham County SO ,16547,3196.95,529,0,5,3,11,6,21,167,3,0,65,111,22,6,17,2,0,101,36,2,1,0,0,0,10
State Police ,,,22,0,0,0,0,0,1,3,0,0,0,6,3,0,1,0,0,1,9,0,0,0,0,0,0
Campbell County SO ,47967,3896.42,1869,2,5,20,28,11,45,448,5,0,168,620,50,42,88,8,1,388,104,1,6,0,0,0,35
State Police ,,,43,0,0,0,0,0,2,1,1,0,1,6,2,0,5,0,0,1,25,0,0,0,0,0,3
Caroline County SO ,26820,4522.74,1213,0,8,12,16,13,42,291,13,1,87,349,5,28,70,2,2,245,114,0,3,0,1,0,33
State Police ,,,89,0,1,0,0,0,0,0,2,0,1,25,23,2,6,0,1,0,50,1,0,0,0,0,0
Carroll County SO ,27460,3033.5,833,2,2,4,1,2,42,270,5,0,113,222,38,15,38,4,2,200,35,0,0,0,1,0,28
State Police ,,,68,0,0,0,0,1,2,5,0,0,3,27,0,1,4,1,2,1,28,0,0,0,0,0,2
Charles City County SO ,6908,2012.15,139,1,0,0,0,1,4,29,0,0,14,11,6,1,4,1,0,10,60,0,0,0,0,0,9
State Police ,,,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Charlotte County SO ,12453,3750.1,467,2,2,2,4,7,23,159,3,0,60,112,11,8,8,0,0,58,73,0,0,0,0,0,13
State Police ,,,54,0,0,0,0,0,1,0,1,0,0,1,1,0,4,0,0,0,46,0,0,0,0,0,0
Clarke County SO ,11377,3498.28,398,1,1,2,2,0,8,64,3,0,17,145,13,14,9,0,0,119,28,0,2,0,0,0,12
State Police ,,,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,1
Craig County SO10 ,5242,1125.52,59,1,0,2,0,0,3,25,0,0,3,3,0,0,0,0,0,5,11,0,0,0,0,0,6
State Police ,,,32,1,0,0,0,0,1,3,1,0,0,0,1,0,6,0,0,1,18,1,0,0,0,0,1
Culpeper County SO ,34020,2486.77,846,0,4,5,15,1,21,235,1,0,35,266,34,14,44,6,2,169,94,1,0,0,0,0,21
State Police ,,,92,0,0,0,3,0,16,2,0,0,1,3,2,0,2,0,0,1,66,0,4,0,0,0,1
Cumberland County SO ,9820,2046.84,201,0,2,3,8,2,9,69,0,0,17,43,7,1,5,0,1,25,28,0,0,0,0,0,7
State Police ,,,16,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,12,0,0,0,0,0,0
Dickenson County SO ,14354,3539.08,508,2,2,5,5,2,15,148,4,0,62,137,11,6,20,1,3,87,37,0,0,0,0,0,12
State Police ,,,15,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,14,0,0,0,0,0,0
Dinwiddie County SO ,26843,3721.64,999,0,6,10,11,6,29,148,6,1,121,310,44,16,29,5,4,207,154,1,4,0,0,0,36
State Police ,,,63,0,0,0,0,0,5,0,1,0,0,3,1,0,2,0,1,0,58,0,0,0,0,0,3
Essex County SO ,8560,2441.58,209,0,0,5,0,3,5,35,2,0,11,72,16,0,14,0,3,36,30,0,1,0,0,0,7
State Police ,,,19,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,12,0,0,0,0,0,1
Fauquier County SO ,57252,3091.59,1770,1,6,9,36,7,23,398,7,0,78,480,51,18,112,10,3,458,227,0,6,0,0,0,45
State Police ,,,96,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,0,1,85,0,0,0,0,0,5
Floyd County SO ,15094,2173.04,328,1,1,1,4,0,6,62,2,0,38,104,13,7,20,1,0,62,21,0,2,0,0,0,6
State Police ,,,27,1,0,0,0,0,1,0,0,0,1,2,2,1,0,0,0,1,18,0,0,0,0,0,1
Fluvanna County SO ,26389,2311.56,610,1,3,3,6,2,13,195,4,0,65,143,20,6,32,0,1,142,57,2,3,0,1,0,13
State Police ,,,18,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,14,0,0,0,0,0,0
Franklin County SO ,48297,2138.84,1033,1,5,7,14,7,21,110,1,0,120,433,32,20,46,5,7,209,94,2,6,0,0,0,16
State Police ,,,61,0,0,0,0,0,0,0,1,0,0,5,4,1,10,0,0,1,35,2,0,0,0,0,4
Frederick County SO ,71291,4903.84,3496,1,14,48,50,14,66,961,9,1,364,1088,129,59,128,29,7,854,152,1,5,3,2,0,74
State Police ,,,214,0,0,1,4,0,1,3,0,0,0,5,4,1,3,0,0,6,185,0,0,0,0,0,2
Giles County SO ,9593,4701.34,451,0,4,3,10,1,11,70,0,0,53,127,16,6,11,1,2,55,132,0,2,0,1,0,11
State Police ,,,24,1,0,0,3,0,0,0,1,0,1,4,1,0,2,1,0,3,10,0,0,0,0,0,2
Gloucester County SO ,36109,3373.12,1218,1,3,5,7,4,10,373,9,0,40,433,23,11,35,6,0,207,87,2,2,0,0,0,11
State Police ,,,84,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,76,0,0,0,0,0,1
Goochland County SO11 ,20903,1817.92,380,0,1,3,5,1,67,5,0,0,22,122,19,13,35,3,4,73,41,0,0,0,0,0,20
State Police ,,,34,1,0,0,1,0,0,0,0,0,0,3,0,1,2,0,0,7,32,0,0,0,0,0,1
Grayson County SO ,14683,2097.66,308,5,5,2,4,1,12,73,1,0,49,84,15,1,6,3,2,54,34,0,1,0,0,0,4
State Police ,,,27,2,0,0,1,0,1,2,0,0,0,1,2,0,2,2,0,1,14,0,0,0,0,0,0
Greene County SO ,17881,3461.77,619,0,8,5,14,5,25,158,3,0,54,161,12,6,30,3,0,160,62,2,1,0,0,1,18
State Police ,,,14,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,4,7,0,0,0,0,0,1
Greensville County SO ,12511,3684.75,461,1,2,3,5,6,5,91,1,0,67,126,10,7,7,0,4,110,74,0,0,0,0,0,14
State Police ,,,40,0,0,0,0,0,0,0,0,0,1,5,0,2,2,1,3,0,38,0,0,0,0,0,2
Halifax County SO ,26758,2926.22,783,1,1,6,22,6,23,141,4,0,141,238,33,11,23,1,0,191,47,0,0,0,0,0,11
State Police ,,,122,0,0,1,0,0,2,1,0,0,4,8,3,1,5,0,0,1,97,0,0,0,0,0,3
Hanover County SO ,90715,3032.57,2751,1,7,8,24,10,20,608,7,0,113,981,49,59,145,30,28,385,471,2,3,0,1,0,67
State Police ,,,131,0,0,0,0,0,10,4,0,0,1,2,0,0,63,0,3,2,65,0,0,0,0,0,7
Henry County SO ,53869,4626.03,2492,6,11,9,26,37,108,466,7,0,359,766,77,65,103,36,3,323,206,5,6,2,1,0,52
State Police ,,,43,1,0,0,0,0,0,0,0,0,0,2,4,0,19,0,0,0,16,0,0,0,0,0,3
Highland County SO ,2282,2015.77,46,0,1,0,0,0,0,7,0,0,7,11,0,0,1,0,0,24,0,0,0,0,0,0,1
State Police ,,,4,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Isle of Wight County SO ,27387,4735.82,1297,2,4,5,16,13,27,356,5,0,137,310,31,20,87,2,4,231,128,1,0,0,0,1,25
State Police ,,,53,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,1,0,42,0,0,0,0,0,4
King & Queen County SO ,6935,1427.54,99,0,1,1,3,0,7,27,1,0,9,31,1,1,3,0,0,15,9,2,0,0,0,0,0
State Police ,,,18,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,0,19,0,0,0,0,0,0
King George County SO ,23029,4390.11,1011,0,7,9,23,4,20,234,3,0,78,323,21,9,68,2,8,174,158,2,2,0,0,0,16
State Police ,,,9,0,0,0,0,0,1,2,0,0,1,4,1,0,0,0,0,2,2,0,0,0,0,0,1
King William County SO ,12652,1367.37,173,0,1,0,2,3,1,60,1,0,9,55,5,3,8,2,0,13,25,0,0,0,0,0,8
State Police ,,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
Lancaster County SO ,10218,2241.14,229,1,0,1,1,0,8,58,0,0,31,75,6,7,7,2,0,47,16,0,0,0,1,0,12
State Police ,,,8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,4,0,0,0,0,0,1
Lee County SO ,22612,2569.43,581,1,1,3,1,2,14,70,0,0,100,256,11,10,7,0,4,114,6,0,0,0,0,0,0
State Police ,,,26,0,0,0,0,0,1,0,3,0,0,4,3,0,6,0,0,3,5,0,0,0,0,0,1
Loudoun County SO ,243323,3231.91,7864,3,27,48,63,35,182,1844,42,5,284,2686,170,107,809,71,22,1919,955,3,35,0,7,0,146
State Police ,,,66,0,0,1,0,0,0,1,0,0,0,4,17,3,12,0,0,3,26,0,0,0,0,0,1
Louisa County SO ,30682,3471.09,1065,1,6,16,29,5,18,158,6,0,65,363,14,13,48,1,1,325,102,8,3,0,0,0,28
State Police ,,,79,0,0,0,0,0,0,1,0,0,0,2,1,1,4,0,1,1,85,0,0,0,0,0,3
Lunenburg County SO ,10109,2463.15,249,0,1,1,0,2,12,91,3,0,39,58,18,1,5,1,1,50,26,1,1,0,0,0,4
State Police ,,,75,0,0,0,0,0,0,0,0,0,1,2,4,0,2,0,0,0,69,0,0,0,0,0,0
Madison County SO ,13832,3289.47,455,1,5,3,10,1,9,125,2,0,20,120,12,10,13,6,0,100,44,0,1,0,0,0,18
State Police ,,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0,0,0,0,0,1
Mathews County SO ,9418,2144.82,202,0,0,2,1,0,3,50,1,0,23,63,4,2,11,2,1,33,26,0,0,0,0,0,5
State Police ,,,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,1
Mecklenburg County SO ,23458,3538.23,830,1,2,5,8,5,22,135,8,0,125,286,29,21,27,4,3,249,23,0,0,0,0,0,10
State Police ,,,134,0,0,0,0,0,1,2,0,0,0,5,3,3,4,0,1,0,118,0,0,0,0,0,2
Middlesex County SO ,10277,1420.64,146,0,0,0,1,0,6,35,1,0,19,61,3,0,3,1,0,30,5,0,0,0,0,0,2
State Police ,,,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0,0,0,0,0,0
Montgomery County SO ,30050,4901.83,1473,1,3,7,20,2,37,492,8,0,156,344,49,17,74,1,5,287,146,1,5,1,0,0,32
State Police ,,,120,0,0,0,0,0,1,0,0,0,0,8,1,1,15,0,0,3,90,0,0,0,0,0,1
Nelson County SO ,15575,3634.02,566,0,5,1,5,0,6,113,3,0,68,173,20,7,17,3,0,170,40,1,1,0,0,0,16
State Police ,,,18,0,0,0,0,0,1,1,0,0,1,4,1,0,0,0,0,1,8,0,0,0,0,0,1
New Kent County SO ,17440,3675.45,641,1,2,5,3,8,18,147,4,0,46,175,22,12,37,5,1,173,67,0,0,0,0,0,9
State Police ,,,56,0,0,0,0,0,2,0,0,0,1,3,0,3,4,0,0,1,65,0,0,0,0,0,6
Northampton County SO ,10433,4044.85,422,0,1,1,1,6,11,81,0,0,75,139,19,4,8,3,0,89,10,0,0,0,0,0,14
State Police ,,,81,0,0,0,0,1,0,1,0,0,0,4,0,1,3,0,0,1,74,0,0,0,0,0,7
Northumberland County SO ,13232,2985.18,395,0,0,2,6,2,8,80,0,0,66,109,7,7,26,2,0,68,43,0,1,0,0,0,20
State Police ,,,13,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,10,0,0,0,0,0,0
Nottoway County SO ,9246,2141.46,198,0,1,1,2,1,17,52,1,0,17,39,3,1,1,0,0,32,51,0,0,0,0,0,5
State Police ,,,9,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,4,0,0,0,0,0,0
Orange County SO ,26848,1988.97,534,1,1,3,10,0,10,120,5,1,50,185,21,4,13,0,3,128,80,0,3,0,0,0,16
State Police ,,,52,0,0,0,0,0,0,0,2,0,1,1,0,0,4,0,1,0,45,0,0,0,0,0,2
Page County SO ,15916,3179.19,506,0,1,6,11,0,13,55,3,1,83,176,14,4,39,1,2,121,29,1,4,0,1,0,8
State Police ,,,84,0,1,0,0,0,4,0,0,0,0,2,0,0,1,0,0,3,73,0,0,0,0,0,3
Patrick County SO ,19211,3539.63,680,0,2,4,7,2,12,123,2,0,109,259,44,21,25,1,1,147,27,0,1,0,0,0,26
State Police ,,,50,0,0,1,0,0,0,0,0,0,0,2,1,0,11,0,0,0,36,0,0,0,0,0,1
Pittsylvania County SO ,58577,2729.74,1599,2,6,12,26,16,43,508,2,0,231,337,28,15,48,7,1,286,278,3,5,0,1,0,55
State Police ,,,77,0,0,0,0,0,0,1,0,0,1,6,21,0,21,0,0,1,26,0,0,0,0,0,6
Powhatan County SO ,27550,2286.75,630,4,0,1,2,4,4,92,0,0,60,211,26,28,11,4,0,149,75,0,2,0,0,0,17
State Police ,,,45,0,0,0,0,0,12,6,0,0,0,0,0,0,6,1,0,2,27,0,0,0,0,0,1
Prince Edward County SO10 ,14333,1262.82,181,0,1,2,3,3,8,55,0,0,31,43,5,1,5,1,0,41,3,1,0,0,0,1,2
State Police ,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Pulaski County SO ,23136,5787.51,1339,1,9,11,34,5,48,318,6,0,106,487,27,46,107,13,2,223,123,0,3,0,0,0,13
State Police ,,,35,0,0,0,0,0,1,3,0,0,2,10,1,0,3,2,0,2,13,0,0,0,1,0,0
Rappahannock County SO ,6925,1848.37,128,0,0,2,0,0,2,36,1,0,10,33,4,0,17,1,0,26,5,0,0,0,0,0,0
State Police ,,,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0
Richmond County SO ,8413,2092,176,1,0,3,6,0,3,52,0,0,6,40,4,3,4,3,1,13,38,0,0,0,0,0,19
State Police ,,,7,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1
Rockbridge County SO ,20846,2921.42,609,0,1,9,6,1,9,103,3,0,57,187,11,5,21,11,1,91,114,0,0,0,0,1,14
State Police ,,,53,0,0,0,2,1,0,1,0,0,0,8,1,0,7,0,0,2,33,0,0,0,0,0,1
Rockingham County SO ,58662,964.84,566,1,2,7,39,0,12,55,1,1,111,155,13,6,31,7,9,165,43,0,4,0,0,0,10
State Police ,,,150,0,0,0,1,0,0,3,0,0,1,17,21,1,8,2,0,2,101,0,0,0,0,0,10
Russell County SO ,24360,3230.7,787,0,8,2,14,3,21,219,7,0,78,195,21,13,20,4,0,120,137,1,0,0,0,0,23
State Police ,,,53,0,0,0,0,0,0,0,0,0,0,12,3,16,4,0,0,2,19,0,0,0,0,0,0
Scott County SO ,20754,4895.44,1016,2,10,6,8,1,30,223,2,1,103,338,28,20,29,2,2,208,128,3,2,0,1,0,23
State Police ,,,22,0,0,0,0,0,0,1,1,0,1,4,4,0,2,0,0,1,4,2,0,0,0,0,3
Shenandoah County SO ,28198,3092.41,872,0,0,6,0,2,32,234,0,1,92,220,25,11,46,3,5,252,45,0,2,0,0,0,18
State Police ,,,206,3,0,0,0,0,0,2,0,0,0,7,0,1,2,0,1,11,186,0,0,0,0,0,6
Smyth County SO ,21847,4449.12,972,5,1,4,14,0,27,194,4,1,64,273,16,10,17,1,4,191,228,0,1,0,0,0,16
State Police ,,,63,1,0,0,1,0,2,3,2,0,2,9,2,0,12,1,0,6,24,0,0,0,0,0,2
Southampton County SO ,17410,4635.26,807,1,0,2,9,14,13,174,0,0,95,260,29,6,13,3,0,153,67,2,0,0,0,0,24
State Police ,,,13,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,2,0,5,0,0,0,0,0,0
Spotsylvania County SO ,120615,4945.48,5965,1,28,41,75,46,212,1346,5,1,302,2084,131,74,525,72,18,1014,664,0,8,0,8,0,116
State Police ,,,53,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,48,0,0,0,0,0,0
Stafford County SO ,123690,3729.48,4613,2,26,46,100,41,94,872,12,1,214,1426,129,97,501,55,27,1209,625,1,19,0,3,0,100
State Police ,,,37,0,0,0,1,0,0,1,0,0,0,2,0,0,6,0,0,1,25,0,0,0,0,0,2
Surry County SO ,7106,2730.08,194,1,0,0,2,2,14,59,1,0,41,43,5,0,7,0,1,29,7,0,1,0,0,0,6
State Police ,,,17,0,0,0,0,0,0,2,1,1,0,4,0,0,1,0,0,1,8,0,0,0,0,0,0
Sussex County SO ,9883,5130.02,507,0,1,1,8,4,22,98,2,0,49,116,17,11,25,1,2,115,120,0,2,0,0,1,15
State Police ,,,29,0,0,0,0,0,0,0,0,0,1,2,0,2,6,0,0,0,17,0,0,0,0,0,3
Tazewell County SO ,29269,4082.81,1195,2,10,4,13,4,33,262,2,0,134,393,27,28,33,5,2,247,165,0,3,0,0,0,21
State Police ,,,113,0,0,1,8,1,7,4,3,0,8,20,5,4,15,0,0,11,42,0,0,0,1,0,1
Warren County SO ,21536,4016.53,865,2,3,5,21,1,6,99,3,0,38,366,28,10,24,3,1,193,118,1,3,0,0,0,23
State Police ,,,216,0,0,1,1,0,1,0,0,0,0,2,0,0,1,0,0,3,205,0,0,0,0,0,5
Washington County SO ,42661,5346.8,2281,2,17,13,30,7,36,443,9,1,254,844,44,44,167,14,10,341,169,1,3,0,1,0,55
State Police ,,,56,0,0,0,0,0,2,6,1,0,1,11,1,2,10,1,0,5,17,1,0,0,0,0,1
Westmoreland County SO ,13489,2587.29,349,1,1,0,1,1,6,87,1,1,31,123,10,11,23,2,1,72,31,0,1,0,0,0,8
State Police ,,,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,3,0,0,0,0,0,0
Wise County SO ,26430,3397.65,898,0,5,7,11,3,34,313,13,0,117,230,26,23,10,7,6,176,75,2,2,0,0,0,17
State Police ,,,36,0,1,0,0,0,2,3,2,0,0,4,0,0,13,0,0,1,16,0,0,1,0,0,0
Wythe County SO ,18472,1986.79,367,2,1,7,2,2,15,42,0,0,23,105,5,14,22,1,6,48,98,0,1,0,0,0,9
State Police ,,,84,1,0,0,5,0,4,3,2,0,0,22,0,4,16,2,0,1,30,0,0,0,0,0,1
York County SO ,64526,4579.54,2955,1,23,8,41,26,30,511,16,2,203,1053,38,33,226,55,5,802,236,0,4,0,0,0,64
State Police ,,,119,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,116,0,0,0,0,0,3
