COUNTY SHERIFFS & STATE POLICE,POPULATION ,"INCIDENT RATE PER 100,000",TOTAL INCIDENTS ,Murder and Non-negligent Manslaughter ,Kidnaping/Abduction ,Forcible Rape ,Other Forcible Sex Offenses,Robbbery,Aggravated Assault,Simple Assault/Intimidation,Arson,Extortion/Blackmail,Burglary,Larceny,Motor Vehicle Theft,Counterfeiting/Forgery,Fraud,Embezzlement,Stolen Property,Destruction/Damage/Vandalism,Drug/Narcotic Offenses,Non-forcible Sex Offenses,Pornography,Gambling,Prostitution,Bribery,Weapon Law Violation
Campbell County SO ,48620,3693.95,1796,4,9,15,22,10,54,518,8,0,190,530,46,42,64,5,5,348,122,2,7,0,0,0,34
State Police ,,,40,0,0,0,0,0,0,2,0,0,0,3,0,0,4,0,1,0,30,0,0,0,0,0,2
Caroline County SO ,27224,3827.5,1042,0,7,13,20,6,27,294,8,3,90,280,14,13,49,5,4,188,120,1,1,0,3,0,24
State Police ,,,55,0,0,0,0,0,0,0,0,0,1,20,8,2,0,0,0,2,34,0,0,0,0,0,3
Carroll County SO ,27650,2875.22,795,1,4,5,3,2,8,233,2,1,125,220,24,10,38,7,5,185,53,0,1,0,0,0,27
State Police ,,,33,0,0,0,1,0,1,3,0,0,0,0,1,1,3,0,0,0,23,0,0,0,0,0,0
Charles City County SO ,6992,2073.79,145,0,0,1,1,1,1,34,0,0,19,30,6,0,3,0,2,19,41,0,0,0,0,0,3
State Police ,,,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Charlotte County SO ,12672,3219.69,408,2,2,5,4,3,19,148,2,0,48,103,9,4,10,0,3,57,61,0,0,0,0,0,15
State Police ,,,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,35,0,0,0,0,0,0
Clarke County SO ,11303,2910.73,329,1,1,3,2,1,6,64,2,0,26,130,4,12,18,1,1,74,18,0,0,0,0,0,4
State Police ,,,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1
Craig County SO ,5211,1535.21,80,0,0,0,1,0,4,37,1,0,5,8,0,1,0,0,1,5,9,0,0,0,0,0,12
State Police ,,,15,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0
Culpeper County SO ,33961,1878.62,638,0,2,3,7,1,20,213,1,0,67,151,14,8,35,3,3,131,62,1,2,0,0,0,17
State Police ,,,104,0,1,0,0,0,1,7,0,0,0,4,0,0,7,1,1,0,80,0,1,0,0,0,3
Cumberland County SO ,9995,1830.91,183,2,0,3,2,0,7,73,1,0,12,41,6,0,4,0,4,20,17,0,0,0,0,0,15
State Police ,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,23,0,0,0,0,0,1
Dickenson County SO ,14650,2757.67,404,1,0,2,7,2,9,93,3,0,48,115,8,19,33,0,5,73,29,0,0,0,0,0,11
State Police ,,,36,0,0,0,2,0,0,3,4,0,2,7,1,1,5,0,0,2,13,1,0,0,0,0,1
Dinwiddie County SO ,27209,3888.41,1058,3,3,7,10,11,30,230,1,0,131,332,39,14,47,5,9,162,159,1,1,2,0,0,40
State Police ,,,52,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,43,0,0,0,0,0,3
Essex County SO ,88082,213.89,195,0,0,1,0,1,3,40,1,0,12,73,8,2,7,0,0,40,33,0,1,0,0,0,4
State Police ,,,19,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0,0,0,14,0,0,0,0,0,0
Fauquier County SO ,58082,3183.43,1849,2,8,11,24,13,38,382,9,0,111,444,31,27,138,4,1,435,350,2,2,0,1,1,39
State Police ,,,90,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,83,0,1,0,0,0,2
Floyd County SO ,15418,2030.09,313,1,0,0,4,0,7,54,1,0,42,109,7,8,8,1,0,78,12,0,3,0,0,0,6
State Police ,,,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,6,0,0,0,0,0,0
Fluvanna County SO ,26652,2131.17,568,0,6,6,6,3,10,195,3,2,38,152,20,10,31,2,3,107,46,1,3,0,0,0,15
State Police ,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0
Franklin County SO ,48915,2130.22,1042,2,4,4,18,7,33,111,1,1,116,422,37,16,46,3,9,220,109,1,6,0,0,0,23
State Police ,,,60,0,0,0,0,0,0,2,0,0,1,7,4,1,8,1,0,0,35,0,0,0,0,0,1
Frederick County SO ,72712,4121.74,2997,3,11,33,33,23,37,1040,5,1,249,1016,85,73,112,23,10,612,135,0,9,1,0,0,42
State Police ,,,201,0,0,0,0,0,0,0,1,0,1,2,1,3,1,0,0,10,181,0,0,0,1,0,4
Giles County SO ,9729,4913.14,478,0,2,0,6,2,4,91,3,0,24,107,5,9,14,3,0,54,186,1,2,0,0,0,13
State Police ,,,17,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,1,8,0,1,0,0,0,0
Gloucester County SO ,36647,2783.31,1020,0,0,5,7,8,22,336,3,0,50,414,24,15,30,3,2,135,51,0,1,0,0,0,10
State Police ,,,71,0,0,0,0,0,0,2,0,0,0,3,1,0,15,0,1,0,49,0,0,0,0,0,1
Goochland County SO ,21441,2485.89,533,2,0,2,2,3,17,107,1,0,49,181,14,14,42,1,3,118,70,0,1,0,0,0,17
State Police ,,,53,0,0,0,3,0,3,1,0,0,1,3,0,0,1,0,1,2,59,0,0,0,0,0,0
Grayson County SO ,14796,2575.02,381,0,1,3,9,1,21,94,3,0,52,79,11,7,11,1,0,76,62,0,2,0,0,0,24
State Police ,,,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,0,0,0,0,0,0
Greene County SO ,18112,3472.83,629,0,2,3,9,1,23,173,3,0,41,175,6,8,31,4,3,183,44,1,1,0,0,0,4
State Police ,,,40,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,36,0,0,0,0,0,0
Greensville County SO ,12450,2666.66,332,0,0,4,2,1,5,58,3,0,52,81,13,1,4,0,0,85,61,1,0,0,0,0,7
State Police ,,,67,0,1,0,0,0,7,1,0,0,0,0,3,1,4,0,1,1,56,0,0,0,0,0,3
Halifax County SO ,26908,2720.38,732,2,1,6,5,7,18,117,2,0,118,219,38,8,44,1,0,218,41,0,1,0,0,0,13
State Police ,,,177,0,0,0,0,0,1,1,1,0,0,5,0,0,2,0,0,1,167,1,0,0,0,0,3
Hanover County SO ,91524,2805.82,2568,0,7,6,31,9,28,665,4,0,112,880,59,67,163,31,21,377,366,3,3,0,0,0,54
State Police ,,,154,0,0,0,1,0,11,7,0,0,0,1,4,4,64,0,0,2,98,0,0,0,0,0,11
Henry County SO ,53795,4465.09,2402,5,14,5,20,30,99,495,14,0,315,729,59,59,120,21,1,355,223,8,4,7,1,0,52
State Police ,,,45,0,0,0,0,0,1,1,0,0,0,4,3,1,16,0,0,0,19,0,0,0,0,0,2
Highland County SO ,2273,1363.83,31,0,0,0,0,0,0,2,0,0,11,9,0,0,1,0,0,8,0,0,0,0,0,0,0
State Police ,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Isle of Wight County SO ,27943,4212.14,1177,0,4,4,17,4,32,299,4,0,129,318,24,21,69,2,1,226,92,3,0,0,0,1,18
State Police ,,,41,0,0,0,0,0,0,0,1,0,0,0,1,2,8,0,0,0,32,0,0,0,0,0,3
King & Queen County SO ,6675,2262.17,151,0,1,1,1,0,8,41,2,0,28,30,7,3,4,0,2,21,13,0,0,0,0,1,3
State Police ,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King George County SO ,23891,4118.7,984,1,3,6,19,2,15,260,5,0,50,276,26,10,106,3,5,176,131,0,3,0,2,0,16
State Police ,,,19,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,19,0,0,0,0,0,0
King William County SO ,13039,1587.54,207,0,2,0,1,1,4,77,1,0,16,38,9,5,2,0,0,13,58,0,0,0,0,0,8
State Police ,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0
Lancaster County SO ,10157,3042.23,309,0,0,1,1,2,12,70,0,0,46,75,4,2,7,1,1,70,40,0,1,0,0,0,7
State Police ,,,15,0,0,1,0,0,1,0,0,0,1,2,0,0,3,0,0,1,8,0,0,0,0,0,0
Lee County SO ,22902,1615.57,370,0,0,2,2,5,12,61,2,0,61,115,7,17,9,1,0,28,70,0,0,0,0,0,4
State Police ,,,16,0,0,0,0,0,1,0,3,0,0,1,1,0,1,0,0,0,9,0,0,0,0,0,0
Loudoun County SO ,252392,2963.64,7480,2,26,29,64,36,187,1742,46,8,310,2527,147,103,753,61,22,1635,1038,1,13,0,14,0,118
State Police ,,,48,0,0,1,1,0,0,2,0,0,0,3,7,4,12,0,1,2,15,0,0,0,0,0,2
Louisa County SO ,31362,2222.43,697,2,2,5,11,0,26,159,2,0,90,255,3,8,21,8,2,99,59,0,5,0,0,0,15
State Police ,,,62,0,0,0,1,0,1,0,0,0,1,1,2,1,2,0,0,3,56,0,0,0,0,0,1
Lunenburg County SO ,10258,2193.41,225,1,1,6,4,1,5,54,5,0,53,50,11,1,8,0,0,45,9,1,0,0,0,0,3
State Police ,,,39,0,1,0,0,0,0,2,0,0,0,3,1,0,1,0,0,4,29,0,0,0,0,0,0
Madison County SO ,13950,3354.83,468,0,9,3,9,0,15,147,2,0,20,123,11,7,21,0,4,95,23,1,1,0,0,0,16
State Police ,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,27,0,0,0,0,0,1
Mathews County SO ,9501,2336.59,222,1,0,0,1,0,5,35,4,0,25,74,6,3,3,1,2,41,32,0,0,0,0,0,8
State Police ,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18,0,0,0,0,0,0
Mecklenburg County SO ,23580,2981.34,703,3,1,7,6,3,28,112,6,0,99,211,28,40,40,8,1,168,15,1,2,0,0,0,16
State Police ,,,135,0,0,0,0,0,0,0,0,0,0,1,2,1,9,0,0,1,120,0,0,0,1,0,1
Middlesex County SO ,10412,2314.63,241,0,3,3,3,4,8,57,0,0,31,74,8,2,6,1,0,51,19,0,0,0,0,0,5
State Police ,,,52,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,0,0,45,0,0,0,0,0,2
Montgomery County SO ,30122,4408.73,1328,2,3,5,24,4,26,437,6,0,135,328,18,16,82,6,4,242,218,1,3,0,1,0,30
State Police ,,,126,0,0,1,1,0,0,2,0,0,0,3,1,0,5,2,0,1,109,0,1,0,0,0,1
Nelson County SO ,15519,3408.72,529,1,1,4,4,3,5,112,1,0,64,203,9,10,27,4,0,124,26,0,0,1,0,0,14
State Police ,,,24,0,0,0,0,0,4,2,0,0,0,2,1,0,1,0,0,2,15,0,0,0,0,0,2
New Kent County SO ,17857,4541.63,811,1,4,3,13,3,12,210,5,1,62,212,26,20,75,5,1,156,113,2,4,0,1,0,11
State Police ,,,43,0,0,0,0,0,0,1,0,0,0,2,1,0,2,0,0,0,54,0,0,0,0,0,3
Northampton County SO ,10567,3529.85,373,0,0,2,2,14,8,48,2,0,72,130,12,16,8,0,4,81,4,0,2,0,0,0,10
State Police ,,,55,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,54,0,0,0,0,0,1
Northumberland County SO ,13401,2417.73,324,0,4,2,3,6,11,83,0,1,49,75,9,7,25,1,0,42,27,0,2,0,0,0,20
State Police ,,,15,0,0,0,2,0,1,5,0,0,0,2,0,0,5,0,0,1,4,0,0,0,0,0,0
Nottoway County SO ,9555,2009.41,192,0,2,2,0,1,20,56,0,0,20,41,6,1,2,0,0,39,27,0,0,0,0,0,3
State Police ,,,9,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,6,0,0,0,0,0,0
Orange County SO ,27559,1342.57,370,0,1,0,9,2,6,76,1,0,44,131,14,6,10,3,1,78,41,3,3,0,0,0,17
State Police ,,,103,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,95,0,0,0,0,0,1
Page County SO ,15910,3287.24,523,0,1,6,24,1,14,86,7,0,66,164,23,9,34,2,1,115,28,1,2,0,0,0,6
State Police ,,,97,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,85,0,0,0,0,0,9
Patrick County SO ,19469,3015.04,587,0,0,2,3,1,29,108,11,1,77,200,27,14,29,3,1,99,58,1,0,0,0,0,16
State Police ,,,12,0,0,0,0,0,0,0,0,0,1,2,1,1,3,0,0,0,5,0,0,0,0,0,1
Pittsylvania County SO ,58789,2508.97,1475,1,8,6,28,14,36,453,3,0,202,353,21,20,41,2,1,232,222,0,6,0,0,0,44
State Police ,,,73,0,0,0,0,0,2,0,0,0,0,7,13,1,31,0,0,1,19,0,0,0,0,0,1
Powhatan County SO ,28106,1846.58,519,0,0,3,6,1,1,68,1,0,44,196,14,5,18,2,0,123,68,0,1,0,0,0,7
State Police ,,,51,0,0,0,0,0,10,18,0,0,0,2,1,1,0,0,0,0,27,0,0,0,0,0,0
Prince Edward County SO ,14108,1467.25,207,2,3,3,2,3,6,69,1,0,29,53,8,1,3,1,0,39,5,0,1,0,0,0,8
State Police ,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
Pulaski County SO ,22994,7080.1,1628,0,12,11,25,9,38,544,2,0,136,515,22,52,102,13,10,246,146,0,1,0,0,0,23
State Police ,,,26,0,0,0,0,0,1,3,0,0,1,6,1,2,1,1,0,0,12,0,0,0,0,0,1
Rappahannock County SO ,7066,2745.54,194,0,0,0,1,0,3,54,1,0,21,47,4,3,2,0,1,49,23,0,2,0,0,0,4
State Police ,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,3
Richmond County SO ,8445,1693.3,143,0,1,0,0,2,9,51,0,0,14,26,7,0,1,4,3,17,19,0,0,0,0,0,6
State Police ,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
Rockbridge County SO ,20898,3172.55,663,0,3,4,4,8,9,104,2,0,50,225,13,10,17,1,2,102,135,1,0,0,0,0,13
State Police ,,,45,0,0,0,0,0,0,2,0,0,2,9,0,0,2,0,0,3,29,0,0,0,0,0,1
Rockingham County SO ,59448,852.84,507,2,2,13,25,7,9,52,9,0,76,138,7,4,29,3,5,128,55,3,3,0,0,0,12
State Police ,,,148,0,0,0,1,0,2,1,0,0,0,8,22,0,13,1,0,1,105,0,0,0,0,0,5
Russell County SO ,24801,2995.84,743,1,8,5,6,1,16,248,8,0,70,188,16,2,18,3,0,112,101,0,2,0,0,0,29
State Police ,,,27,0,0,0,0,0,2,3,0,0,2,7,1,0,2,0,0,3,13,0,0,0,0,0,0
Scott County SO ,20915,4040.16,845,0,5,6,4,10,20,150,4,1,118,245,30,26,35,2,5,182,133,0,0,0,1,0,27
State Police ,,,28,0,0,0,8,0,1,0,2,0,0,3,0,2,4,0,1,1,6,0,0,0,0,0,1
Shenandoah County SO ,28128,3121.44,878,1,0,2,8,0,23,266,2,0,71,206,9,9,81,2,0,227,71,1,3,0,0,0,12
State Police ,,,249,0,1,0,0,0,2,3,0,0,0,4,2,1,2,0,1,2,237,0,0,0,0,0,5
Smyth County SO ,22138,3798.89,841,0,4,4,17,1,13,181,2,1,71,252,16,12,20,0,0,193,107,0,1,0,0,0,14
State Police ,,,58,1,0,0,0,0,2,4,1,1,3,5,1,2,14,0,0,4,24,0,0,0,0,0,7
Southampton County SO ,18019,4412,795,3,3,3,3,7,17,206,3,0,113,185,23,13,26,2,0,145,96,0,1,0,1,0,24
State Police ,,,9,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,5,0,0,0,0,0,0
Spotsylvania County SO ,121809,4972.53,6057,4,27,46,105,51,201,1368,9,0,282,1992,109,80,530,51,28,899,888,8,7,0,15,1,102
State Police ,,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0,0
Stafford County SO ,125892,3764.33,4739,8,25,35,68,38,102,885,17,0,203,1472,116,110,422,45,27,1189,724,0,15,0,3,0,102
State Police ,,,29,0,0,1,0,0,0,0,0,0,0,1,7,0,0,0,0,0,20,0,0,0,0,0,0
Surry County SO ,7164,2247.34,161,0,0,3,0,3,14,62,0,0,30,38,4,2,4,1,1,28,3,0,0,0,0,0,5
State Police ,,,10,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,3,0,0,0,0,0,2
Sussex County SO ,10058,4314.97,434,0,2,2,6,2,17,110,4,1,50,109,16,8,11,1,2,78,87,1,1,0,0,0,9
State Police ,,,32,0,0,0,0,0,0,2,0,0,2,1,2,3,5,1,0,0,20,0,0,0,0,0,0
Tazewell County SO ,29669,3987.32,1183,4,5,4,11,8,24,274,1,1,123,464,17,18,35,8,2,179,134,1,4,0,0,0,24
State Police ,,,150,3,0,0,0,0,1,4,0,0,7,45,2,2,32,6,0,10,51,0,0,0,0,0,6
Warren County SO ,21856,3266.83,714,0,0,6,11,3,20,103,2,0,33,231,18,9,35,1,4,153,124,2,1,0,0,0,19
State Police ,,,277,0,0,0,0,0,0,2,1,0,0,2,0,1,9,0,0,1,262,0,0,0,0,0,6
Washington County SO ,43844,4554.78,1997,1,5,11,20,1,20,337,5,0,260,805,27,35,202,27,8,283,128,2,8,0,0,0,35
State Police ,,,24,0,0,1,0,0,2,1,0,0,0,4,1,1,7,0,1,1,4,0,0,0,0,0,1
Westmoreland County SO ,13726,1748.5,240,0,1,0,0,0,6,86,0,0,28,75,3,1,6,0,1,47,20,0,0,0,0,0,5
State Police ,,,12,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0
Wise County SO ,26988,3401.51,918,0,7,6,15,2,33,328,12,1,98,250,33,18,20,4,0,174,80,0,0,2,0,0,22
State Police ,,,15,1,0,1,0,0,0,0,0,1,0,2,0,0,5,0,0,0,6,0,0,0,0,0,0
Wythe County SO ,18401,2075.97,382,0,1,0,5,1,20,51,1,0,41,121,14,13,16,3,5,43,100,0,0,0,1,0,17
State Police ,,,74,0,0,0,0,0,2,3,0,0,0,22,1,1,7,0,0,4,30,0,0,0,0,0,4
York County SO ,65964,4346.31,2867,1,17,7,26,19,58,524,12,0,158,1128,31,30,215,50,7,642,277,3,4,0,0,0,49
State Police ,,,105,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,102,0,0,0,0,0,4
