TOWNS,POPULATION ,"INCIDENT RATE PER 100,000",TOTAL INCIDENTS ,Murder and Non-negligent Manslaughter ,Kidnaping/Abduction ,Forcible Rape ,Other Forcible Sex Offenses,Robbbery,Aggravated Assault,Simple Assault/Intimidation,Arson,Extortion/Blackmail,Burglary,Larceny,Motor Vehicle Theft,Counterfeiting/Forgery,Fraud,Embezzlement,Stolen Property,Destruction/Damage/Vandalism,Drug/Narcotic Offenses,Non-forcible Sex Offenses,Pornography,Gambling,Prostitution,Bribery,Weapon Law Violation
Hurt PD,1252,479.23,6,0,0,0,0,0,1,1,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0
Independence PD,936,3098.29,29,0,0,0,0,0,2,8,0,0,5,4,2,1,0,0,0,6,0,0,0,0,0,0,2
Jonesville PD,987,506.58,5,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
Kenbridge PD,1328,3388.55,45,0,0,0,0,0,4,21,0,0,3,14,0,2,0,0,0,5,2,0,0,0,0,0,1
Kilmarnock PD0,1235,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaCrosse PD,612,6699.34,41,0,0,0,0,0,0,3,0,0,2,22,3,4,1,0,1,5,4,0,0,0,0,0,1
Lawrenceville PD,1231,7148.65,88,0,0,1,0,1,1,3,0,0,15,40,1,1,1,0,0,13,9,0,0,0,0,0,3
Lebanon PD,3218,10752.01,346,0,0,1,2,0,10,44,2,0,18,176,5,20,9,0,1,65,17,0,0,0,0,0,3
Leesburg PD,33319,6449.77,2149,0,3,13,21,11,38,523,1,0,74,738,43,49,140,31,10,342,250,1,2,0,0,0,52
Louisa PD0,1469,5513.95,81,0,0,2,0,1,2,13,0,0,4,36,1,1,2,0,1,16,1,0,2,0,0,0,1
Luray PD,4892,2023.71,99,0,0,1,0,0,1,6,1,0,9,55,1,2,2,1,0,37,1,0,0,0,0,0,1
Marion PD,6208,10679.76,663,0,1,2,7,1,22,129,4,0,38,205,10,26,33,4,1,118,110,1,0,0,0,0,16
McKenney PD0,479,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middleburg PD,760,7236.84,55,0,0,0,0,0,1,6,0,0,2,20,2,1,3,0,1,23,1,0,0,0,0,0,1
Middletown PD,1058,1606.8,17,0,0,0,1,0,1,1,0,0,0,7,0,1,0,0,0,5,2,0,0,0,0,0,0
Mt. Jackson PD,1720,4418.6,76,0,0,1,0,0,1,10,0,0,2,44,2,4,6,1,0,18,1,0,0,0,0,0,0
Narrows PD,2151,3114.83,67,0,0,1,1,0,1,12,1,0,4,25,0,0,0,1,0,11,13,0,0,0,0,0,0
New Market PD,1782,1515.15,27,0,0,0,0,1,0,3,0,0,1,12,0,1,1,0,0,10,0,0,0,0,0,0,0
Occoquan PD,765,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onancock PD,1494,6091.03,91,0,0,0,2,1,0,9,0,0,2,44,2,6,1,0,0,25,2,0,0,0,0,0,1
Onley PD,495,13333.33,66,0,0,0,0,1,0,8,0,0,3,31,1,2,0,0,0,3,21,0,0,0,0,0,1
Orange PD,4258,6176.6,263,0,1,3,3,2,12,63,1,0,16,110,11,3,7,3,0,40,16,0,0,0,0,0,2
Parksley PD,830,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearisburg PD7,2793,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pembroke PD11,1164,343.64,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
Pennington Gap PD,1769,904.46,16,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,9,0,0,0,0,0,0,0
Pocahontas PD5,420,3095.23,13,0,0,0,0,0,0,4,0,0,1,4,0,0,0,0,0,4,1,0,0,0,0,0,0
Pound PD,1085,5437.78,59,0,0,1,0,1,1,19,0,0,3,22,1,1,0,0,1,9,12,0,0,0,0,0,1
Pulaski PD,9173,11010.57,1010,0,3,4,10,4,17,138,2,0,78,401,17,52,13,3,4,168,200,4,0,0,1,0,10
Purcellville PD,4244,3275.21,139,0,0,0,0,0,4,17,0,0,7,57,6,3,7,3,1,31,6,0,0,0,0,0,2
Quantico PD,603,5804.31,35,0,2,0,0,0,0,2,0,0,2,16,1,0,0,0,0,13,3,0,0,0,0,0,0
Rich Creek PD0,680,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richlands PD,4095,11111.11,455,0,2,5,2,4,6,72,2,0,43,152,12,35,46,0,0,95,53,2,0,0,0,0,16
Rocky Mount PD,4542,7573.75,344,0,5,2,4,1,5,43,0,0,9,124,13,19,8,2,2,50,76,0,0,0,0,0,19
Rural Retreat PD,1339,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saltville PD,2268,6040.56,137,0,0,2,3,0,0,15,2,0,12,31,2,10,2,0,1,58,5,1,0,0,0,0,0
Shenandoah PD,1874,3895.41,73,0,0,0,0,0,3,7,0,0,1,26,1,0,1,0,0,19,20,0,0,0,0,0,1
Smithfield PD,6703,9189.91,616,0,2,0,3,7,5,138,0,0,14,257,16,13,24,8,4,123,30,0,0,0,0,0,28
South Boston PD,8222,11821.94,972,1,0,3,5,11,25,123,3,0,121,442,14,35,9,13,1,163,125,0,0,0,0,0,16
South Hill PD,4628,9528.95,441,0,0,1,5,5,13,74,0,0,29,206,9,24,5,3,2,97,2,0,0,0,0,0,4
St. Paul PD6,969,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanley PD,1341,149.14,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Stephens City PD,1195,4435.14,53,0,0,0,0,1,2,14,0,0,8,19,1,1,1,0,0,13,1,0,0,0,0,0,0
Strasburg PD,4153,4093.42,170,0,0,2,0,0,3,30,0,0,3,72,1,5,4,0,0,44,13,0,0,0,0,0,1
Tappahannock PD,2155,15313.22,330,1,1,0,0,2,7,56,0,0,11,154,2,20,12,6,0,61,38,0,0,0,0,0,7
Tazewell PD,4115,7144.59,294,0,3,2,1,1,6,65,1,0,20,111,5,14,6,2,0,55,21,0,0,0,0,0,5
Timberville PD,1704,1643.19,28,0,1,0,0,0,4,4,0,0,0,10,1,3,2,0,0,7,2,0,0,0,0,0,0
Victoria PD,1783,1346.04,24,0,0,0,0,0,4,2,0,0,2,10,1,1,0,0,0,3,1,1,0,0,0,0,0
Vienna PD4,14868,712.94,106,0,0,0,0,0,3,11,1,0,1,42,7,0,7,0,1,25,10,0,0,0,0,0,2
Vinton PD,7749,10027.1,777,0,0,0,3,4,8,221,2,0,43,262,17,40,16,3,0,136,153,2,1,0,0,0,9
Warrenton PD,7840,7487.24,587,0,0,4,3,1,26,124,0,0,15,214,5,25,17,5,3,132,40,0,0,0,0,0,10
Warsaw PD,1379,3335.75,46,0,0,0,1,0,2,4,0,0,3,24,3,1,2,0,0,10,1,0,0,0,0,0,0
Waverly PD,2211,2351.87,52,1,0,0,0,2,3,9,0,0,6,9,1,1,2,0,0,16,5,0,0,0,0,0,3
Weber City PD,1299,7775.21,101,0,0,0,0,1,1,13,0,0,4,37,5,9,0,0,4,24,13,0,0,0,0,0,1
West Point PD,2974,5581.7,166,0,3,0,0,0,1,51,0,1,8,61,4,2,0,0,1,45,6,0,0,0,0,0,1
Wise PD,3240,7685.18,249,0,0,1,1,0,7,25,0,0,14,120,12,8,8,4,1,48,34,0,0,0,0,0,1
Woodstock PD,4071,2628.34,107,0,0,2,0,1,5,13,0,0,5,55,5,3,7,1,1,7,11,0,0,0,0,0,4
Wytheville PD,7865,8684.04,683,0,0,3,8,0,13,94,1,0,30,327,13,30,16,3,1,179,44,1,0,0,0,0,5
