yfips,year,fips,state,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,asian_pop_15to64,black_pop_15to64,latino_pop_15to64,native_pop_15to64,other_pop_15to64,white_pop_15to64,urbanicity,region,division,commuting_zone,metro_area,land_area,total_jail_adm,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_jail_pop,female_jail_pop,male_jail_pop,asian_jail_pop,black_jail_pop,latino_jail_pop,native_jail_pop,white_jail_pop,total_jail_pretrial,female_jail_pretrial,male_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,asian_prison_pop,black_prison_pop,latino_prison_pop,native_prison_pop,other_prison_pop,white_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,asian_prison_adm,black_prison_adm,latino_prison_adm,native_prison_adm,other_prison_adm,white_prison_adm,num_facilites,num_employees,confined_pop,capacity,ucr_population,index_crime,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,agr_assault_crime,burglary_crime,larceny_crime,mv_theft_crime,arson_crime
197951670,1979,51670,VA,Hopewell city,23595,15569,8105,7464,,2824,,,136,12609,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,81.70786,,,,,,21.82391,0,16.447,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,278,1605,1154,,,,,,,,,,,,
198051670,1980,51670,VA,Hopewell city,23454,15474,8068,7406,,2927,,,146,12401,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,90.38678,,,,,,23.80898,0,17.98098,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,278,1605,1154,23364,1654,122,1532,2,10,38,72,300,1149,72,11
198151670,1981,51670,VA,Hopewell city,23645,15640,8137,7503,,3047,,,163,12430,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,99.4429,,,,,,25.89234,0,19.5893,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,278,1605,1154,23814,1794,93,1701,4,7,36,46,405,1210,73,13
198251670,1982,51670,VA,Hopewell city,23845,15742,8192,7550,,3144,,,175,12423,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,108.7205,,,,,,28.03092,0,21.23969,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,278,1605,1154,24100,1761,90,1671,1,7,24,58,439,1162,59,11
198351670,1983,51670,VA,Hopewell city,23835,15724,8172,7552,,3219,,,190,12315,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,118.1128,,,,,,30.19643,0,22.9108,0,0,0,0,0,0,,,,16,0,16,0,9,0,0,0,7,,,,,,,,,,1,278,1605,1154,24358,1277,107,1170,5,4,33,65,291,824,46,9
198451670,1984,51670,VA,Hopewell city,24033,15863,8234,7629,,3330,,,204,12329,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,127.7743,,,,,,32.42791,0,24.6323,0,0,0,0,0,0,,,,35,,,0,19,0,0,0,16,,,,,,,,,,1,278,1605,1154,24655,1039,97,942,3,3,15,76,236,652,45,9
198551670,1985,51670,VA,Hopewell city,23904,15765,8184,7581,,3392,,,219,12154,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,136.5544,,,,,,34.43438,0,26.18304,0,0,0,0,0,0,,,,32,0,32,0,15,0,0,0,17,14,0,14,0,6,0,0,0,8,1,278,1605,1154,24606,1085,80,1005,0,4,18,58,184,733,40,48
198651670,1986,51670,VA,Hopewell city,23937,15779,8176,7603,,3483,,,233,12063,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,145.6977,,,,,,36.5322,0,27.80327,0,0,0,0,0,0,,,,33,,,0,20,0,0,0,13,13,,,0,9,0,0,0,4,1,278,1605,1154,24928,1109,72,1037,4,7,18,43,222,726,44,45
198751670,1987,51670,VA,Hopewell city,23598,15506,8017,7489,,3515,,,242,11749,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,153.3773,,,,,,38.26413,0,29.1449,0,0,0,0,0,0,,,,39,,,0,24,0,0,0,15,29,0,29,0,14,0,0,0,15,1,278,1605,1154,24589,1121,87,1034,4,4,23,56,271,704,27,32
198851670,1988,51670,VA,Hopewell city,23460,15348,7940,7408,,3571,,,258,11519,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,161.7863,,,,,,40.17993,0,30.62634,0,0,0,0,0,0,,,,47,,,0,26,0,0,0,21,39,,,0,17,0,0,0,22,1,278,1605,1154,24578,1450,124,1326,2,4,31,87,325,953,33,15
198951670,1989,51670,VA,Hopewell city,23265,15125,7821,7304,,3610,,,275,11240,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,170.9292,,,,,,42.27807,0,32.24677,0,0,0,0,0,0,,,,75,4,71,0,48,0,0,0,27,58,6,52,0,34,0,0,0,24,1,278,1605,1154,25039,1112,85,1027,2,10,15,58,205,778,29,15
199051670,1990,51670,VA,Hopewell city,23138,14969,7722,7247,207,3626,241,50,,10845,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,179.239,0,0,0,0,0,44.17027,0,33.71009,0,0,0,0,0,0,,,,79,,,0,54,0,0,0,25,53,,,0,32,0,0,0,21,1,278,1605,1154,23101,1341,141,1200,1,4,32,104,200,958,32,10
199151670,1991,51670,VA,Hopewell city,23266,14946,7713,7233,198,3778,248,47,,10675,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,187.985,0,0,0,0,0,46.17041,0,35.25574,0,0,0,0,0,0,,,,95,9,86,0,67,0,0,0,28,56,11,45,0,40,0,0,0,16,1,278,1605,1154,23469,1421,165,1256,4,16,29,116,208,1006,42,0
199251670,1992,51670,VA,Hopewell city,23587,15108,7811,7297,204,3976,264,46,,10618,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,196.3094,0,0,0,0,0,48.06739,0,36.72258,0,0,0,0,0,0,,,,109,10,99,0,81,0,0,0,28,69,7,62,0,47,,0,1,21,1,278,1605,1154,23808,1430,157,1273,3,8,45,101,252,987,34,0
199351670,1993,51670,VA,Hopewell city,23271,14847,7678,7169,190,4056,269,43,,10289,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,202.2253,0,0,0,0,0,49.37693,0,37.74033,0,0,0,0,0,0,,,,129,12,117,0,95,0,0,0,34,67,9,58,0,51,0,0,0,16,1,278,1605,1154,,,,,,,,,,,,
199451670,1994,51670,VA,Hopewell city,23078,14673,7591,7082,188,4145,283,44,,10013,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,209.154,0,0,0,0,0,50.93673,0,38.94899,0,0,0,0,0,0,,,,176,18,158,0,134,0,0,0,42,87,11,76,0,59,0,0,0,28,1,278,1605,1154,24177,1656,285,1371,4,4,37,240,244,1045,35,47
199551670,1995,51670,VA,Hopewell city,23062,14616,7595,7021,185,4287,293,42,,9809,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,216.7775,0,0,0,0,0,52.66731,0,40.28806,0,0,0,0,0,0,,,,176,17,159,0,130,0,0,0,46,68,9,59,0,47,0,0,0,21,1,278,1605,1154,24699,1808,449,1359,1,13,54,381,213,1080,66,0
199651670,1996,51670,VA,Hopewell city,22868,14479,7549,6930,182,4376,314,43,,9564,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,223.7642,0,0,0,0,0,54.24453,0,41.50962,0,0,0,0,0,0,,,,187,15,172,0,141,0,0,0,46,70,9,61,0,51,0,0,0,19,1,278,1605,1154,24911,1896,462,1434,1,13,58,390,228,1163,43,0
199751670,1997,51670,VA,Hopewell city,22575,14277,7460,6817,173,4451,332,43,,9278,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,229.3908,0,0,0,0,0,55.49427,0,42.48032,0,0,0,0,0,0,,,,176,12,164,0,133,0,0,0,43,58,6,52,0,44,0,0,0,14,1,278,1605,1154,25131,1916,451,1465,1,16,59,375,239,1158,66,2
199851670,1998,51670,VA,Hopewell city,22482,14165,7455,6710,170,4545,370,41,,9039,suburban,South,South Atlantic,14,40060,10.297,0,,,,0,0,234.9139,0,0,0,0,0,56.72164,0,43.43355,0,0,0,0,0,0,,,,191,17,174,0,138,0,0,0,53,77,10,67,0,56,0,0,0,21,1,278,1605,1154,22356,1900,270,1630,2,7,36,225,249,1235,145,1
199951670,1999,51670,VA,Hopewell city,22235,13982,7376,6606,167,4605,390,46,,8774,suburban,South,South Atlantic,14,40060,10.297,2977.082,,,,286.7148,47.57893,242.032,5.378488,166.3194,21.92768,0.4137298,95.57159,58.33591,13.65308,44.68282,240.377,0,0,0,49.23385,30.61601,,,,193,17,176,0,135,0,0,0,58,70,9,61,0,39,,0,1,30,1,278,1605,1154,22800,1146,152,994,3,10,43,96,208,658,114,14
200051670,2000,51670,VA,Hopewell city,22277,14008,7436,6572,167,4707,398,54,,8682,suburban,South,South Atlantic,14,40060,10.297,3166.362,2802.83928045,568.416632261,2234.42264818,298.6666,52.04978,285.4476,3.717841,205.3075,18.58921,1.23928,103.2734,95.42459,16.52374,78.90086,289.5785,0,10.74043,0,37.17841,25.3364,308.993925096,37.1784134473,271.815511648,264,23,241,0,181,,0,2,81,73,6,67,0,49,,0,1,23,1,278,1605,1154,22354,1295,185,1110,1,15,48,121,220,774,103,13
200151670,2001,51670,VA,Hopewell city,22147,13912,7393,6519,171,4775,415,54,,8497,suburban,South,South Atlantic,14,40060,10.297,2952.044,2971.85361682,584.606764767,2387.24685206,403.6863,51.2813,353.2256,5.743505,239.9965,14.35876,1.025626,138.6646,128.8186,18.46127,110.3573,63.17855,0,1.641001,0,29.12778,19.96552,397.12234968,56.6145498511,340.507799829,234,15,219,0,168,,0,1,65,60,4,56,0,49,0,0,0,11,1,278,1605,1154,22699,1426,172,1254,1,5,56,110,277,825,138,14
200251670,2002,51670,VA,Hopewell city,22291,14051,7469,6582,183,4915,484,56,,8413,suburban,South,South Atlantic,14,40060,10.297,3536.207,3418.83279705,671.189463523,2747.64333353,409.3721,57.13125,349.3638,1.644065,221.1267,18.49573,0.8220324,162.7624,114.6735,15.61862,99.05491,11.91947,0,2.466097,0,14.79658,14.79658,417.181448546,80.5591762709,417.181448546,262,30,232,0,180,,0,2,80,76,14,62,0,49,,0,1,26,1,278,1605,1154,23033,1112,168,944,1,9,47,111,218,620,100,6
200351670,2003,51670,VA,Hopewell city,22046,14048,7429,6619,170,4983,527,55,,8313,suburban,South,South Atlantic,14,40060,10.297,3618.408,3193.77247749,768.673447913,2425.09902958,422.9346,70.62598,370.3758,2.874313,232.4088,14.37157,0.8212323,190.1153,129.3441,22.9945,106.3496,0.4106162,0,9.033555,0,8.622939,8.622939,447.160996141,103.885887992,343.275108149,257,27,230,0,188,4,0,0,65,69,9,60,0,49,,0,2,18,1,278,1605,1154,22812,1280,150,1130,2,16,32,100,321,709,90,10
200451670,2004,51670,VA,Hopewell city,21998,14054,7414,6640,177,5015,558,55,,8249,suburban,South,South Atlantic,14,40060,10.297,4513.042,3195.87241459,799.376365326,2396.49604927,439.6978,75.52841,358.0455,3.266093,252.3057,12.24785,0.8165234,162.8964,153.9147,33.88572,120.0289,12.24785,0,5.307402,0,16.73873,16.33047,410.711247966,64.0970834301,346.614164536,256,28,228,0,183,,0,1,72,75,10,65,0,51,0,0,0,24,1,278,1605,1154,22614,1321,177,1144,1,12,55,109,275,738,122,9
200551670,2005,51670,VA,Hopewell city,22131,14254,7491,6763,161,5164,651,56,,8222,suburban,South,South Atlantic,14,40060,10.297,4158.43,3213.871258,764.6201765,2449.2510815,436.5735,67.00703,375.7327,0.8221722,252.4069,14.38801,0.4110861,173.8894,149.2243,23.43191,125.7924,39.05318,0,21.37648,0,4.933033,4.933033,432.873680567,104.004787449,328.868893118,243,21,222,0,168,,0,1,74,72,8,64,0,45,0,0,0,27,1,278,1605,1154,22692,1360,174,1186,0,11,56,107,265,767,138,16
200651670,2006,51670,VA,Hopewell city,22295,14382,7593,6789,166,5239,753,51,,8173,suburban,South,South Atlantic,14,40060,10.297,4401.858,3553.80264995,906.481948996,2647.32070095,469.2232,88.10742,406.1137,0.8196039,273.3379,29.09594,0.409802,189.7383,160.6424,25.81752,134.8248,7.786237,0,20.0803,0,15.98228,15.98228,448.733152871,75.813363727,372.919789144,223,12,211,0,160,4,0,0,59,66,5,61,0,46,,0,2,18,1,278,1605,1154,22916,1178,149,1029,1,13,50,85,178,715,123,13
200751670,2007,51670,VA,Hopewell city,22549,14526,7700,6826,167,5411,736,53,,8159,suburban,South,South Atlantic,14,40060,10.297,4018.466,3615.94246319,887.70686867,2728.23559452,487.1261,92.31492,422.8353,1.236361,276.9448,28.43629,0.4121202,207.2964,126.933,23.49085,103.4422,16.89693,0,9.478765,0,10.303,10.303,472.289726785,73.3573921185,398.932334667,247,11,236,0,172,0,0,0,75,79,,,0,51,0,0,0,28,1,278,1605,1154,22741,1151,171,980,2,13,53,103,196,660,111,13
200851670,2008,51670,VA,Hopewell city,22576,14590,7720,6870,168,5514,866,53,,7989,suburban,South,South Atlantic,14,40060,10.297,4949.571,3679.2101824,868.403034264,2810.80714814,535.5497,83.73146,441.87,2.901585,280.2102,71.71061,0.4145122,170.3645,140.9341,19.48207,121.4521,8.290244,0,17.82402,0,58.03171,58.03171,494.098528326,68.80902324,425.289505086,256,19,237,0,178,,0,1,77,88,9,79,0,57,,0,1,30,1,278,1605,1154,23035,1286,279,1007,3,13,76,187,294,598,109,6
200951670,2009,51670,VA,Hopewell city,22455,14418,7635,6783,171,5420,939,53,,7835,suburban,South,South Atlantic,14,40060,10.297,4009.406,3058.02720739,925.179671457,2132.84753593,476.9815,87.58368,408.3126,0.8223819,296.4687,23.43789,0.411191,175.1674,138.5714,28.78337,109.788,9.457392,0,1.233573,0,0.8223819,0.411191,473.280800821,80.593429158,392.687371663,246.6,17.2,229.4,0,173.2,,0,1.6,71.8,71,7.5,63.5,0,53,,0,0.5,17.5,1,278,1605,1154,23324,1054,207,847,4,13,70,120,266,501,69,11
201051670,2010,51670,VA,Hopewell city,22602,14500,7737,6763,170,5521,993,52,,7764,suburban,South,South Atlantic,14,40060,10.297,4967.824,3145.67712851,942.37759644,2203.29953207,498.7352,83.67484,440.3285,0.4142319,294.9331,29.41047,0.4142319,198.4171,121.3699,28.78337,109.788,16.56928,0,4.970783,0,0.4142319,0.4142319,503.291771285,140.838849578,362.452921708,237.2,15.4,221.8,0,168.4,,0,2.2,66.6,54,6,48,0,49,0,0,0,5,1,278,1605,1154,22591,1256,205,1051,2,9,54,140,273,667,104,7
201151670,2011,51670,VA,Hopewell city,22652,14524,7757,6767,171,5542,996,51,,7764,suburban,South,South Atlantic,14,40060,10.297,6257.111,3151.12602362,915.566330488,2235.55969313,543.1115,80.96845,464.6343,0.8304456,309.7562,33.21783,0.4152228,202.6287,129.1343,28.78337,109.788,8.304457,0,25.74381,0,2.076114,0,539.374450478,80.5532281699,458.821222308,227.8,13.6,214.2,0,163.6,,0,2.8,61.4,51,,,0,38,0,0,0,13,1,278,1605,1154,22861,1112,140,972,2,5,39,94,306,593,60,13
201251670,2012,51670,VA,Hopewell city,22505,14444,7694,6750,172,5587,978,52,,7655,suburban,South,South Atlantic,14,40060,10.297,3297.328,3039.89492119,903.908931699,2135.98598949,553.8354,85.14185,479.8529,1.23993,333.5412,22.73205,0.41331,207.4816,90.51488,28.78337,109.788,18.18564,0,17.77233,0,9.919439,0,553.835376533,80.1821366025,473.65323993,218.4,11.8,206.6,0,158.8,,0,3.4,56.2,72,6,66,0,51,,0,4,17,1,278,1605,1154,22829,977,92,885,2,3,32,55,209,617,54,5
201351670,2013,51670,VA,Hopewell city,22319,14170,7585,6585,168,5581,953,51,,7417,suburban,South,South Atlantic,14,40060,10.297,3440.128,3153.23764471,956.535523301,2196.70212141,589.0483,90.22757,503.1369,1.644238,335.8356,14.18155,0.4110595,240.8809,141.4045,28.78337,109.788,76.45707,0,17.77233,0,12.53732,0,578.771816419,88.7888582007,489.982958219,209,10,199,0,154,,0,4,51,63,7,56,0,45,,0,1,17,1,278,1605,1154,22305,884,100,784,3,4,35,58,233,502,49,0
201451670,2014,51670,VA,Hopewell city,22175,13988,7445,6543,175,5575,991,61,,7186,suburban,South,South Atlantic,14,40060,10.297,2202.434,,,,383.666,58.58072,323.5768,1.257097,207.9238,3.519871,0.2514194,168.451,117.9157,28.78337,109.788,82.46555,0,17.77233,0,9.302517,0,,,,,,,,,,,,,,,,,,,,,,1,278,1605,1154,22054,767,84,683,3,4,27,50,136,498,46,3
201551670,2015,51670,VA,Hopewell city,22117,13903,7377,6526,190,5671,1014,56,,6972,suburban,South,South Atlantic,14,40060,10.297,2094.121,,,,367.5012,66.37911,300.6135,1.271631,218.2118,5.849501,0.2543261,140.1337,162.5144,28.78337,109.788,15.76822,0,17.77233,0,11.44467,0,,,,,,,,,,,,,,,,,,,,,,1,278,1605,1154,,,,,,,,,,,,
201651670,2016,51670,VA,Hopewell city,22233,13962,7413,6549,221,5740,1039,60,,6902,suburban,South,South Atlantic,14,40060,10.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,278,1605,1154,,,,,,,,,,,,
197051678,1970,51678,VA,Lexington city,7596,5411,1866,3545,,682,,,11,4718,rural,South,South Atlantic,441,,2.499,0,,,,5.695789,0.2712281,5.424562,,,,,,4.610877,0,4.610877,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197151678,1971,51678,VA,Lexington city,7625,5467,1855,3612,,670,,,13,4784,rural,South,South Atlantic,441,,2.499,0,,,,5.795647,0.2727363,5.557003,,,,,,4.431965,0,4.227413,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197251678,1972,51678,VA,Lexington city,7441,5357,1783,3574,,636,,,18,4703,rural,South,South Atlantic,441,,2.499,0,,,,5.628201,0.2617768,5.431868,,,,,,4.05754,0,3.664875,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197351678,1973,51678,VA,Lexington city,7277,5269,1717,3552,,610,,,19,4640,rural,South,South Atlantic,441,,2.499,0,,,,5.562333,0.2557395,5.402496,,,,,,3.772157,0,3.196743,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197451678,1974,51678,VA,Lexington city,7188,5227,1695,3532,,597,,,19,4611,rural,South,South Atlantic,441,,2.499,0,,,,5.490022,0.2495465,5.365249,,,,,,3.49365,0,2.745011,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197551678,1975,51678,VA,Lexington city,7458,5467,1791,3676,,627,,,24,4816,rural,South,South Atlantic,441,,2.499,0,,,,5.709761,0.2566185,5.613529,,,,,,3.400195,0,2.437876,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197651678,1976,51678,VA,Lexington city,7041,5193,1640,3553,,566,,,26,4601,rural,South,South Atlantic,441,,2.499,0,,,,5.516383,0.2451726,5.45509,,,,,,3.064657,0,1.96138,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197751678,1977,51678,VA,Lexington city,7523,5613,1777,3836,,606,,,35,4972,rural,South,South Atlantic,441,,2.499,0,,,,5.886224,0.2587351,5.853882,,,,,,3.040138,0,1.681778,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7065,139,6,133,0,1,0,5,41,88,4,0
197851678,1978,51678,VA,Lexington city,7455,5599,1756,3843,,595,,,37,4967,rural,South,South Atlantic,441,,2.499,265.5399,,,,5.856428,0.2546273,5.856428,,,,,,2.8009,0,1.273137,0.7638819,0,0,0,0.2546273,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6995,154,5,149,0,0,0,5,32,109,8,0
197951678,1979,51678,VA,Lexington city,7376,5577,1739,3838,,586,,,40,4951,rural,South,South Atlantic,441,,2.499,261.3916,,,,5.717942,0.2507869,5.667785,,,,,,3.009443,0,1.218108,0.8526756,0,0,0,0.4263378,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
198051678,1980,51678,VA,Lexington city,7258,5505,1711,3794,,581,,,44,4880,rural,South,South Atlantic,441,,2.499,259.1809,,,,5.622932,0.2488023,5.523412,,,,,,3.23443,0,1.172925,0.9454488,0,0,0,0.5971256,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7285,231,6,225,0,0,2,4,55,163,7,0
198151678,1981,51678,VA,Lexington city,7089,5397,1694,3703,,565,,,50,4782,rural,South,South Atlantic,441,,2.499,255.6088,,,,5.499377,0.2455079,5.352072,,,,,,3.43711,0,1.122322,1.031133,0,0,0,0.7610744,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7425,169,4,165,0,0,2,2,30,127,4,4
198251678,1982,51678,VA,Lexington city,7130,5423,1737,3686,,573,,,55,4795,rural,South,South Atlantic,441,,2.499,255.9308,,,,5.460139,0.2459522,5.263377,,,,,,3.689283,0,1.089217,1.13138,0,0,0,0.9346184,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7514,237,6,231,0,0,0,6,41,188,1,1
198351678,1983,51678,VA,Lexington city,7117,5415,1760,3655,,565,,,59,4791,rural,South,South Atlantic,441,,2.499,255.2856,,,,5.400272,0.2454669,5.154805,,,,,,3.92747,0,1.052001,1.227334,0,2.454669,0,1.104601,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
198451678,1984,51678,VA,Lexington city,6910,5263,1733,3530,,543,,,65,4655,rural,South,South Atlantic,441,,2.499,228.2915,,,,3.85709,0.3616022,3.736557,,,,,,2.410681,0,0.9987109,1.470516,0,2.495764,0,1.253554,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
198551678,1985,51678,VA,Lexington city,6835,5208,1749,3459,,537,,,74,4597,rural,South,South Atlantic,441,,2.499,204.4606,,,,2.394153,0.4788305,2.394153,,,,,,0.957661,0,0.957661,1.72379,0,2.563151,0,1.41255,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6987,243,5,238,0,1,2,2,45,187,4,2
198651678,1986,51678,VA,Lexington city,6752,5153,1754,3399,,533,,,80,4540,rural,South,South Atlantic,441,,2.499,226.8256,,,,2.865165,0.5969095,3.82022,,,,,,2.148874,0,2.148874,1.981739,0,2.640447,0,1.575841,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7063,281,7,274,0,1,1,5,48,222,4,0
198751678,1987,51678,VA,Lexington city,6779,5171,1782,3389,,537,,,84,4550,rural,South,South Atlantic,441,,2.499,223.8559,,,,3.119107,0.719794,4.078833,,,,,,1.919451,0,1.919451,2.255354,0,2.73804,0,1.751499,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7142,205,6,199,0,0,0,6,39,156,4,0
198851678,1988,51678,VA,Lexington city,6771,5152,1815,3337,,534,,,89,4529,rural,South,South Atlantic,441,,2.499,421.3886,,,,5.243523,0.8341969,5.243523,,,,,,2.38342,0,2.38342,2.502591,0,2.804023,0,1.906736,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6906,223,9,214,4,0,0,5,24,186,2,2
198951678,1989,51678,VA,Lexington city,6951,5270,1887,3383,,550,,,100,4620,rural,South,South Atlantic,441,,2.499,417.6113,,,,7.71397,0.9703107,7.422877,,,,,,3.007963,0,2.959448,2.813901,0,2.939471,0,2.110426,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6792,202,14,188,1,3,4,6,34,146,6,2
199051678,1990,51678,VA,Lexington city,6972,5287,1917,3370,79,547,44,5,,4612,rural,South,South Atlantic,441,,2.499,403.6429,,,,10.02412,1.08434,9.445805,0,3.084344,0,0,6.650618,3.566273,0,3.469887,3.060248,0,3.004968,0,2.265065,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6959,227,14,213,1,0,0,13,39,165,9,0
199151678,1991,51678,VA,Lexington city,7007,5298,1932,3366,87,538,45,5,,4623,rural,South,South Atlantic,441,,2.499,392.1959,,,,12.37749,1.204036,11.51059,0,4.382692,0,0,7.561347,4.141885,0,3.9974,3.32314,0,3.087999,0,2.432153,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7069,204,7,197,0,5,0,2,37,154,6,0
199251678,1992,51678,VA,Lexington city,7036,5300,1955,3345,91,537,45,6,,4621,rural,South,South Atlantic,441,,2.499,378.7116,,,,14.64842,1.316443,13.49953,0,5.648738,0,0,8.425236,4.691325,0,4.499842,3.566364,0,3.153832,0,2.585016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7171,173,10,163,0,4,0,6,31,126,2,4
199351678,1993,51678,VA,Lexington city,6941,5196,1944,3252,95,537,49,6,,4509,rural,South,South Atlantic,441,,2.499,359.4731,,,,16.61859,1.404388,15.2142,0,6.787873,1.638452,0,9.128519,5.149421,0.2340646,4.915357,3.745034,0,3.166756,0,2.691743,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
199451678,1994,51678,VA,Lexington city,7130,5374,2010,3364,98,553,52,6,,4665,rural,South,South Atlantic,441,,2.499,358.3652,,,,18.04648,1.443718,12.51222,0,5.053013,0.2406197,0,8.662309,5.654562,0.3609295,5.293633,3.946163,0,3.340367,0,2.93556,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7225,168,7,161,0,1,2,4,16,141,4,0
199551678,1995,51678,VA,Lexington city,6974,5223,1980,3243,96,537,55,6,,4529,rural,South,South Atlantic,441,,2.499,337.329,,,,18.23526,1.870283,13.32577,0,6.312206,0.2337854,0,8.650061,5.844635,0.4675708,5.377065,3.927595,0,3.328004,0,3.015832,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7074,203,31,172,0,0,1,30,46,124,2,0
199651678,1996,51678,VA,Lexington city,6893,5154,1970,3184,103,529,59,7,,4456,rural,South,South Atlantic,441,,2.499,322.7217,,,,15.48372,1.617702,12.47942,0,3.004305,1.155502,0,9.937315,6.124159,0.5777509,5.546408,3.974926,0,3.371346,0,3.142965,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7134,182,19,163,0,2,1,16,21,141,1,0
199751678,1997,51678,VA,Lexington city,7061,5307,2034,3273,111,535,67,7,,4587,rural,South,South Atlantic,441,,2.499,314.5095,,,,18.17147,2.329675,16.30773,0,7.920896,0.6989025,0,10.0176,6.52309,0.6989025,5.824188,4.100228,0,3.480809,0,3.331435,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7197,147,9,138,0,0,3,6,21,113,4,0
199851678,1998,51678,VA,Lexington city,7087,5322,2063,3259,118,520,72,8,,4604,rural,South,South Atlantic,441,,2.499,302.8597,,,,17.4248,1.626315,12.0812,0,4.414284,0.2323307,0,9.060899,4.646615,0.5808268,4.646615,4.181953,0,3.553293,0,3.484961,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7256,165,18,147,0,0,0,18,19,120,5,3
