COUNTY SHERIFFS & STATE POLICE,POPULATION ,"INCIDENT RATE PER 100,000",TOTAL INCIDENTS ,Murder and Non-negligent Manslaughter ,Kidnaping/Abduction ,Forcible Rape ,Other Forcible Sex Offenses,Robbbery,Aggravated Assault,Simple Assault/Intimidation,Arson,Extortion/Blackmail,Burglary,Larceny,Motor Vehicle Theft,Counterfeiting/Forgery,Fraud,Embezzlement,Stolen Property,Destruction/Damage/Vandalism,Drug/Narcotic Offenses,Non-forcible Sex Offenses,Pornography,Gambling,Prostitution,Bribery,Weapon Law Violation
State Police ,,,10,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0
Dinwiddie County SO ,26120,3721.28,972,5,7,12,15,14,33,138,2,0,97,275,47,18,50,4,10,226,101,0,1,0,2,0,27
State Police ,,,40,0,0,0,0,0,1,3,0,0,2,4,5,1,2,0,0,1,25,0,0,0,0,0,4
Essex County SO ,8614,2147.66,185,0,0,1,1,0,7,24,1,0,25,77,7,1,13,0,1,58,8,0,0,0,0,0,6
State Police ,,,16,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,12,0,0,0,0,0,1
Fauquier County SO ,56586,3483.19,1971,4,8,11,16,5,56,408,8,0,132,530,57,19,170,6,11,538,223,1,2,0,0,0,37
State Police ,,,68,0,0,0,0,0,1,2,0,0,0,5,0,1,0,0,2,3,48,1,1,0,0,0,8
Floyd County SO ,15108,2197.51,332,0,0,3,3,0,9,40,1,0,64,89,14,11,16,1,1,77,28,0,0,0,0,0,5
State Police ,,,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0
Fluvanna County SO ,26057,2317.99,604,0,0,2,7,2,21,162,1,1,56,136,17,7,22,1,2,137,89,0,0,0,1,0,10
State Police ,,,35,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,0,0
Franklin County SO ,47638,2397.24,1142,1,0,9,21,2,22,87,0,0,93,437,42,15,42,4,12,284,148,2,1,0,0,0,15
State Police ,,,81,0,0,0,2,0,0,1,0,0,0,2,4,0,10,1,0,0,62,0,0,0,0,0,0
Frederick County SO ,70380,4697.35,3306,0,12,45,55,12,42,850,4,0,284,1089,131,97,115,25,8,891,107,0,8,0,0,0,43
State Police ,,,222,0,0,0,0,1,1,3,0,0,0,5,2,0,2,1,0,2,203,1,2,0,0,0,6
Giles County SO ,9590,4191.86,402,0,0,3,6,0,10,67,2,0,35,122,15,10,12,1,2,75,86,0,0,0,0,0,7
State Police ,,,25,0,0,0,0,0,2,2,1,0,1,7,2,0,2,0,0,3,7,0,0,0,0,0,0
Gloucester County SO ,36489,4343.77,1585,1,4,9,6,6,18,429,10,0,52,488,24,15,58,4,1,229,276,0,3,0,0,0,16
State Police ,,,230,0,0,0,0,0,2,2,0,0,0,2,1,1,7,1,0,2,213,0,0,0,0,0,4
Goochland County SO ,20440,1756.36,359,4,1,3,3,1,57,4,2,0,27,110,19,5,26,2,8,107,23,0,0,0,0,0,9
State Police ,,,29,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,30,0,0,0,0,0,3
Grayson County SO ,14716,2086.16,307,0,4,2,2,2,10,92,2,0,39,81,15,4,3,1,0,63,48,0,1,0,0,0,13
State Police ,,,16,0,0,0,1,0,1,5,0,0,0,3,1,0,0,0,0,1,6,0,0,0,0,0,1
Greene County SO ,17714,3415.37,605,0,9,5,8,2,23,105,3,0,45,206,12,11,12,6,2,168,52,2,1,0,1,0,13
State Police ,,,29,0,0,0,0,0,1,0,1,0,0,6,0,0,0,1,0,2,19,0,0,0,0,0,0
Greensville County SO ,12059,6683.8,806,0,2,3,6,4,22,244,0,0,99,174,16,10,20,0,0,172,53,1,0,0,0,0,11
State Police ,,,26,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,26,0,0,0,0,0,1
Halifax County SO ,27341,1953.11,534,2,0,1,3,1,14,92,0,0,90,195,19,8,15,1,0,86,23,0,0,0,0,0,6
State Police ,,,36,0,0,0,0,0,1,1,0,0,0,5,0,0,6,0,0,2,20,0,0,0,0,0,3
Hanover County SO ,90517,2859.13,2588,0,6,6,18,20,23,540,5,1,112,935,39,56,148,33,22,383,368,3,6,0,1,0,63
State Police ,,,107,0,0,2,1,0,7,3,0,0,0,3,1,3,53,0,0,0,42,0,0,0,0,0,3
Henry County SO ,55279,5054.36,2794,3,15,19,30,28,118,522,7,0,370,889,111,83,123,21,1,330,322,1,1,0,0,0,75
State Police ,,,27,0,0,0,0,0,0,1,0,0,0,3,2,0,8,0,0,0,12,0,0,0,0,0,1
Highland County SO9 ,2384,629.19,15,0,0,0,0,0,0,2,0,0,1,6,1,0,0,0,0,8,0,0,0,0,0,0,0
State Police ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isle of Wight County SO ,26612,4125.95,1098,0,7,2,17,8,17,235,4,0,114,297,58,9,68,3,1,214,82,1,0,0,0,0,31
State Police ,,,24,0,0,0,0,0,1,0,0,0,0,1,0,0,8,1,1,0,11,0,0,0,0,0,2
King & Queen County SO ,6962,1910.37,133,0,0,2,2,0,6,29,1,0,20,23,6,2,2,0,0,15,31,1,0,0,0,0,5
State Police ,,,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
King George County SO ,22205,4724.16,1049,0,4,5,23,8,28,302,1,0,62,293,26,21,91,2,2,189,124,2,0,0,0,0,28
State Police ,,,8,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0
King William County SO ,12216,1375.24,168,1,0,0,2,2,8,42,1,0,18,55,3,3,5,2,4,19,20,1,1,0,0,0,6
State Police ,,,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0
Lancaster County SO ,10245,2235.23,229,0,0,2,4,2,9,45,1,0,29,81,6,4,10,0,1,40,17,0,1,0,0,0,7
State Police ,,,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
Lee County SO ,21132,3615.37,764,1,0,0,2,2,25,83,0,1,130,344,5,13,10,1,1,144,25,0,0,0,0,0,0
State Police ,,,22,0,0,1,0,0,2,1,5,0,0,3,4,0,2,1,0,1,3,0,0,0,0,0,0
Loudoun County SO ,232357,3162.8,7349,0,23,38,56,34,97,1849,48,4,277,2371,205,76,641,83,35,1793,902,1,35,0,2,0,149
State Police ,,,61,0,0,0,1,0,3,1,0,0,0,11,0,10,12,1,0,3,26,0,0,0,0,0,2
Louisa County SO ,29640,3589.74,1064,3,3,8,15,2,22,205,8,0,83,360,27,12,39,0,1,286,100,7,2,0,1,0,25
State Police ,,,45,0,0,0,0,0,1,1,1,0,1,2,0,1,2,0,0,1,42,0,0,0,0,0,0
Lunenburg County SO ,10157,2028.15,206,1,1,0,3,3,8,53,2,0,21,35,16,3,1,0,0,38,44,1,0,0,0,0,6
State Police ,,,80,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,78,0,0,0,0,0,1
Madison County SO ,13828,3666.47,507,0,3,2,5,1,9,152,2,0,35,139,22,7,27,0,0,120,18,1,0,0,1,0,7
State Police ,,,55,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,3
Mathews County SO ,9520,3130.25,298,0,1,0,1,1,5,85,0,0,35,111,8,8,3,1,2,59,18,0,0,0,0,0,5
State Police ,,,31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,32,0,1,0,0,0,0
Mecklenburg County SO ,24065,3698.31,890,1,9,6,10,4,37,132,8,1,126,338,38,15,18,4,1,246,26,2,3,0,0,0,15
State Police ,,,161,0,0,0,0,0,2,2,0,0,1,5,4,3,2,0,0,1,140,0,0,0,0,0,4
Middlesex County SO ,10286,2615.2,269,0,1,2,6,1,6,78,2,0,30,82,9,2,8,1,0,55,6,0,0,0,1,0,4
State Police ,,,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,56,0,0,0,0,0,0
Montgomery County SO ,31697,4830.11,1531,0,3,15,23,5,36,553,12,1,157,380,34,17,53,2,2,297,164,2,1,0,1,0,26
State Police ,,,83,30,0,0,0,0,25,3,0,1,0,9,2,2,15,1,0,1,49,0,0,0,0,0,0
Nelson County SO ,15172,4106.24,623,1,2,3,4,1,8,121,0,0,56,230,26,4,23,4,0,188,26,0,0,0,1,0,16
State Police ,,,29,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,25,0,0,0,0,0,1
New Kent County SO ,17088,3686.79,630,0,3,3,3,2,22,200,2,1,35,178,25,20,26,4,3,129,64,0,0,0,0,0,14
State Police ,,,67,0,0,0,0,0,2,0,0,0,0,0,1,2,4,0,0,0,79,0,0,0,0,0,6
Northampton County SO ,10352,3129.82,324,1,0,3,3,8,14,69,2,0,53,106,18,1,7,7,1,48,7,0,0,0,0,0,6
State Police ,,,59,1,1,0,1,0,0,0,0,0,1,5,2,0,1,1,0,2,50,0,0,0,0,0,4
Northumberland County SO ,13190,2653.52,350,0,1,0,1,2,5,88,1,0,36,84,5,22,14,4,0,88,45,0,0,0,0,0,13
State Police ,,,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Nottoway County SO ,9329,2851.32,266,1,2,1,5,1,7,58,2,0,20,81,11,0,6,0,0,51,43,2,0,0,0,0,8
State Police ,,,13,0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,0,0,5,0,0,0,0,0,3
Orange County SO ,26168,1941.3,508,0,1,6,13,2,24,96,2,0,50,175,15,4,18,3,1,103,84,3,2,0,0,0,19
State Police ,,,92,0,0,0,0,0,2,0,1,0,0,1,1,0,4,0,0,0,84,0,0,0,0,0,3
Page County SO ,16324,3412.15,557,0,2,13,22,1,13,87,7,1,90,186,11,6,39,5,2,135,44,2,1,0,0,0,11
State Police ,,,117,0,0,0,0,0,1,1,0,0,0,3,0,0,5,0,0,0,105,0,0,0,0,0,5
Patrick County SO ,19424,3830.31,744,0,1,7,5,3,18,92,0,0,121,283,49,20,43,7,0,146,38,0,0,0,0,0,20
State Police ,,,5,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
Pittsylvania County SO ,58004,1979.17,1148,4,6,8,33,17,28,364,5,1,161,227,29,24,25,9,0,217,161,6,2,0,2,0,51
State Police ,,,79,0,1,0,0,0,1,0,0,0,1,9,25,1,23,1,0,3,20,0,0,0,0,0,3
Powhatan County SO ,27448,2124.01,583,0,5,4,8,0,8,100,0,0,67,170,15,3,25,2,0,131,82,0,1,0,0,0,12
State Police ,,,34,0,0,0,1,0,10,6,1,0,0,4,0,1,1,0,0,0,18,0,0,0,0,0,2
Prince Edward County SO ,14356,487.6,70,0,2,0,0,1,1,25,1,0,10,13,4,0,5,0,0,7,5,0,0,0,0,0,5
State Police ,,,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0
Pulaski County SO ,23719,5055.01,1199,0,3,5,13,4,6,203,3,1,85,476,18,49,76,19,1,226,132,0,0,0,0,0,10
State Police ,,,59,0,0,0,0,0,3,3,1,0,0,7,0,1,6,0,0,2,38,0,0,0,0,0,2
Rappahannock County SO ,7193,1835.11,132,0,0,0,0,1,2,42,0,0,19,27,4,4,0,0,0,39,4,0,0,0,0,0,1
State Police ,,,11,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,1
Richmond County SO ,7729,2794.66,216,0,1,2,1,0,8,57,0,0,5,46,5,6,2,1,0,16,70,0,0,0,0,0,3
State Police ,,,9,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0
Rockbridge County SO ,21074,3321.62,700,0,0,2,17,1,11,126,0,0,63,237,17,10,30,3,2,121,112,0,0,0,0,0,12
State Police ,,,47,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,0,2,27,0,0,0,0,0,0
Rockingham County SO ,58029,1058.09,614,0,6,6,25,1,15,69,0,0,113,202,6,8,31,4,3,164,37,1,1,0,0,0,15
State Police ,,,98,0,0,0,0,0,0,1,0,0,0,8,10,0,4,0,0,2,78,0,0,0,0,0,4
Russell County SO ,24681,3832.9,946,0,6,7,14,3,20,298,8,0,96,189,29,20,23,0,0,162,168,3,0,1,1,0,18
State Police ,,,34,0,0,0,0,0,0,0,1,0,0,2,1,20,3,1,0,1,6,0,0,0,0,0,0
Scott County SO ,20429,3764.25,769,2,8,1,11,1,22,154,11,0,116,282,26,19,21,4,2,182,40,2,2,0,0,0,26
State Police ,,,35,0,0,0,0,0,0,1,1,0,0,9,4,2,4,1,1,4,10,0,0,0,0,0,1
Shenandoah County SO ,27642,1960.78,542,0,0,2,0,0,28,165,1,0,43,137,13,3,37,0,4,137,38,0,0,0,0,0,15
State Police ,,,174,0,0,0,0,0,4,1,0,0,0,6,0,0,2,0,0,2,163,0,0,0,0,0,12
Smyth County SO ,22084,4587.03,1013,1,4,7,25,4,26,256,7,0,69,285,19,22,14,0,4,224,100,2,2,0,0,0,23
State Police ,,,80,0,0,0,0,1,3,2,1,0,1,18,5,1,15,0,1,3,29,0,0,0,0,0,3
Southampton County SO ,16463,4701.45,774,2,4,2,5,7,32,154,2,0,94,250,9,6,17,2,2,155,93,2,1,0,1,0,19
State Police ,,,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,1
Spotsylvania County SO ,119907,4515.99,5415,5,10,29,87,34,217,1235,12,1,130,1723,74,79,520,94,5,984,647,0,3,0,0,0,109
State Police ,,,14,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,8,0,0,0,0,0,1
Stafford County SO ,120387,3711.36,4468,3,19,47,71,29,119,896,25,0,228,1229,129,111,492,58,25,1235,589,1,12,0,1,1,86
State Police ,,,16,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,11,0,0,0,0,0,0
Surry County SO ,7205,2928.52,211,0,1,4,0,3,15,71,1,0,45,39,3,5,4,0,1,29,13,0,1,1,0,0,5
State Police ,,,11,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,7,0,0,0,0,0,2
Sussex County SO ,9948,4794.93,477,0,4,1,2,5,17,93,1,0,71,113,10,15,9,1,1,118,83,1,0,0,0,0,16
State Police ,,,23,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,17,0,0,0,0,0,0
Tazewell County SO ,27806,4013.52,1116,2,6,11,28,7,35,201,4,0,108,390,19,51,38,11,1,177,189,2,1,0,0,0,23
State Police ,,,193,0,0,0,1,0,1,1,2,0,27,13,3,137,114,2,0,1,10,0,0,0,0,0,0
Warren County SO ,21268,3173.78,675,1,1,4,15,3,12,91,6,0,39,239,20,8,17,1,4,98,149,0,2,0,0,0,20
State Police ,,,140,0,0,0,0,1,1,1,0,0,0,2,2,0,2,0,0,1,130,0,0,0,0,0,1
Washington County SO ,42448,6040.33,2564,0,9,21,37,9,61,468,6,0,225,1023,49,56,166,13,14,420,150,2,7,0,0,0,45
State Police ,,,116,1,1,0,0,0,2,4,2,0,3,12,4,2,9,0,2,7,74,0,0,0,0,0,1
Westmoreland County SO ,13222,3879.89,513,0,2,3,2,3,15,123,3,0,36,168,14,8,16,3,7,127,54,0,0,0,0,0,17
State Police ,,,13,0,0,0,6,0,0,0,3,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0
Wise County SO ,25998,4304.17,1119,1,8,6,14,1,54,399,21,0,127,269,41,28,9,6,3,228,130,1,2,0,0,0,31
State Police ,,,44,0,0,0,0,0,3,1,3,0,1,6,1,14,13,0,0,0,6,0,0,0,0,0,0
Wythe County SO ,18325,2221,407,0,3,2,8,2,20,36,1,0,29,136,5,10,12,4,4,54,119,1,0,0,1,0,20
State Police ,,,109,0,0,0,0,0,1,0,2,0,0,31,2,0,9,2,0,2,62,0,0,0,0,0,3
York County SO ,63184,4684.73,2960,1,18,11,32,27,37,545,22,0,155,1000,44,74,229,65,6,811,257,1,3,0,1,0,68
State Police ,,,152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,151,0,0,0,0,0,1
