TOWNS,POPULATION ,"INCIDENT RATE PER 100,000",TOTAL INCIDENTS ,Murder and Non-negligent Manslaughter ,Kidnaping/Abduction ,Forcible Rape ,Other Forcible Sex Offenses,Robbbery,Aggravated Assault,Simple Assault/Intimidation,Arson,Extortion/Blackmail,Burglary,Larceny,Motor Vehicle Theft,Counterfeiting/Forgery,Fraud,Embezzlement,Stolen Property,Destruction/Damage/Vandalism,Drug/Narcotic Offenses,Non-forcible Sex Offenses,Pornography,Gambling,Prostitution,Bribery,Weapon Law Violation
Chincoteague PD ,3350,6328.35,212,0,0,1,1,0,3,25,0,0,22,92,4,2,2,1,0,67,19,0,0,0,0,0,2
Christiansburg PD ,15700,10828.02,1700,0,1,10,19,1,17,404,7,1,71,674,19,78,87,29,5,250,161,1,0,0,1,0,25
Clarksville PD ,1260,5079.36,64,0,0,1,0,0,2,9,1,0,2,25,3,3,0,0,0,5,9,0,0,0,0,0,4
Clifton Forge PD ,510,5882.35,30,0,0,0,2,0,4,1,0,0,2,15,0,0,2,0,0,5,0,0,0,0,0,0,0
Clintwood PD ,1470,2380.95,35,0,0,0,0,0,1,5,0,0,3,17,4,0,1,0,0,8,0,0,0,0,0,0,0
Coeburn PD ,2170,6635.94,144,0,3,0,0,0,2,20,0,0,7,77,3,0,0,0,1,33,0,0,0,0,0,0,3
Colonial Beach PD ,3040,9539.47,290,0,3,2,1,1,9,41,0,0,16,118,6,3,5,3,0,82,24,0,0,0,0,0,7
Crewe PD ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culpeper PD ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damascus PD ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dayton PD ,950,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin PD ,970,2268.04,22,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,8,1,0,0,0,0,0,0
Dumfries PD ,2010,3930.34,79,0,1,1,1,0,1,7,0,0,11,52,4,2,1,0,0,8,3,0,0,0,0,0,0
Edinburg PD ,4660,7982.83,372,0,0,1,1,7,11,75,0,0,24,112,15,4,6,1,0,99,38,1,0,0,0,0,6
Elkton PD ,910,1868.13,17,0,0,0,0,0,0,3,0,0,1,3,0,0,1,0,0,5,4,0,0,0,0,0,0
Exmore PD ,2080,913.46,19,0,0,0,2,1,1,10,0,0,1,2,0,0,0,0,0,0,7,0,0,0,0,0,1
Farmville PD ,1110,3963.96,44,0,0,2,0,0,2,3,0,0,9,24,1,0,2,0,0,12,2,0,0,0,0,0,0
Front Royal PD ,6850,1927,132,0,0,1,0,0,10,19,0,0,0,65,2,5,0,3,0,11,13,0,0,0,0,0,3
Gate City PD ,660,1363.63,9,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,6,0,0,0,0,0,0,0
Glade Spring PD0 ,13200,10295.45,1359,0,1,9,19,5,9,337,8,0,51,533,56,42,5,10,1,373,10,2,0,0,0,0,15
Glasgow PD ,1970,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glen Lyn PD ,1480,540.54,8,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0
Gordonsville PD ,1190,2857.14,34,0,0,0,0,0,0,5,0,0,1,8,0,0,6,0,0,9,5,0,0,0,0,0,0
Gretna PD ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grottoes PD ,1540,5779.22,89,0,1,0,0,1,4,11,0,0,0,42,3,9,2,0,0,19,3,0,0,0,0,0,0
Grundy PD ,1390,2805.75,39,0,0,0,0,1,1,9,0,0,0,9,1,1,0,0,0,8,8,0,0,0,0,0,1
Halifax PD ,1560,2307.69,36,0,0,0,0,0,1,6,0,0,1,17,0,5,0,0,0,6,0,0,0,0,0,0,1
Haymarket PD ,1170,1709.4,20,0,0,1,0,0,1,1,0,0,1,8,1,1,0,0,0,10,0,0,0,0,0,0,0
Haysi PD ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herndon PD ,480,8750,42,0,0,1,0,0,3,1,0,0,0,6,2,1,0,0,0,4,24,0,0,0,0,0,0
Hillsville PD ,210,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honaker PD ,19700,6401.01,1261,0,4,2,10,17,33,368,0,0,42,501,48,34,47,17,6,183,66,1,0,2,1,0,20
Hurt PD ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Independence PD ,960,2604.16,25,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,11,0,0,0,0,0,0,0
Jonesville PD ,1280,1250,16,0,0,0,0,0,0,4,0,0,1,7,1,2,0,0,0,1,1,0,0,0,0,0,0
Kenbridge PD ,990,1616.16,16,0,0,0,1,0,0,4,0,0,1,2,3,0,0,0,0,2,3,0,0,0,0,0,1
Kilmarnock PD ,870,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaCrosse PD ,1210,4462.8,54,3,0,0,1,0,5,14,0,0,4,18,0,1,0,0,0,9,2,1,0,0,0,0,2
Lawrenceville PD ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon PD ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leesburg PD ,1430,6153.84,88,0,0,0,0,0,3,8,0,0,10,56,4,1,0,0,0,12,2,0,0,0,0,0,0
Louisa PD ,3420,3801.16,130,0,1,0,1,0,5,24,0,0,4,61,2,10,1,1,0,18,5,0,0,0,0,0,3
Luray PD ,22400,8004.46,1793,1,5,6,16,12,53,489,3,1,51,539,37,21,44,15,5,581,155,3,0,0,0,1,48
Marion PD ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middleburg PD ,4400,4272.72,188,0,0,0,0,1,3,24,0,0,12,80,4,4,1,0,0,78,0,0,0,0,0,0,3
Middletown PD ,6300,5888.88,371,0,0,2,4,1,10,29,3,0,24,120,8,23,6,1,0,137,4,0,0,0,0,0,0
Mt. Jackson PD ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narrows PD ,840,7142.85,60,0,0,0,1,0,0,4,0,0,10,42,2,1,0,0,0,9,0,0,0,0,0,0,0
New Market PD ,1200,5000,60,0,0,0,0,0,0,11,0,0,2,25,4,1,2,0,0,20,5,0,0,0,0,0,1
Occoquan PD ,1720,6453.48,111,0,0,0,5,0,0,16,3,0,14,50,4,7,0,0,0,17,5,0,0,0,1,0,3
Onancock PD ,1980,2777.77,55,0,0,0,0,0,4,10,1,0,2,28,0,2,0,0,0,5,6,0,0,0,0,0,0
Onley PD ,1540,2077.92,32,0,0,0,1,2,1,2,1,0,5,21,0,1,1,0,0,1,1,0,1,0,0,0,0
Orange PD ,520,5961.54,31,0,0,0,0,0,1,1,0,0,0,17,1,0,0,0,0,11,0,0,0,0,0,0,0
Parksley PD ,1200,2166.67,26,0,0,0,0,2,0,4,0,0,1,12,1,0,0,0,0,2,5,0,0,0,0,0,1
Pearisburg PD ,540,8518.52,46,0,0,0,0,0,0,6,0,0,0,23,0,5,3,0,1,1,6,0,0,0,0,0,2
Pembroke PD ,4060,4482.75,182,0,0,2,1,0,18,27,1,0,8,105,5,8,0,5,0,18,7,0,0,0,0,0,3
Pennington Gap PD ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocahontas PD ,2130,2582.15,55,0,0,0,1,0,0,7,0,0,1,31,3,1,0,0,0,11,0,0,0,0,0,0,1
Pound PD ,1060,377.35,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulaski PD ,1900,736.84,14,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,6,0,0,0,0,0,0,0
Purcellville PD ,490,2040.81,10,0,0,1,0,0,0,1,1,0,1,3,1,0,0,0,0,3,0,0,0,0,0,0,0
Quantico PD ,960,4583.33,44,0,0,0,0,0,7,3,0,0,1,23,1,0,0,0,0,12,1,0,0,0,0,0,2
Remington PD0 ,9380,11098.08,1041,1,6,3,12,17,45,195,7,0,73,429,23,69,17,2,4,207,141,0,1,0,0,0,35
Rich Creek PD ,1670,7185.62,120,0,0,0,0,0,2,17,0,1,2,53,1,0,0,4,2,38,1,0,0,0,0,0,1
Richlands PD ,650,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocky Mount PD ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rural Retreat PD ,4400,9681.81,426,0,1,1,6,0,17,66,0,0,25,140,6,55,58,1,3,67,63,0,0,0,0,0,13
Saltville PD ,4440,6576.57,292,0,0,0,2,2,17,36,0,0,22,115,8,6,3,0,3,58,40,0,0,0,0,0,16
Shenandoah PD ,910,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smithfield PD ,2320,8060.35,187,0,1,1,0,0,23,19,1,0,13,40,7,2,0,0,0,69,37,0,0,0,0,0,2
South Boston PD ,2360,2033.89,48,0,0,0,1,1,0,4,0,0,5,19,0,0,0,0,0,24,2,0,0,0,0,0,0
South Hill PD ,5640,11542.55,651,1,2,2,3,4,11,175,1,0,32,259,21,19,9,7,2,151,39,0,0,0,0,0,20
St. Paul PD ,6920,10173.41,704,1,7,2,6,21,17,134,5,0,59,268,20,26,24,2,0,123,54,0,1,0,0,0,24
Stanley PD ,4490,7884.18,354,0,0,1,0,6,19,59,0,0,14,243,13,12,0,2,1,6,1,0,0,0,0,0,1
Stephens City PD ,980,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strasburg PD ,1280,2421.87,31,0,0,0,0,0,0,1,0,0,5,18,1,0,0,0,0,9,0,0,0,0,0,0,1
Tappahannock PD ,1340,3880.59,52,0,0,0,0,0,0,12,0,0,2,22,2,1,1,0,0,12,0,0,0,0,0,0,0
Tazewell PD ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timberville PD ,1750,17314.28,303,0,0,0,1,0,5,39,2,0,6,156,9,14,6,3,2,61,21,0,0,0,1,0,5
Victoria PD ,4220,5758.29,243,0,0,2,0,0,9,39,2,0,12,71,5,42,6,1,0,55,20,0,0,0,0,0,6
Vienna PD ,1720,697.67,12,0,0,0,0,0,2,1,0,0,0,6,0,0,1,0,0,4,0,0,0,0,0,0,0
Vinton PD ,1720,2151.16,37,0,0,0,0,0,7,8,1,0,2,12,1,3,1,0,0,5,0,1,0,0,0,0,0
Warrenton PD ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warsaw PD ,7160,7360.33,527,0,2,2,4,4,12,153,2,0,22,206,11,24,4,4,1,111,21,1,0,0,0,0,11
Waverly PD ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weber City PD ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Point PD ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Stone PD ,1360,4117.64,56,0,0,0,0,0,0,12,0,0,4,25,1,2,1,0,1,12,1,0,0,0,0,0,1
Windsor PD ,3300,1242.42,41,0,0,0,0,0,2,15,0,0,0,12,0,0,2,0,0,9,3,0,0,0,0,0,0
Wise PD ,3120,6602.56,206,0,0,0,1,0,4,22,1,0,16,107,8,13,6,0,1,37,22,1,0,0,0,0,1
Woodstock PD ,3180,3050.31,97,0,1,1,0,1,1,15,0,0,3,52,5,7,1,0,0,7,5,1,0,0,0,0,2
Wytheville PD ,8150,9325.15,760,0,2,3,3,6,9,140,6,1,34,326,17,20,11,4,6,222,10,0,0,0,0,0,8
